"LV_TRG#2 Time";"LV_TRG#2 ValueY";"LV_ACT#2 Time";"LV_ACT#2 ValueY";"STP_POS#2 Time";"STP_POS#2 ValueY";"Tnd_w2 Time";"Tnd_w2 ValueY";"CST_SPD#2 Time";"CST_SPD#2 ValueY";"Auto_SPD_SET2 Time";"Auto_SPD_SET2 ValueY";"CURRENT2 Time";"CURRENT2 ValueY";"sensor_fail Time";"sensor_fail ValueY"
2021/4/10 22:50:38;80;2021/4/10 22:50:38;0.169247105717659;2021/4/10 22:50:38;0;2021/4/10 22:50:38;0;2021/4/10 22:50:38;0;;;2021/4/10 22:50:38;0;;
2021/4/10 22:50:38;80;2021/4/10 22:50:38;0.155070170760155;2021/4/10 22:50:38;0;2021/4/10 22:50:38;0;2021/4/10 22:50:38;0;;;2021/4/10 22:50:38;0;;
2021/4/10 22:50:39;80;2021/4/10 22:50:39;0.153569370508194;2021/4/10 22:50:39;0;2021/4/10 22:50:39;0;2021/4/10 22:50:39;0;;;2021/4/10 22:50:39;0;;
2021/4/10 22:50:39;80;2021/4/10 22:50:39;0.160691991448402;2021/4/10 22:50:39;0;2021/4/10 22:50:39;0;2021/4/10 22:50:39;0;;;2021/4/10 22:50:39;0;;
2021/4/10 22:50:40;80;2021/4/10 22:50:40;0.182765439152718;2021/4/10 22:50:40;0;2021/4/10 22:50:40;0;2021/4/10 22:50:40;0;;;2021/4/10 22:50:40;0;;
2021/4/10 22:50:40;80;2021/4/10 22:50:40;0.156423568725586;2021/4/10 22:50:40;0;2021/4/10 22:50:40;0;2021/4/10 22:50:40;0;;;2021/4/10 22:50:40;0;;
2021/4/10 22:50:41;80;2021/4/10 22:50:41;0.153858482837677;2021/4/10 22:50:41;0;2021/4/10 22:50:41;0;2021/4/10 22:50:41;0;;;2021/4/10 22:50:41;0;;
2021/4/10 22:50:41;80;2021/4/10 22:50:41;0.151666164398193;2021/4/10 22:50:41;0;2021/4/10 22:50:41;0;2021/4/10 22:50:41;0;;;2021/4/10 22:50:41;0;;
2021/4/10 22:50:42;80;2021/4/10 22:50:42;0.162569344043732;2021/4/10 22:50:42;0;2021/4/10 22:50:42;0;2021/4/10 22:50:42;0;;;2021/4/10 22:50:42;0;;
2021/4/10 22:50:42;80;2021/4/10 22:50:42;0.127334728837013;2021/4/10 22:50:42;0;2021/4/10 22:50:42;0;2021/4/10 22:50:42;0;;;2021/4/10 22:50:42;0;;
2021/4/10 22:50:43;80;2021/4/10 22:50:43;0.147087097167969;2021/4/10 22:50:43;0;2021/4/10 22:50:43;-5.96297454833984;2021/4/10 22:50:43;0;;;2021/4/10 22:50:43;0;;
2021/4/10 22:50:43;80;2021/4/10 22:50:43;0.149222180247307;2021/4/10 22:50:43;0;2021/4/10 22:50:43;-5.91415023803711;2021/4/10 22:50:43;0;;;2021/4/10 22:50:43;0;;
2021/4/10 22:50:44;80;2021/4/10 22:50:44;0.14338307082653;2021/4/10 22:50:44;0;2021/4/10 22:50:44;-4.87248229980469;2021/4/10 22:50:44;0;;;2021/4/10 22:50:44;0;;
2021/4/10 22:50:44;80;2021/4/10 22:50:44;0.136195495724678;2021/4/10 22:50:44;0;2021/4/10 22:50:44;-4.22686767578125;2021/4/10 22:50:44;0;;;2021/4/10 22:50:44;0;;
2021/4/10 22:50:45;80;2021/4/10 22:50:45;0.134080842137337;2021/4/10 22:50:45;0;2021/4/10 22:50:45;-4.8670539855957;2021/4/10 22:50:45;0;;;2021/4/10 22:50:45;0;;
2021/4/10 22:50:45;80;2021/4/10 22:50:45;0.137334495782852;2021/4/10 22:50:45;0;2021/4/10 22:50:45;-4.81280517578125;2021/4/10 22:50:45;0;;;2021/4/10 22:50:45;0;;
2021/4/10 22:50:46;80;2021/4/10 22:50:46;0.169473573565483;2021/4/10 22:50:46;0;2021/4/10 22:50:46;-5.11662292480469;2021/4/10 22:50:46;0;;;2021/4/10 22:50:46;0;;
2021/4/10 22:50:46;80;2021/4/10 22:50:46;0.153784081339836;2021/4/10 22:50:46;0;2021/4/10 22:50:46;-5.16545104980469;2021/4/10 22:50:46;0;;;2021/4/10 22:50:46;0;;
2021/4/10 22:50:47;80;2021/4/10 22:50:47;0.16624704003334;2021/4/10 22:50:47;0;2021/4/10 22:50:47;-5.21970367431641;2021/4/10 22:50:47;0;;;2021/4/10 22:50:47;0;;
2021/4/10 22:50:47;80;2021/4/10 22:50:47;0.14843775331974;2021/4/10 22:50:47;0;2021/4/10 22:50:47;-5.31193542480469;2021/4/10 22:50:47;0;;;2021/4/10 22:50:47;0;;
2021/4/10 22:50:48;80;2021/4/10 22:50:48;0.139605611562729;2021/4/10 22:50:48;0;2021/4/10 22:50:48;0;2021/4/10 22:50:48;0;;;2021/4/10 22:50:48;0;;
2021/4/10 22:50:48;80;2021/4/10 22:50:48;0.135050609707832;2021/4/10 22:50:48;0;2021/4/10 22:50:48;0;2021/4/10 22:50:48;0;;;2021/4/10 22:50:48;0;;
2021/4/10 22:50:49;80;2021/4/10 22:50:49;0.149473667144775;2021/4/10 22:50:49;0;2021/4/10 22:50:49;0;2021/4/10 22:50:49;0;;;2021/4/10 22:50:49;0;;
2021/4/10 22:50:49;80;2021/4/10 22:50:49;0.137837067246437;2021/4/10 22:50:49;0;2021/4/10 22:50:49;0;2021/4/10 22:50:49;0;;;2021/4/10 22:50:49;0;;
2021/4/10 22:50:50;80;2021/4/10 22:50:50;0.171789303421974;2021/4/10 22:50:50;0;2021/4/10 22:50:50;0;2021/4/10 22:50:50;0;;;2021/4/10 22:50:50;0;;
2021/4/10 22:50:50;80;2021/4/10 22:50:50;0.157649114727974;2021/4/10 22:50:50;0;2021/4/10 22:50:50;0;2021/4/10 22:50:50;0;;;2021/4/10 22:50:50;0;;
2021/4/10 22:50:51;80;2021/4/10 22:50:51;0.160608842968941;2021/4/10 22:50:51;0;2021/4/10 22:50:51;0;2021/4/10 22:50:51;0;;;2021/4/10 22:50:51;0;;
2021/4/10 22:50:51;80;2021/4/10 22:50:51;0.143316656351089;2021/4/10 22:50:51;0;2021/4/10 22:50:51;0;2021/4/10 22:50:51;0;;;2021/4/10 22:50:51;0;;
2021/4/10 22:50:52;80;2021/4/10 22:50:52;0.139144077897072;2021/4/10 22:50:52;0;2021/4/10 22:50:52;0;2021/4/10 22:50:52;0;;;2021/4/10 22:50:52;0;;
2021/4/10 22:50:52;80;2021/4/10 22:50:52;0.148817986249924;2021/4/10 22:50:52;0;2021/4/10 22:50:52;0;2021/4/10 22:50:52;0;;;2021/4/10 22:50:52;0;;
2021/4/10 22:50:53;80;2021/4/10 22:50:53;0.142442747950554;2021/4/10 22:50:53;0;2021/4/10 22:50:53;0;2021/4/10 22:50:53;0;;;2021/4/10 22:50:53;0;;
2021/4/10 22:50:53;80;2021/4/10 22:50:53;0.143885523080826;2021/4/10 22:50:53;0;2021/4/10 22:50:53;0;2021/4/10 22:50:53;0;;;2021/4/10 22:50:53;0;;
2021/4/10 22:50:54;80;2021/4/10 22:50:54;0.161866173148155;2021/4/10 22:50:54;0;2021/4/10 22:50:54;0;2021/4/10 22:50:54;0;;;2021/4/10 22:50:54;0;;
2021/4/10 22:50:54;80;2021/4/10 22:50:54;0.159819349646568;2021/4/10 22:50:54;0;2021/4/10 22:50:54;0;2021/4/10 22:50:54;0;;;2021/4/10 22:50:54;0;;
2021/4/10 22:50:55;80;2021/4/10 22:50:55;0.163293927907944;2021/4/10 22:50:55;0;2021/4/10 22:50:55;0;2021/4/10 22:50:55;0;;;2021/4/10 22:50:55;0;;
2021/4/10 22:50:55;80;2021/4/10 22:50:55;0.153410911560059;2021/4/10 22:50:55;0;2021/4/10 22:50:55;0;2021/4/10 22:50:55;0;;;2021/4/10 22:50:55;0;;
2021/4/10 22:50:56;80;2021/4/10 22:50:56;0.150034755468369;2021/4/10 22:50:56;0;2021/4/10 22:50:56;0;2021/4/10 22:50:56;0;;;2021/4/10 22:50:56;0;;
2021/4/10 22:50:56;80;2021/4/10 22:50:56;0.155433818697929;2021/4/10 22:50:56;0;2021/4/10 22:50:56;0;2021/4/10 22:50:56;0;;;2021/4/10 22:50:56;0;;
2021/4/10 22:50:57;80;2021/4/10 22:50:57;0.140946999192238;2021/4/10 22:50:57;0;2021/4/10 22:50:57;0;2021/4/10 22:50:57;0;;;2021/4/10 22:50:57;0;;
2021/4/10 22:50:57;80;2021/4/10 22:50:57;0.14368748664856;2021/4/10 22:50:57;0;2021/4/10 22:50:57;0;2021/4/10 22:50:57;0;;;2021/4/10 22:50:57;0;;
2021/4/10 22:50:58;80;2021/4/10 22:50:58;0.144504249095917;2021/4/10 22:50:58;0;2021/4/10 22:50:58;0;2021/4/10 22:50:58;0;;;2021/4/10 22:50:58;0;;
2021/4/10 22:50:58;80;2021/4/10 22:50:58;0.161774829030037;2021/4/10 22:50:58;0;2021/4/10 22:50:58;0;2021/4/10 22:50:58;0;;;2021/4/10 22:50:58;0;;
2021/4/10 22:50:59;80;2021/4/10 22:50:59;0.153829038143158;2021/4/10 22:50:59;0;2021/4/10 22:50:59;0;2021/4/10 22:50:59;0;;;2021/4/10 22:50:59;0;;
2021/4/10 22:50:59;80;2021/4/10 22:50:59;0.159701630473137;2021/4/10 22:50:59;0;2021/4/10 22:50:59;0;2021/4/10 22:50:59;0;;;2021/4/10 22:50:59;0;;
2021/4/10 22:51:00;80;2021/4/10 22:51:00;0.151377767324448;2021/4/10 22:51:00;0;2021/4/10 22:51:00;0;2021/4/10 22:51:00;0;;;2021/4/10 22:51:00;0;;
2021/4/10 22:51:00;80;2021/4/10 22:51:00;0.15234637260437;2021/4/10 22:51:00;0;2021/4/10 22:51:00;0;2021/4/10 22:51:00;0;;;2021/4/10 22:51:00;0;;
2021/4/10 22:51:01;80;2021/4/10 22:51:01;0.157751724123955;2021/4/10 22:51:01;0;2021/4/10 22:51:01;0;2021/4/10 22:51:01;0;;;2021/4/10 22:51:01;0;;
2021/4/10 22:51:01;80;2021/4/10 22:51:01;0.153425320982933;2021/4/10 22:51:01;0;2021/4/10 22:51:01;0;2021/4/10 22:51:01;0;;;2021/4/10 22:51:01;0;;
2021/4/10 22:51:02;80;2021/4/10 22:51:02;0.143311530351639;2021/4/10 22:51:02;0;2021/4/10 22:51:02;0;2021/4/10 22:51:02;0;;;2021/4/10 22:51:02;0;;
2021/4/10 22:51:02;80;2021/4/10 22:51:02;0.148190975189209;2021/4/10 22:51:02;0;2021/4/10 22:51:02;0;2021/4/10 22:51:02;0;;;2021/4/10 22:51:02;0;;
2021/4/10 22:51:03;80;2021/4/10 22:51:03;0.155496299266815;2021/4/10 22:51:03;0;2021/4/10 22:51:03;0;2021/4/10 22:51:03;0;;;2021/4/10 22:51:03;0;;
2021/4/10 22:51:03;80;2021/4/10 22:51:03;0.149038776755333;2021/4/10 22:51:03;0;2021/4/10 22:51:03;0;2021/4/10 22:51:03;0;;;2021/4/10 22:51:03;0;;
2021/4/10 22:51:04;80;2021/4/10 22:51:04;0.152355626225471;2021/4/10 22:51:04;0;2021/4/10 22:51:04;0;2021/4/10 22:51:04;0;;;2021/4/10 22:51:04;0;;
2021/4/10 22:51:04;80;2021/4/10 22:51:04;0.155336484313011;2021/4/10 22:51:04;0;2021/4/10 22:51:04;0;2021/4/10 22:51:04;0;;;2021/4/10 22:51:04;0;;
2021/4/10 22:51:05;80;2021/4/10 22:51:05;0.143839493393898;2021/4/10 22:51:05;0;2021/4/10 22:51:05;0;2021/4/10 22:51:05;0;;;2021/4/10 22:51:05;0;;
2021/4/10 22:51:05;80;2021/4/10 22:51:05;0.14089922606945;2021/4/10 22:51:05;0;2021/4/10 22:51:05;0;2021/4/10 22:51:05;0;;;2021/4/10 22:51:05;0;;
2021/4/10 22:51:06;80;2021/4/10 22:51:06;0.165156111121178;2021/4/10 22:51:06;0;2021/4/10 22:51:06;0;2021/4/10 22:51:06;0;;;2021/4/10 22:51:06;0;;
2021/4/10 22:51:06;80;2021/4/10 22:51:06;0.143529132008553;2021/4/10 22:51:06;0;2021/4/10 22:51:06;0;2021/4/10 22:51:06;0;;;2021/4/10 22:51:06;0;;
2021/4/10 22:51:07;80;2021/4/10 22:51:07;0.161686941981316;2021/4/10 22:51:07;0;2021/4/10 22:51:07;0;2021/4/10 22:51:07;0;;;2021/4/10 22:51:07;0;;
2021/4/10 22:51:07;80;2021/4/10 22:51:07;0.15946838259697;2021/4/10 22:51:07;0;2021/4/10 22:51:07;0;2021/4/10 22:51:07;0;;;2021/4/10 22:51:07;0;;
2021/4/10 22:51:08;80;2021/4/10 22:51:08;0.160786017775536;2021/4/10 22:51:08;0;2021/4/10 22:51:08;0;2021/4/10 22:51:08;0;;;2021/4/10 22:51:08;0;;
2021/4/10 22:51:08;80;2021/4/10 22:51:08;0.14549919962883;2021/4/10 22:51:08;0;2021/4/10 22:51:08;0;2021/4/10 22:51:08;0;;;2021/4/10 22:51:08;0;;
2021/4/10 22:51:09;80;2021/4/10 22:51:09;0.146853446960449;2021/4/10 22:51:09;0;2021/4/10 22:51:09;0;2021/4/10 22:51:09;0;;;2021/4/10 22:51:09;0;;
2021/4/10 22:51:09;80;2021/4/10 22:51:09;0.169463813304901;2021/4/10 22:51:09;0;2021/4/10 22:51:09;0;2021/4/10 22:51:09;0;;;2021/4/10 22:51:09;0;;
2021/4/10 22:51:10;80;2021/4/10 22:51:10;0.153423652052879;2021/4/10 22:51:10;0;2021/4/10 22:51:10;0;2021/4/10 22:51:10;0;;;2021/4/10 22:51:10;0;;
2021/4/10 22:51:10;80;2021/4/10 22:51:10;0.170643374323845;2021/4/10 22:51:10;0;2021/4/10 22:51:10;0;2021/4/10 22:51:10;0;;;2021/4/10 22:51:10;0;;
2021/4/10 22:51:11;80;2021/4/10 22:51:11;0.142070740461349;2021/4/10 22:51:11;0;2021/4/10 22:51:11;0;2021/4/10 22:51:11;0;;;2021/4/10 22:51:11;0;;
2021/4/10 22:51:11;80;2021/4/10 22:51:11;0.136005282402039;2021/4/10 22:51:11;0;2021/4/10 22:51:11;0;2021/4/10 22:51:11;0;;;2021/4/10 22:51:11;0;;
2021/4/10 22:51:12;80;2021/4/10 22:51:12;0.149350136518478;2021/4/10 22:51:12;0;2021/4/10 22:51:12;0;2021/4/10 22:51:12;0;;;2021/4/10 22:51:12;0;;
2021/4/10 22:51:12;80;2021/4/10 22:51:12;0.160271182656288;2021/4/10 22:51:12;0;2021/4/10 22:51:12;0;2021/4/10 22:51:12;0;;;2021/4/10 22:51:12;0;;
2021/4/10 22:51:13;80;2021/4/10 22:51:13;0.158351451158524;2021/4/10 22:51:13;0;2021/4/10 22:51:13;0;2021/4/10 22:51:13;0;;;2021/4/10 22:51:13;0;;
2021/4/10 22:51:13;80;2021/4/10 22:51:13;0.14983107149601;2021/4/10 22:51:13;0;2021/4/10 22:51:13;0;2021/4/10 22:51:13;0;;;2021/4/10 22:51:13;0;;
2021/4/10 22:51:14;80;2021/4/10 22:51:14;0.163830205798149;2021/4/10 22:51:14;0;2021/4/10 22:51:14;0;2021/4/10 22:51:14;0;;;2021/4/10 22:51:14;0;;
2021/4/10 22:51:14;80;2021/4/10 22:51:14;0.150734439492226;2021/4/10 22:51:14;0;2021/4/10 22:51:14;0;2021/4/10 22:51:14;0;;;2021/4/10 22:51:14;0;;
2021/4/10 22:51:15;80;2021/4/10 22:51:15;0.147828131914139;2021/4/10 22:51:15;0;2021/4/10 22:51:15;0;2021/4/10 22:51:15;0;;;2021/4/10 22:51:15;0;;
2021/4/10 22:51:15;80;2021/4/10 22:51:15;0.145846992731094;2021/4/10 22:51:15;0;2021/4/10 22:51:15;0;2021/4/10 22:51:15;0;;;2021/4/10 22:51:15;0;;
2021/4/10 22:51:16;80;2021/4/10 22:51:16;0.142175450921059;2021/4/10 22:51:16;0;2021/4/10 22:51:16;0;2021/4/10 22:51:16;0;;;2021/4/10 22:51:16;0;;
2021/4/10 22:51:16;80;2021/4/10 22:51:16;0.138730749487877;2021/4/10 22:51:16;0;2021/4/10 22:51:16;0;2021/4/10 22:51:16;0;;;2021/4/10 22:51:16;0;;
2021/4/10 22:51:17;80;2021/4/10 22:51:17;0.151589691638947;2021/4/10 22:51:17;0;2021/4/10 22:51:17;0;2021/4/10 22:51:17;0;;;2021/4/10 22:51:17;0;;
2021/4/10 22:51:17;80;2021/4/10 22:51:17;0.153498843312263;2021/4/10 22:51:17;0;2021/4/10 22:51:17;0;2021/4/10 22:51:17;0;;;2021/4/10 22:51:17;0;;
2021/4/10 22:51:18;80;2021/4/10 22:51:18;0.158386796712875;2021/4/10 22:51:18;0;2021/4/10 22:51:18;0;2021/4/10 22:51:18;0;;;2021/4/10 22:51:18;0;;
2021/4/10 22:51:18;80;2021/4/10 22:51:18;0.148824006319046;2021/4/10 22:51:18;0;2021/4/10 22:51:18;0;2021/4/10 22:51:18;0;;;2021/4/10 22:51:18;0;;
2021/4/10 22:51:19;80;2021/4/10 22:51:19;0.156609013676643;2021/4/10 22:51:19;0;2021/4/10 22:51:19;0;2021/4/10 22:51:19;0;;;2021/4/10 22:51:19;0;;
2021/4/10 22:51:19;80;2021/4/10 22:51:19;0.173704907298088;2021/4/10 22:51:19;0;2021/4/10 22:51:19;0;2021/4/10 22:51:19;0;;;2021/4/10 22:51:19;0;;
2021/4/10 22:51:20;80;2021/4/10 22:51:20;0.180385664105415;2021/4/10 22:51:20;0;2021/4/10 22:51:20;0;2021/4/10 22:51:20;0;;;2021/4/10 22:51:20;0;;
2021/4/10 22:51:20;80;2021/4/10 22:51:20;0.151257514953613;2021/4/10 22:51:20;0;2021/4/10 22:51:20;0;2021/4/10 22:51:20;0;;;2021/4/10 22:51:20;0;;
2021/4/10 22:51:21;80;2021/4/10 22:51:21;0.142092630267143;2021/4/10 22:51:21;0;2021/4/10 22:51:21;0;2021/4/10 22:51:21;0;;;2021/4/10 22:51:21;0;;
2021/4/10 22:51:21;80;2021/4/10 22:51:21;0.182292729616165;2021/4/10 22:51:21;0;2021/4/10 22:51:21;0;2021/4/10 22:51:21;0;;;2021/4/10 22:51:21;0;;
2021/4/10 22:51:22;80;2021/4/10 22:51:22;0.124609865248203;2021/4/10 22:51:22;0;2021/4/10 22:51:22;0;2021/4/10 22:51:22;0;;;2021/4/10 22:51:22;0;;
2021/4/10 22:51:22;80;2021/4/10 22:51:22;0.146314084529877;2021/4/10 22:51:22;0;2021/4/10 22:51:22;0;2021/4/10 22:51:22;0;;;2021/4/10 22:51:22;0;;
2021/4/10 22:51:23;80;2021/4/10 22:51:23;0.111194878816605;2021/4/10 22:51:23;0;2021/4/10 22:51:23;0;2021/4/10 22:51:23;0;;;2021/4/10 22:51:23;0;;
2021/4/10 22:51:23;80;2021/4/10 22:51:23;0.136896058917046;2021/4/10 22:51:23;0;2021/4/10 22:51:23;0;2021/4/10 22:51:23;0;;;2021/4/10 22:51:23;0;;
2021/4/10 22:51:24;80;2021/4/10 22:51:24;0.140698105096817;2021/4/10 22:51:24;0;2021/4/10 22:51:24;0;2021/4/10 22:51:24;0;;;2021/4/10 22:51:24;0;;
2021/4/10 22:51:24;80;2021/4/10 22:51:24;0.193505063652992;2021/4/10 22:51:24;0;2021/4/10 22:51:24;0;2021/4/10 22:51:24;0;;;2021/4/10 22:51:24;0;;
2021/4/10 22:51:25;80;2021/4/10 22:51:25;0.15737584233284;2021/4/10 22:51:25;0;2021/4/10 22:51:25;0;2021/4/10 22:51:25;0;;;2021/4/10 22:51:25;0;;
2021/4/10 22:51:25;80;2021/4/10 22:51:25;0.127827882766724;2021/4/10 22:51:25;0;2021/4/10 22:51:25;0;2021/4/10 22:51:25;0;;;2021/4/10 22:51:25;0;;
2021/4/10 22:51:26;80;2021/4/10 22:51:26;0.154676958918571;2021/4/10 22:51:26;0;2021/4/10 22:51:26;0;2021/4/10 22:51:26;0;;;2021/4/10 22:51:26;0;;
2021/4/10 22:51:26;80;2021/4/10 22:51:26;0.138537600636482;2021/4/10 22:51:26;0;2021/4/10 22:51:26;0;2021/4/10 22:51:26;0;;;2021/4/10 22:51:26;0;;
2021/4/10 22:51:27;80;2021/4/10 22:51:27;0.119006521999836;2021/4/10 22:51:27;0;2021/4/10 22:51:27;0;2021/4/10 22:51:27;0;;;2021/4/10 22:51:27;0;;
2021/4/10 22:51:27;80;2021/4/10 22:51:27;0.140374392271042;2021/4/10 22:51:27;0;2021/4/10 22:51:27;0;2021/4/10 22:51:27;0;;;2021/4/10 22:51:27;0;;
2021/4/10 22:51:28;80;2021/4/10 22:51:28;0.151510417461395;2021/4/10 22:51:28;0;2021/4/10 22:51:28;0;2021/4/10 22:51:28;0;;;2021/4/10 22:51:28;0;;
2021/4/10 22:51:28;80;2021/4/10 22:51:28;0.170363262295723;2021/4/10 22:51:28;0;2021/4/10 22:51:28;0;2021/4/10 22:51:28;0;;;2021/4/10 22:51:28;0;;
