"LV_TRG#1 Time";"LV_TRG#1 ValueY";"LV_ACT#1 Time";"LV_ACT#1 ValueY";"STP_POS#1 Time";"STP_POS#1 ValueY";"CST_SPD#1 Time";"CST_SPD#1 ValueY";"TND_W Time";"TND_W ValueY";"Auto_SPD_SET Time";"Auto_SPD_SET ValueY";"AutoSpeed_Control Time";"AutoSpeed_Control ValueY";"AutoSpeed_Start Time";"AutoSpeed_Start ValueY";"Current Time";"Current ValueY";"Sensor_failing Time";"Sensor_failing ValueY"
2021/4/7 17:54:52;80;2021/4/7 17:54:52;0.124668128788471;2021/4/7 17:54:52;0.561000049114227;2021/4/7 17:54:52;0;2021/4/7 17:54:52;24.6961822509766;2021/4/7 17:54:52;0;2021/4/7 17:54:52;0;2021/4/7 17:54:52;0;2021/4/7 17:54:52;0;;
2021/4/7 17:54:53;80;2021/4/7 17:54:53;0.122113712131977;2021/4/7 17:54:53;0.561000049114227;2021/4/7 17:54:53;0;2021/4/7 17:54:53;24.8480911254883;2021/4/7 17:54:53;0;2021/4/7 17:54:53;0;2021/4/7 17:54:53;0;2021/4/7 17:54:53;0;;
2021/4/7 17:54:53;80;2021/4/7 17:54:53;0.120320849120617;2021/4/7 17:54:53;0.562000036239624;2021/4/7 17:54:53;0;2021/4/7 17:54:53;24.8969116210938;2021/4/7 17:54:53;0;2021/4/7 17:54:53;0;2021/4/7 17:54:53;0;2021/4/7 17:54:53;0;;
2021/4/7 17:54:54;80;2021/4/7 17:54:54;0.127526432275772;2021/4/7 17:54:54;0.562000036239624;2021/4/7 17:54:54;0;2021/4/7 17:54:54;25;2021/4/7 17:54:54;0;2021/4/7 17:54:54;0;2021/4/7 17:54:54;0;2021/4/7 17:54:54;0;;
2021/4/7 17:54:54;80;2021/4/7 17:54:54;0.123421803116798;2021/4/7 17:54:54;0.561000049114227;2021/4/7 17:54:54;0;2021/4/7 17:54:54;25.1139297485352;2021/4/7 17:54:54;0;2021/4/7 17:54:54;0;2021/4/7 17:54:54;0;2021/4/7 17:54:54;0;;
2021/4/7 17:54:55;80;2021/4/7 17:54:55;0.124456390738487;2021/4/7 17:54:55;0.563000023365021;2021/4/7 17:54:55;0;2021/4/7 17:54:55;25.2495651245117;2021/4/7 17:54:55;0;2021/4/7 17:54:55;0;2021/4/7 17:54:55;0;2021/4/7 17:54:55;0;;
2021/4/7 17:54:55;80;2021/4/7 17:54:55;0.123891562223434;2021/4/7 17:54:55;0.563000023365021;2021/4/7 17:54:55;0;2021/4/7 17:54:55;25.2983856201172;2021/4/7 17:54:55;0;2021/4/7 17:54:55;0;2021/4/7 17:54:55;0;2021/4/7 17:54:55;0;;
2021/4/7 17:54:56;80;2021/4/7 17:54:56;0.123997867107391;2021/4/7 17:54:56;0.564000010490417;2021/4/7 17:54:56;0;2021/4/7 17:54:56;25.4503021240234;2021/4/7 17:54:56;0;2021/4/7 17:54:56;0;2021/4/7 17:54:56;0;2021/4/7 17:54:56;0;;
2021/4/7 17:54:56;80;2021/4/7 17:54:56;0.125217229127884;2021/4/7 17:54:56;0.568000018596649;2021/4/7 17:54:56;0;2021/4/7 17:54:56;25.5479583740234;2021/4/7 17:54:56;0;2021/4/7 17:54:56;0;2021/4/7 17:54:56;0;2021/4/7 17:54:56;0;;
2021/4/7 17:54:57;80;2021/4/7 17:54:57;0.123598583042622;2021/4/7 17:54:57;0.636000037193298;2021/4/7 17:54:57;0;2021/4/7 17:54:57;25.6456146240234;2021/4/7 17:54:57;0;2021/4/7 17:54:57;0;2021/4/7 17:54:57;0;2021/4/7 17:54:57;0;;
2021/4/7 17:54:57;80;2021/4/7 17:54:57;0.125058621168137;2021/4/7 17:54:57;0.730000019073486;2021/4/7 17:54:57;0;2021/4/7 17:54:57;25.7486953735352;2021/4/7 17:54:57;0;2021/4/7 17:54:57;0;2021/4/7 17:54:57;0;2021/4/7 17:54:57;0;;
2021/4/7 17:54:58;80;2021/4/7 17:54:58;0.125170409679413;2021/4/7 17:54:58;0.951000034809113;2021/4/7 17:54:58;0;2021/4/7 17:54:58;25.7975234985352;2021/4/7 17:54:58;0;2021/4/7 17:54:58;0;2021/4/7 17:54:58;0;2021/4/7 17:54:58;0;;
2021/4/7 17:54:58;80;2021/4/7 17:54:58;0.123887419700623;2021/4/7 17:54:58;0.954000055789948;2021/4/7 17:54:58;0;2021/4/7 17:54:58;25.9006042480469;2021/4/7 17:54:58;0;2021/4/7 17:54:58;0;2021/4/7 17:54:58;0;2021/4/7 17:54:58;0;;
2021/4/7 17:54:59;80;2021/4/7 17:54:59;0.123985879123211;2021/4/7 17:54:59;0.972000062465668;2021/4/7 17:54:59;0;2021/4/7 17:54:59;25.9982604980469;2021/4/7 17:54:59;0;2021/4/7 17:54:59;0;2021/4/7 17:54:59;0;2021/4/7 17:54:59;0;;
2021/4/7 17:54:59;80;2021/4/7 17:54:59;0.119894459843636;2021/4/7 17:54:59;0.968000054359436;2021/4/7 17:54:59;0;2021/4/7 17:54:59;26.0470886230469;2021/4/7 17:54:59;0;2021/4/7 17:54:59;0;2021/4/7 17:54:59;0;2021/4/7 17:54:59;0;;
