value0,value1,value2,value3,20210417-175400-strand2,20210417-175400-strand1,20210401-220000-strand1,20210401-220000-strand2
13.40089321,11.08720875,10.51868057,11.24944878,13.3760004,11.10100079,10.50900078,9.005000114
13.37521935,11.11007214,10.51561356,11.32879734,13.3760004,11.1060009,10.50900078,9.006000519
13.37913036,11.11908913,10.53303623,11.29195404,13.37700081,11.11800098,10.52400017,9.005000114
13.37715435,11.15806007,11.60373306,11.24217987,13.37700081,11.15200043,11.60000038,9.005000114
13.38332367,11.57993698,11.60922909,11.60079002,13.38500023,11.5720005,11.60000038,9.005000114
14.12726402,11.57884979,11.60601616,11.74939156,14.11700058,11.57700062,11.60000038,9.005000114
14.11441994,11.68102837,11.60620213,11.83897114,14.11300087,11.67300034,11.59900093,9.004000664
14.12081623,11.78844643,11.60855389,11.89888954,14.11200047,11.78700066,11.59800053,9.004000664
14.94031429,11.77726173,11.2491045,12.08042145,14.91900063,11.79000092,11.24100018,9.004000664
14.93238354,11.79144478,10.46040058,12.20568752,14.91900063,11.79000092,10.45600033,9.004000664
14.94095898,11.77843857,10.5583477,12.14525127,14.91800117,11.78700066,10.54800034,9.005000114
14.93280315,11.78990459,10.58171272,12.15734291,14.91900063,11.79200077,10.57000065,9.004000664
14.88535023,11.8847065,10.60733795,12.22303486,14.91900063,11.83200073,10.59400082,9.11700058
14.93998909,11.90516949,10.59806252,12.28782654,14.91800117,11.91600037,10.59500027,9.116000175
14.92391872,11.96798038,10.59904861,12.32738495,14.91800117,11.96200085,10.59500027,9.167000771
14.94702911,13.20885849,10.6110363,13.36533642,14.91800117,13.22700024,10.59500027,9.369000435
14.92529583,13.235816,10.60927677,13.39673328,14.91700077,13.2300005,10.59400082,9.751000404
14.92830467,13.23534393,10.60732365,13.45615005,14.91700077,13.23600101,10.59400082,9.749000549
14.91781044,13.25072193,10.60973835,13.45450687,14.91700077,13.23800087,10.59400082,9.749000549
14.92735672,13.79261017,10.60989285,13.8699007,14.91700077,13.7840004,10.59300041,9.747000694
14.91478062,14.19136333,10.61039829,14.2794466,14.91700077,14.17100048,10.59300041,9.747000694
14.92932034,14.1783638,10.61141586,14.21347427,14.91900063,14.16800022,10.59300041,9.747000694
15.57151794,14.23048401,10.61073112,14.46878052,15.61600113,14.16800022,10.59300041,9.747000694
15.61337662,14.17782307,10.60606575,14.42001724,15.61600113,14.1600008,10.59200096,9.747000694
15.62050819,14.04303169,10.53728294,14.23565483,15.61600113,14.02700043,10.52000046,9.885000229
15.62003803,13.93817616,10.53180885,14.14336205,15.61600113,13.92800045,10.51100063,10.80200005
15.60757065,13.95018196,10.52070618,14.14821815,15.61600113,13.92800045,10.49600029,10.77800083
15.61945057,13.93259907,10.43094635,14.17041969,15.61600113,13.92400074,10.41200066,10.75800037
16.04815102,13.71887875,10.50987434,14.08824921,16.05600166,13.69200039,10.50000095,10.6970005
16.07927322,13.68384552,10.69657516,13.99230289,16.06100082,13.68100071,10.68200016,10.64400005
16.07219887,13.69107342,10.9260807,14.02768135,16.06100082,13.68800068,10.9090004,10.6430006
16.07714272,13.4397049,10.92030048,13.85046959,16.06100082,13.45000076,10.9100008,10.64500046
16.09532928,13.08815956,10.92481899,13.48444462,16.06200027,13.11100101,10.9100008,10.64400005
16.07917023,13.1381979,11.68674088,13.49474907,16.06200027,13.14100075,11.68300056,10.6430006
16.10549355,13.12498188,11.69273853,13.43125057,16.06300163,13.15700054,11.68300056,10.6420002
16.49698257,13.14644814,11.68135166,13.5450592,16.47200012,13.15500069,11.66800022,10.6430006
16.47835541,13.18361473,11.65612411,13.50523758,16.49000168,13.15400028,11.63800049,10.64400005
16.49268341,13.16922379,11.65428257,13.50020409,16.49100113,13.15200043,11.63800049,10.64800072
16.5138092,13.13879776,11.63459969,13.57269287,16.49200058,13.15200043,11.62200069,10.65200043
16.51631355,13.13994694,11.60416985,13.5868988,16.49100113,13.15200043,11.59800053,10.65200043
16.46634865,13.195261,11.57614708,13.6288929,16.49200058,13.15300083,11.56400013,10.65200043
16.52596664,13.13367462,11.56958389,13.53689384,16.49200058,13.15200043,11.55600071,10.65200043
16.46020889,13.20566654,11.57293034,13.55787563,16.49200058,13.15200043,11.55500031,10.75700092
16.18542671,13.50340462,11.58345222,13.80941486,16.49200058,13.15300083,11.55300045,11.32900047
16.4967556,13.17851925,11.56466675,13.59134769,16.49200058,13.16900063,11.55300045,11.32300091
16.50211334,13.21352673,11.56914997,13.61994362,16.49200058,13.20900059,11.55300045,11.30600071
16.50541496,13.2202301,11.57058907,13.59139538,16.49300003,13.21900082,11.55400085,11.25200081
16.51231956,13.21478653,11.56957722,13.5999918,16.49300003,13.22000027,11.55300045,10.11600018
16.50603294,13.25257683,11.57252789,13.58489323,16.49300003,13.24900055,11.55300045,10.12500095
16.50479698,15.05408287,11.57155991,15.20145702,16.49400139,15.04100037,11.55300045,10.2310009
16.5117836,15.03997326,11.57151604,15.1860714,16.50699997,15.03000069,11.55300045,10.61600018
16.53963852,15.01460838,11.56949902,15.20893574,16.5170002,15.02200031,11.55300045,10.61000061
16.60404396,15.00393677,11.56846046,15.20820618,16.59200096,15.00000095,11.55300045,10.6060009
17.21899223,15.0094862,11.5683403,15.37989902,17.21900177,14.9980011,11.55300045,10.6060009
17.23555756,14.97197151,11.56636715,15.32119083,17.21600151,14.97700024,11.55300045,10.60700035
17.2264576,14.94696712,11.20019341,15.30886459,17.21600151,14.94300079,11.177001,10.61000061
17.23584747,14.89925671,8.721378326,15.49194145,17.21600151,14.89800072,8.702000618,10.61200047
17.21084976,14.931283,8.085505486,15.61456585,17.21600151,14.89800072,8.071000099,10.60900021
17.23689079,14.89280987,8.094098091,15.51933575,17.21700096,14.88500118,8.070000648,10.61000061
17.23353767,14.89272213,8.098617554,15.53435898,17.21800041,14.88200092,8.078000069,10.60800076
17.23833656,14.88244915,8.099817276,15.50084114,17.22000122,14.87500095,8.078000069,10.6060009
17.2536087,14.86455822,6.69716835,15.67294216,17.22200012,14.86900043,6.68200016,10.6060009
17.23933601,15.17063332,6.711333275,15.89537525,17.22300148,15.15800095,6.68500042,10.6060009
17.30839729,16.41350937,6.766154289,16.98960495,17.29300117,16.40299988,6.736000538,10.6060009
17.33424187,16.40944481,6.757181644,17.05047417,17.31300163,16.4090004,6.736000538,10.60700035
17.35074997,16.43348312,6.91597414,17.04087067,17.35100174,16.40800095,6.889000416,10.57700062
17.63640594,16.39491081,6.909823895,17.05828857,17.59800148,16.40500069,6.888000488,10.39400005
17.60950279,16.41530228,6.877251625,17.09736633,17.59800148,16.40299988,6.850000381,10.26000023
17.75892258,16.41223526,6.968568802,17.09377098,17.74900055,16.39900017,6.941000462,10.26600075
17.85085869,16.32471466,6.96162653,17.04874611,17.7650013,16.3920002,6.941000462,10.26600075
17.85404396,16.36793518,6.807096481,17.05566025,17.81300163,16.38400078,6.781000137,10.26600075
18.93823814,16.4274559,6.540127277,17.38539886,18.93400002,16.40200043,6.517000198,10.26500034
20.12038422,16.91838837,6.734130859,17.97042656,20.09900093,16.90800095,6.701000214,10.26400089
20.05224609,17.68240356,7.484469414,18.55988503,20.05600166,17.64700127,7.452000141,10.26400089
19.97359657,17.65026665,7.937974453,18.51169968,19.94900131,17.6400013,7.914000511,10.26400089
19.86083412,17.63887405,7.941406727,18.45459557,19.83100128,17.63700104,7.914000511,10.26600075
19.84269142,17.62657547,7.943902969,18.50893974,19.81000137,17.63000107,7.922000408,10.2670002
19.79213524,17.62623405,7.944217682,18.48696709,19.79400063,17.60000038,7.921000481,10.2680006
19.76737022,17.65085602,7.952945709,18.46182823,19.79300117,17.60000038,7.922000408,10.2680006
19.81445694,17.60937691,7.947879314,18.4327507,19.79200172,17.59900093,7.922000408,10.28600025
19.80269241,17.62055397,7.953921318,18.39947701,19.79200172,17.60000038,7.923000336,10.29700089
19.80474472,17.61613464,8.101717949,18.438097,19.79200172,17.60100174,8.076000214,10.29500008
19.80511665,17.61581039,8.351726532,18.3623867,19.79200172,17.60000038,8.322999954,10.29500008
19.78252792,17.63946152,8.357997894,18.3665657,19.79200172,17.60200119,8.322999954,10.29500008
19.80103493,17.61873055,8.348022461,18.4245472,19.79200172,17.60400009,8.324000359,10.29500008
19.84300995,17.58335876,8.342525482,18.40070724,19.79300117,17.60300064,8.324000359,9.857000351
19.83083725,17.59828758,8.348156929,18.41461372,19.79700089,17.60900116,8.324000359,9.351000786
19.83440208,17.62670135,8.350148201,18.39277649,19.79700089,17.63600159,8.324000359,9.330000877
19.82069206,17.63838768,8.345817566,18.46170998,19.79700089,17.63400078,8.326000214,9.385000229
19.82176208,17.6419487,8.35258007,18.48809814,19.79800034,17.63700104,8.337000847,9.477000237
19.86506462,17.59469604,8.861373901,18.35160828,19.79800034,17.63700104,8.845000267,10.55900097
19.88132477,17.57769775,9.313370705,18.32865334,19.80200005,17.63300133,9.301000595,10.74200058
19.81200409,17.64868355,9.324993134,18.37468719,19.80200005,17.63199997,9.301000595,11.66900063
19.82167435,17.64456367,9.324333191,18.33926392,19.80400085,17.63600159,9.301000595,10.22400093
19.83234596,17.63448906,9.3248806,18.26743126,19.80600166,17.63300133,9.298000336,10.88800049
19.79764366,17.67145729,9.323820114,18.3401947,19.81200027,17.63000107,9.296000481,9.959000587
19.84983253,17.61627769,9.315074921,18.35997581,19.81500053,17.63100052,9.291000366,10.06300068
19.84248352,17.64039421,9.320083618,18.29070473,19.82500076,17.63000107,9.291000366,10.64400005
19.83411026,17.82107544,9.31192112,18.57706451,19.83600044,17.79800034,9.291000366,10.45200062
19.88862228,19.19366837,9.319974899,19.69637489,19.85000038,19.20400047,9.291000366,11.72600079
20.24102211,19.0225811,9.301667213,19.66618347,20.04000092,19.20900154,9.291000366,11.39500046
20.16156006,19.18356323,9.325249672,19.77326584,20.11200142,19.20900154,9.301000595,9.491000175
20.14894485,19.1981926,9.331336975,19.73814774,20.11400032,19.20500183,9.301000595,9.597000122
20.12814713,19.2231102,9.323048592,19.8452549,20.11900139,19.20400047,9.301000595,11.08400059
20.19819832,19.18628883,9.323581696,19.77936745,20.1570015,19.20100021,9.301000595,10.95900059
20.17328072,19.21256447,9.326872826,19.80011559,20.16100121,19.19900131,9.301000595,10.64600086
20.20173454,19.70530891,9.323279381,20.29117966,20.16400146,19.71800041,9.301000595,10.65500069
20.33874893,21.07559395,9.252887726,21.47606087,20.18700027,21.2140007,9.2310009,10.51400089
,,,,20.32300186,20.68800163,9.2310009,10.53200054
,,,,20.32500076,20.68800163,9.2310009,10.54600048
,,,,20.32600021,20.24200058,9.2310009,10.54200077
,,,,20.32500076,20.24700165,9.243000031,10.52800083
,,,,20.32600021,20.26800156,9.296000481,10.33100033
,,,,20.32600021,20.1970005,9.312000275,9.747000694
,,,,20.32700157,19.20800018,9.318000793,9.748000145
,,,,20.32800102,18.72300148,9.695000648,9.749000549
,,,,20.33000183,17.05800056,9.745000839,9.831000328
,,,,20.33000183,17.05700111,9.747000694,10.16700077
,,,,20.33000183,17.04700089,9.749000549,10.16400051
,,,,20.36500168,16.3560009,9.75,10.16300011
,,,,20.91700172,16.14400101,9.75,10.16100025
,,,,20.91700172,15.48800087,9.753000259,10.16200066
,,,,20.91800117,15.50200081,10.85400009,10.1600008
,,,,20.91800117,15.50200081,10.80300045,10.13400078
,,,,21.03300095,15.48600101,10.70300007,10.13000011
,,,,21.41300011,15.49200058,10.70300007,10.12900066
,,,,21.41400146,15.49500084,10.70200062,10.11100006
,,,,21.41600037,15.48900032,10.70200062,10.11200047
,,,,21.41700172,15.14200115,10.70200062,10.11700058
,,,,21.41800117,14.14400101,10.70200062,10.12500095
,,,,21.41800117,13.58500099,10.70200062,10.12400055
,,,,21.41900063,13.53200054,10.73200035,10.12400055
,,,,21.42500114,13.54200077,11.54800034,10.13100052
,,,,21.79800034,13.47000027,11.54100037,10.13300037
,,,,22.09400177,13.41800022,11.54100037,10.13500023
,,,,22.09600067,13.2670002,11.54100037,10.13600063
,,,,22.09600067,12.14900017,11.53600025,10.13700008
,,,,22.09700012,11.98300076,11.52500057,10.16900063
,,,,22.09800148,11.98300076,11.52500057,10.21700096
,,,,22.12600136,11.46900082,11.52000046,10.55800056
,,,,22.27400017,10.09600067,11.51200008,10.8210001
,,,,22.28000069,10.09600067,11.39600086,10.83000088
,,,,22.28100014,10.1050005,11.0350008,11.0350008
,,,,22.30800056,10.30600071,11.03300095,11.53300095
,,,,22.31600189,10.35400009,11.03300095,11.53000069
,,,,22.3220005,10.35100079,10.58200073,11.49700069
,,,,22.33000183,10.34500027,10.5890007,11.20700073
,,,,22.34300041,10.34500027,10.5890007,11.06300068
,,,,22.34400177,10.38700008,10.6760006,10.66100025
,,,,22.34400177,13.25700092,10.6760006,10.68100071
,,,,22.34500122,13.88400078,10.67500019,10.68200016
,,,,22.34500122,14.45400047,10.65400028,10.68100071
,,,,22.34500122,14.2130003,10.52100086,10.68000031
,,,,22.34500122,13.92800045,10.52900028,10.67700005
,,,,22.854002,13.91600037,10.52900028,10.67700005
,,,,22.86900139,13.72400093,10.52900028,10.6760006
,,,,22.86900139,13.72900105,10.50400066,10.6760006
,,,,22.86800194,13.75200081,10.50400066,10.67900085
,,,,22.86900139,15.51700115,10.08000088,10.6760006
,,,,22.86900139,15.51200104,10.11300087,10.66900063
,,,,22.86900139,15.28700066,10.11300087,10.66500092
,,,,22.86900139,15.18700027,10.11200047,10.66400051
,,,,22.86900139,15.09600067,10.11200047,10.6590004
,,,,22.87000084,14.84200096,10.11200047,10.66300011
,,,,22.86900139,14.81800079,10.07300091,10.66400051
,,,,22.86900139,14.81600094,10.07300091,10.67100048
,,,,22.86900139,14.82300091,9.847000122,10.67400074
,,,,22.86900139,14.92400074,9.849000931,10.6760006
,,,,22.86900139,14.9260006,9.849000931,10.67700005
,,,,22.86500168,14.92200089,9.849000931,10.67800045
,,,,22.81100082,14.92100048,9.849000931,10.67900085
,,,,22.53100014,14.92100048,9.851000786,10.73900032
,,,,22.54300117,14.91700077,9.852000237,10.81300068
,,,,22.54600143,14.90800095,9.852000237,11.03800011
,,,,22.54800034,15.90000057,10.33500004,11.02800083
,,,,22.54900169,16.24300003,10.33500004,11.02300072
,,,,22.54900169,16.01900101,10.50800037,11.02300072
,,,,22.54900169,15.95500088,10.50800037,11.02500057
,,,,22.54600143,15.91800117,10.61700058,11.12200069
,,,,22.54600143,15.89100075,10.61800003,11.50800037
,,,,22.54700089,15.92200089,10.61800003,11.51100063
,,,,22.54800034,16.94400024,10.61700058,11.50300026
,,,,22.54800034,16.08200073,10.61700058,11.5010004
,,,,22.54900169,16.06800079,10.61700058,11.50000095
,,,,22.55000114,15.96900082,10.61600018,11.49900055
,,,,22.5510006,15.97400093,10.61500072,11.49900055
,,,,22.4980011,17.19300079,11.31100082,11.49800014
,,,,22.14800072,17.64400101,11.31100082,11.49700069
,,,,21.54100037,17.64500046,10.70700073,11.49700069
,,,,21.54200172,17.64100075,10.63800049,11.49700069
,,,,21.58800125,19.10400009,10.63800049,11.49600029
,,,,21.61400032,19.00400162,10.38100052,11.49600029
,,,,21.63100052,18.08200073,10.38100052,11.49500084
,,,,21.63600159,17.72200012,10.66500092,11.49500084
,,,,21.63700104,16.82999992,10.25800037,11.49500084
,,,,21.63700104,16.22599983,10.47100067,10.97400093
,,,,21.63700104,16.23000145,10.54000092,10.77300072
,,,,21.63800049,16.23400116,10.54000092,10.86900043
,,,,21.6400013,16.24500084,10.49800014,11.23900032
,,,,21.64100075,16.26000023,10.69400024,11.23200035
,,,,21.64100075,16.26100159,10.69400024,11.2310009
,,,,21.64100075,16.26100159,10.80800056,11.19900036
,,,,21.64100075,16.26100159,10.80800056,10.78900051
,,,,21.64100075,16.26100159,10.55200005,10.79400063
,,,,21.6420002,17.58400154,10.49500084,10.79700089
,,,,21.64300156,17.57100105,10.49500084,10.79800034
,,,,21.64500046,17.55900002,10.75700092,10.79800034
,,,,21.64700127,17.52400017,10.66200066,10.80400085
,,,,21.64700127,17.51100159,10.75800037,10.81200027
,,,,21.64800072,17.55200005,10.75800037,10.81200027
,,,,21.64800072,18.72200012,10.51100063,10.81200027
,,,,21.64900017,18.71700096,10.54100037,10.81100082
,,,,21.64900017,18.69099998,10.54100037,10.81100082
,,,,21.65100098,18.63300133,10.74300098,10.81000042
,,,,21.73900032,18.62900162,10.62100029,10.81000042
,,,,21.74100113,18.63300133,10.4810009,10.81200027
,,,,21.76400185,18.63400078,10.93200016,10.81200027
,,,,21.94100189,18.63700104,10.60700035,10.86300087
,,,,21.94100189,18.6400013,10.60700035,10.87200069
,,,,21.94100189,18.64300156,10.31500053,10.87200069
,,,,21.94000053,18.9810009,10.31500053,10.87200069
,,,,21.94000053,19.4980011,10.5350008,10.87200069
,,,,21.94300079,19.41000175,10.5350008,10.87300014
,,,,21.99000168,19.35000038,10.79500008,11.16400051
,,,,21.99000168,19.35100174,10.63600063,11.48800087
,,,,21.99100113,19.35300064,10.63600063,11.43800068
,,,,21.99500084,19.35700035,10.26600075,11.44000053
,,,,21.99400139,19.36800003,10.26600075,11.44000053
,,,,21.9980011,19.3730011,10.59100056,11.44000053
,,,,21.99900055,19.51800156,10.31000042,11.44100094
,,,,22.00100136,20.49200058,10.31000042,11.44100094
,,,,22.00300026,20.4620018,10.08000088,11.44200039
,,,,22.00400162,20.42500114,10.08000088,11.44300079
,,,,22.00700188,19.97500038,10.15100002,11.44300079
,,,,22.00800133,19.42100143,9.975000381,11.44300079
,,,,22.00900078,19.42500114,9.975000381,11.44300079
,,,,22.00900078,19.44000053,10.22000027,11.44400024
,,,,22.0150013,19.82800102,9.890000343,11.44400024
,,,,22.01600075,19.87900162,9.890000343,11.44400024
,,,,22.0170002,20.06500053,10.10300064,11.44400024
,,,,22.01100159,20.31700134,10.10300064,11.44400024
,,,,21.63500023,20.43600082,10.00400066,11.44400024
,,,,21.59700012,20.49000168,10.00400066,11.44400024
,,,,21.83400154,20.38900185,9.998000145,11.44400024
,,,,21.84300041,18.81200027,9.998000145,11.44400024
,,,,21.84300041,18.8220005,10.29700089,11.44500065
,,,,21.94300079,18.83100128,10.29700089,11.44500065
,,,,22.04200172,18.82900047,10.06700039,11.4460001
,,,,22.07600021,18.82800102,10.06700039,11.44800091
,,,,22.0870018,18.77800179,10.2140007,11.70000076
,,,,22.08800125,18.98700142,10.2140007,11.69800091
,,,,22.08800125,20.02000046,10.3380003,11.69900036
,,,,22.08800125,20.0150013,10.08600044,11.69900036
,,,,22.0890007,20.01400185,10.22600079,11.69900036
,,,,22.21700096,20.01300049,9.903000832,11.70100021
,,,,22.55400085,20.01000023,9.903000832,11.70600033
,,,,22.55500031,19.99900055,10.16800022,11.70600033
,,,,22.55500031,19.9980011,10.04500008,11.70700073
,,,,22.55500031,19.99700165,10.1970005,11.70800018
,,,,22.55500031,19.99500084,10.28900051,11.85700035
,,,,22.55500031,19.99700165,10.28900051,11.95500088
,,,,22.55500031,20.10100174,10.22500038,11.95200062
,,,,22.55500031,20.70800018,10.22500038,11.95200062
,,,,22.55500031,20.6970005,10,11.95200062
,,,,22.55500031,20.69400024,10,11.95200062
,,,,22.55500031,20.68200111,10.33400059,11.95200062
,,,,22.55500031,20.65200043,10.15400028,11.95200062
,,,,22.55500031,20.62400055,10.10800076,11.95200062
,,,,22.55600166,20.59700012,10.14600086,11.95200062
