value0,value1,value2,value3,20210417-175400-strand2,20210417-175400-strand1,20210401-220000-strand1,20210401-220000-strand2
,,,,22.55600166,20.5700016,10.11400032,11.95200062
,,,,22.55500031,19.58500099,10.11400032,11.95200062
,,,,22.55600166,18.80800056,10.20400047,11.95100021
,,,,22.55600166,18.19400024,10.20400047,11.95100021
,,,,22.55600166,17.31400108,10.15700054,11.95200062
,,,,22.55500031,17.34600067,10.15700054,11.95100021
,,,,22.55600166,17.54000092,10.12400055,11.95100021
,,,,22.55600166,17.58800125,9.970000267,11.95200062
,,,,22.55600166,17.62100029,10.17400074,11.95100021
,,,,22.55500031,17.60800171,10.20400047,11.95100021
,,,,22.55500031,17.35100174,10.20400047,11.95100021
,,,,22.55500031,17.52500153,10.13700008,11.95100021
,,,,22.55500031,19.60500145,10.34500027,11.95100021
,,,,22.55500031,19.32800102,10.34500027,11.95100021
,,,,22.55500031,19.32900047,10.2130003,11.95200062
,,,,22.55500031,19.27200127,10.1260004,12.05800056
,,,,22.55500031,18.52500153,10.19400024,12.06100082
,,,,22.55500031,17.25500107,10.19900036,12.06000042
,,,,22.04100037,17.13899994,10.19900036,12.05700016
,,,,21.54700089,15.18800068,10.25000095,12.05600071
,,,,22.02800179,15.65100098,10.04900074,12.05600071
,,,,22.13800049,15.24400043,10.04900074,12.06000042
,,,,22.21700096,15.11000061,9.964000702,12.07000065
,,,,22.28100014,14.92900085,10.20300007,12.08300018
,,,,22.28600121,14.83100033,10.25200081,12.09100056
,,,,22.30900192,14.77500057,10.25200081,12.09300041
,,,,22.45800018,14.73300076,10.18900013,12.09400082
,,,,22.4620018,14.7480011,10.07900047,12.09400082
,,,,22.46300125,14.77600098,10.33500004,12.09300041
,,,,22.56000137,14.75800037,10.24500084,12.09200096
,,,,22.66000175,14.75600052,10.40500069,12.09100056
,,,,22.66100121,14.84500027,10.40500069,12.09100056
,,,,22.66200066,14.84400082,10.29800034,12.09300041
,,,,22.66200066,14.84100056,10.29800034,12.25400066
,,,,22.66300201,14.83600044,10.34200096,12.25500011
,,,,22.64600182,15.48700047,10.34200096,12.25700092
,,,,22.64400101,15.64600086,10.41500092,12.25700092
,,,,22.64400101,17.27400017,10.10300064,12.25800037
,,,,22.64400101,17.2650013,10.42500019,12.25800037
,,,,22.76200104,17.88300133,10.19000053,12.25700092
,,,,22.86400032,18.04900169,10.13800049,12.25700092
,,,,22.86400032,18.04700089,10.13800049,12.25600052
,,,,23.52400017,18.05400085,10.34600067,12.25600052
,,,,23.59200096,18.17000008,10.27600002,12.25600052
,,,,23.58400154,18.42900085,10.27600002,12.25600052
,,,,23.60500145,18.41300011,10.40000057,12.25700092
,,,,23.66000175,18.34200096,10.40000057,12.25700092
,,,,23.75900078,18.34300041,10.20800018,12.25700092
,,,,24.27600098,18.34400177,10.36400032,12.25700092
,,,,24.27700043,18.34700012,10.28200054,12.24900055
,,,,25.03600121,18.34600067,10.54300022,12.24600029
,,,,25.03600121,18.34600067,10.54300022,12.302001
,,,,24.86200142,18.34800148,10.53200054,12.35800076
,,,,24.85700035,16.98400116,10.30700016,12.35800076
,,,,24.68400192,17.06300163,10.44400024,12.3560009
,,,,24.80800056,16.84100151,10.29900074,12.35400105
,,,,25.3220005,16.23700142,10.29900074,12.35400105
,,,,25.36800194,17.48300171,10.55300045,12.77000046
,,,,25.62100029,17.43700027,10.51100063,13.61800098
,,,,25.66500092,17.43900108,10.44500065,12.93100071
,,,,25.72600174,17.50100136,10.44500065,13.41300106
,,,,25.72700119,17.49700165,10.62900066,12.56500053
,,,,25.72700119,17.49500084,10.62700081,12.2670002
,,,,25.72400093,17.95000076,10.5710001,11.89400101
,,,,25.68400192,18.18300056,10.5710001,11.68500042
,,,,24.58800125,17.93900108,10.68800068,11.23300076
,,,,24.59500122,18.17200089,10.36300087,11.22100067
,,,,24.49600029,18.2820015,10.58400059,11.26500034
,,,,23.99500084,18.18000031,10.58400059,11.98400021
,,,,24.02200127,18.54200172,10.38600063,11.59600067
,,,,24.06100082,18.70400047,10.76200008,12.02400017
,,,,24.06700134,18.88900185,10.76200008,11.39800072
,,,,24.0720005,18.38300133,10.63200092,11.44300079
,,,,24.0720005,18.94600105,10.93100071,12.02000046
,,,,24.07300186,18.90600014,10.92500019,12.52000046
,,,,24.07500076,18.70200157,10.47800064,11.84100056
,,,,24.07500076,18.50300026,10.47800064,12.24800014
,,,,24.07500076,19.21700096,10.74600029,12.27000046
,,,,24.06700134,19.11500168,10.66200066,11.83700085
,,,,23.59500122,19.37000084,10.77800083,12.37200069
,,,,23.45100021,18.99000168,11.0890007,11.84900093
,,,,23.52700043,19.63500023,11.0890007,11.9460001
,,,,23.59500122,19.0510006,10.8390007,11.8220005
,,,,23.57500076,19.94600105,10.94800091,11.83300018
,,,,23.16100121,19.55700111,10.94800091,11.88300037
,,,,23.16800117,20.34100151,10.75200081,11.86100101
,,,,23.17300034,19.2650013,10.62500095,11.90800095
,,,,23.17700195,20.10400009,10.65600014,12.14100075
,,,,23.17300034,19.29300117,10.72100067,11.82900047
,,,,23.17300034,20.31800079,11.07000065,12.17300034
,,,,23.17400169,19.71800041,11.22700024,12.00500011
,,,,23.17900085,19.68500137,11.22700024,12.12100029
,,,,23.18000031,18.97500038,11.02300072,12.60300064
,,,,23.18000031,19.61700058,10.92000008,12.69300079
,,,,23.20700073,18.8920002,11.0890007,12.33400059
,,,,23.23500061,19.34400177,11.05500031,12.53700066
,,,,23.23500061,18.67000008,10.97400093,12.67300034
,,,,23.23900032,19.75400162,11.0170002,12.70100021
,,,,23.23900032,18.23900032,11.04000092,12.92500019
,,,,23.23800087,19.22000122,11.03100014,13.38200092
,,,,23.23900032,18.67900085,11.03100014,13.71500111
,,,,23.24200058,19.43900108,11.32300091,13.50200081
,,,,23.24600029,18.79900169,10.47200012,13.32400036
,,,,23.25200081,19.36900139,11.1060009,12.53200054
,,,,23.25200081,18.9450016,11.34200096,12.36200047
,,,,23.25300026,19.56400108,11.52400017,12.82100105
,,,,23.25400162,18.88199997,11.42900085,12.93000031
,,,,23.69100189,19.20500183,11.17900085,12.64400101
,,,,23.94800186,18.78000069,11.17900085,12.45400047
,,,,23.94800186,19.35100174,11.29900074,12.45400047
,,,,23.94800186,19.06100082,11.31700039,13.35200024
,,,,23.94800186,19.6570015,11.31700039,13.04900074
,,,,23.94800186,19.12000084,11.28700066,12.72500038
,,,,24.07300186,19.43300056,11.44100094,12.7130003
,,,,25.22200203,19.25500107,11.58500099,12.802001
,,,,25.22000122,19.73300171,11.39500046,13.39800072
,,,,25.21900177,19.72700119,11.18800068,13.0350008
,,,,25.21900177,19.91900063,11.33000088,12.9090004
,,,,25.21900177,19.85500145,11.33000088,13.37100029
,,,,25.22000122,20.02300072,11.66300011,13.63700104
,,,,25.21900177,20.01100159,11.66300011,13.06100082
,,,,25.21900177,21.01900101,11.1050005,13.28700066
,,,,25.21900177,20.74900055,11.1050005,12.73600101
,,,,25.21800041,21.08100128,11.04900074,12.4810009
,,,,25.21700096,20.62400055,11.36900043,12.81300068
,,,,25.21600151,20.95500183,11.36900043,12.86000061
,,,,25.21500206,20.84000015,11.02300072,13.0010004
,,,,25.21000099,20.57400131,11.29900074,12.64500046
,,,,25.19400024,20.61000061,11.27000046,12.83300018
,,,,25.19400024,20.88300133,11.05900097,12.82000065
,,,,25.19400024,21.35300064,11.30300045,12.79700089
,,,,25.19400024,21.23300171,11.36800098,13.03000069
,,,,25.19400024,20.9640007,10.99000072,13.08300018
,,,,25.19400024,20.72200012,11.24000072,13.08300018
,,,,25.19300079,21.25200081,11.10200024,13.43900108
,,,,25.19300079,20.97400093,11.16200066,13.40600109
,,,,25.19300079,21.31900024,11.16200066,13.00400066
,,,,25.19300079,21.06000137,11.04800034,13.25300026
,,,,25.19200134,22.09100151,11.20700073,13.44600105
,,,,24.92500114,21.4450016,11.47300053,13.63700104
,,,,24.38000107,21.66800117,11.47300053,13.04300022
,,,,24.38100052,21.16300011,11.50700092,12.95400047
,,,,24.38200188,21.78500175,11.22600079,13.0180006
,,,,24.38300133,21.60700035,11.22600079,12.74300098
,,,,24.38700104,21.45300102,11.30000019,13.22100067
,,,,24.39100075,21.32800102,11.2140007,13.21800041
,,,,24.39100075,21.35900116,11.2140007,13.69400024
,,,,24.3900013,21.25300026,11.25400066,13.82300091
,,,,24.39100075,21.56800079,11.27100086,13.88000107
,,,,24.3900013,21.3920002,11.27100086,14.73800087
,,,,24.39100075,21.51200104,11.24700069,14.8730011
,,,,24.39100075,21.49000168,11.60900021,14.44600105
,,,,24.39300156,21.63700104,11.6420002,13.79800034
,,,,24.39300156,21.45100021,11.38200092,13.31400108
,,,,24.39400101,21.49400139,11.37800026,13.61000061
,,,,24.39400101,21.49500084,11.44100094,13.64800072
,,,,24.39700127,21.25200081,11.40800095,14.11000061
,,,,24.39800072,21.27800179,11.48200035,14.60800076
,,,,24.39800072,21.3390007,11.22100067,14.60800076
,,,,24.39900208,21.39300156,11.22100067,13.90000057
,,,,24.46100044,21.29000092,11.64400101,13.66100025
,,,,24.46300125,21.35300064,11.61400032,13.94400024
,,,,24.46300125,21.24500084,11.4460001,13.62700081
,,,,24.46300125,21.31800079,11.4100008,13.31100082
,,,,24.46300125,21.41900063,11.76200008,13.10800076
,,,,24.46300125,21.54000092,12.04400063,13.87900066
,,,,24.50900078,21.19100189,11.5340004,13.46900082
,,,,24.52700043,21.28300095,11.63700008,13.9640007
,,,,24.52800179,21.39700127,12.02700043,13.82000065
,,,,24.53600121,21.59000015,11.88300037,13.70900059
,,,,24.53900146,21.4070015,11.95700073,14.14900112
,,,,24.59500122,21.61500168,12.28900051,13.75600052
,,,,25.36300087,21.46900177,11.82400036,13.72000027
,,,,25.36400032,21.49500084,11.86700058,13.84600067
,,,,25.36400032,21.41000175,12.27500057,13.92200089
,,,,25.36400032,21.57400131,12.57100105,14.1970005
,,,,25.36400032,21.6590004,12.17500019,14.0340004
,,,,25.36400032,21.87700081,11.83500099,14.0340004
,,,,25.36400032,21.8730011,12.07800102,13.93200111
,,,,25.36400032,21.71800041,12.07800102,14.02500057
,,,,25.36400032,21.67300034,12.17200089,14.1970005
,,,,25.36300087,21.72100067,12.17200089,14.04400063
,,,,25.35800171,21.58100128,12.02400017,14.7140007
,,,,25.35800171,21.7480011,12.30000019,14.63200092
,,,,25.35700035,21.89700127,12.12700081,14.66900063
,,,,25.35700035,21.98500061,12.12700081,14.78200054
,,,,25.34400177,21.91000175,11.74400043,14.7310009
,,,,25.25200081,21.85900116,11.97200012,14.75300026
,,,,24.63100052,21.88700104,11.84300041,14.82900047
,,,,24.63100052,21.84200096,11.65400028,14.93600082
,,,,24.63100052,21.93700027,12.21700096,14.93600082
,,,,24.63100052,21.9470005,12.21700096,15.09000111
,,,,24.63100052,21.90000153,12.17000103,15.32300091
,,,,24.63100052,21.77100182,11.91100025,14.94500065
,,,,24.63100052,22.0530014,12.40500069,15.47100067
,,,,24.63200188,21.83500099,12.53600025,15.47100067
,,,,24.63200188,22.15000153,12.16400051,14.88100052
,,,,24.63200188,22.14100075,12.05600071,15.09100056
,,,,24.63200188,22.29400063,12.11400032,15.13300037
,,,,24.63800049,22.1780014,12.11400032,14.56700039
,,,,24.63800049,22.3370018,12.42800045,13.97500038
,,,,24.63700104,22.3220005,12.06200027,12.57400036
,,,,24.63800049,22.32500076,12.03900051,12.77000046
,,,,24.63800049,22.16700172,12.29200077,12.77000046
,,,,24.63700104,22.1420002,12.20300102,12.73500061
,,,,24.63800049,21.96300125,11.84200096,13.40100098
,,,,24.60300064,21.80500031,11.84200096,13.37800026
,,,,23.66800117,21.72600174,12.15700054,13.37800026
,,,,23.66800117,21.31900024,11.70900059,13.59000111
,,,,23.66800117,21.22300148,11.87300014,13.77900028
,,,,23.66800117,21.15400124,12.04100037,13.27900028
,,,,23.66800117,20.71900177,12.04100037,14.06200027
,,,,23.66800117,20.0340004,12.09100056,14.08300114
,,,,22.7480011,20.29000092,12.01500034,13.34600067
,,,,22.75400162,20.10000038,12.22300053,13.34600067
,,,,22.76100159,20.05600166,12.22300053,13.69500065
,,,,22.76000023,19.81500053,12.22800064,13.96600056
,,,,22.7650013,19.75900078,12.22800064,14.2140007
,,,,22.77900124,20.04300117,12.19500065,14.31900024
,,,,22.7820015,19.4980011,12.34400082,14.2680006
,,,,22.78500175,19.83600044,12.34400082,14.01500034
,,,,22.78500175,19.74700165,12.46100044,13.83600044
,,,,22.78500175,19.53300095,12.48600101,14.15600109
,,,,22.78500175,19.77500153,12.24200058,14.15600109
,,,,22.78500175,19.61400032,12.46600056,14.13500023
,,,,22.78500175,19.99100113,12.27400017,14.26000023
,,,,22.78600121,20.05000114,12.13600063,14.51400089
,,,,22.78800201,20.3030014,12.6970005,14.59200096
,,,,22.78800201,19.94300079,12.80900097,14.69000053
,,,,22.78900146,20.10900116,12.62100029,14.56900024
,,,,22.78900146,20.37800026,12.60400105,14.56900024
,,,,22.78900146,20.25900078,12.60400105,14.68600082
,,,,23.95300102,20.57100105,12.47700024,14.84100056
,,,,23.97100067,20.66400146,12.43000031,15.41500092
,,,,23.97100067,20.5340004,12.52700043,15.77400112
,,,,23.97100067,20.16400146,12.29700089,15.77400112
,,,,24.12000084,20.15600014,12.49800014,15.91100121
,,,,24.45200157,20.29100037,12.552001,13.91900063
,,,,24.45300102,19.97100067,12.33600044,14.69800091
,,,,24.4450016,20.00800133,12.33600044,14.69800091
,,,,24.4450016,19.91000175,12.94400024,15.07000065
,,,,24.4450016,19.69900131,12.70800018,14.51900101
,,,,24.4450016,19.7140007,12.70800018,14.67900085
,,,,24.4450016,19.82500076,12.49300098,14.93500042
,,,,24.4450016,19.85300064,12.66800022,14.93500042
,,,,24.4450016,19.63200188,12.80500031,15.39100075
,,,,24.4450016,19.43700027,12.59600067,15.39100075
,,,,24.4450016,19.46500015,12.68300056,15.49600029
,,,,24.4470005,19.26400185,12.62200069,15.30800056
,,,,24.45200157,19.37800026,12.42900085,15.43600082
,,,,24.58200073,19.40500069,12.42900085,15.39700031
,,,,24.58300209,19.1420002,12.69300079,15.39700031
,,,,24.58300209,19.28000069,12.5350008,14.73700047
,,,,24.58400154,19.42500114,12.75900078,14.85200024
,,,,24.69300079,19.50900078,12.66100025,14.85200024
,,,,25.06200027,19.31000137,12.79000092,15.23300076
,,,,25.06200027,19.14300156,12.79000092,14.62700081
,,,,25.06700134,19.38500023,12.91400051,14.62700081
,,,,25.07300186,19.22800064,12.6420002,14.54000092
,,,,25.07300186,19.54500008,12.54300022,14.54000092
,,,,25.07400131,19.56100082,12.80300045,14.34300041
,,,,25.18300056,19.84100151,12.60900021,14.6600008
,,,,25.52200127,19.88100052,12.63400078,14.6600008
,,,,25.52200127,19.90000153,12.88000107,14.6970005
,,,,25.52300072,19.77000046,13.16900063,15.23700047
,,,,25.44600105,19.92300034,12.78600025,15.23700047
,,,,24.54800034,19.91100121,12.66700077,15.34700108
,,,,24.73900032,19.91700172,13.17200089,15.12200069
,,,,25.22800064,19.93300056,12.84900093,15.60200119
,,,,25.27500153,20.22000122,12.85800076,14.90500069
,,,,25.27500153,20.2120018,13.03800106,14.90500069
,,,,25.27500153,20.46800041,12.92300034,15.22700119
,,,,25.27500153,20.5340004,13.04700089,15.302001
,,,,25.27400208,20.54300117,13.23700047,14.92200089
,,,,25.27500153,20.3370018,13.14100075,15.05900097
,,,,25.27500153,20.45100021,13.3560009,15.05900097
,,,,25.27600098,20.43600082,13.3560009,15.1050005
,,,,25.27600098,20.38300133,13.45800018,15.4640007
,,,,25.27600098,20.48700142,13.55900097,15.4640007
,,,,25.27600098,20.68700027,13.50400066,14.50600052
,,,,25.27300072,20.77100182,13.39800072,13.98300076
,,,,25.27000046,20.62700081,13.39800072,14.37400055
,,,,25.26800156,20.78800011,13.3010006,14.47300053
,,,,25.26800156,20.96800041,13.38100052,14.47300053
,,,,25.26700211,20.87700081,13.47800064,14.83400059
,,,,25.26700211,20.79600143,13.8390007,14.77700043
,,,,25.26700211,20.67700005,13.50200081,14.56600094
,,,,25.26700211,20.33300018,13.39700031,14.56600094
,,,,25.26700211,20.27800179,13.71200085,14.57900047
,,,,25.26700211,20.33500099,13.32400036,14.58400059
,,,,25.26600075,20.20300102,13.41100025,14.78000069
,,,,25.26600075,19.9450016,13.58200073,14.66100025
,,,,25.26600075,19.78300095,13.39800072,14.75400066
,,,,25.26600075,19.80200005,13.29000092,14.67400074
,,,,25.26700211,19.60100174,13.46600056,14.38400078
,,,,25.26600075,19.64600182,13.46600056,14.38400078
,,,,25.26600075,19.63400078,13.03600025,15.09800053
,,,,25.26600075,19.82800102,13.11400032,15.09800053
,,,,25.26600075,19.55500031,12.80300045,15.05700111
,,,,25.26600075,19.66200066,12.69000053,15.24700069
,,,,25.26600075,19.64800072,12.88100052,15.51500034
,,,,25.25800133,19.43900108,13.0010004,15.61000061
,,,,24.92100143,19.49700165,12.93000031,15.61000061
,,,,24.23800087,19.74500084,12.93000031,15.3010006
,,,,24.33400154,19.54700089,13.29400063,15.16500092
,,,,24.65200043,19.67700005,13.19900036,15.21800041
,,,,24.66600037,19.85200119,13.32900047,15.21800041
,,,,24.75900078,20.1570015,13.32900047,15.13100052
,,,,25.1060009,19.86400032,13.36200047,15.25800037
,,,,25.10500145,19.88400078,13.43200111,15.34900093
,,,,25.10500145,19.96500015,13.65500069,15.34900093
,,,,25.10500145,20.01600075,13.80600071,14.78700066
,,,,25.10500145,19.99000168,13.39900017,15.08000088
,,,,25.10500145,20.26300049,13.65800095,14.4100008
,,,,25.10500145,20.4470005,13.86500072,14.4100008
,,,,25.10200119,20.5700016,13.86500072,14.40700054
,,,,25.10000038,20.40400124,14.18700027,14.40700054
,,,,25.67000198,20.59700012,14.27600098,14.56400108
,,,,25.69200134,20.44900131,14.64000034,14.56400108
,,,,25.68600082,20.69000053,14.84900093,15.17200089
,,,,25.68600082,20.76300049,15.07900047,14.95600033
,,,,25.68400192,20.71600151,15.07900047,15.33300114
,,,,25.62100029,20.89600182,13.53000069,15.38300037
,,,,25.6400013,21.0700016,13.49600029,15.38300037
,,,,25.64200211,21.72000122,13.49600029,15.33300114
,,,,25.69100189,21.6780014,13.84900093,15.33300114
,,,,25.75200081,21.45800018,13.71000099,15.62200069
,,,,25.84800148,21.69200134,14.02500057,15.51000118
,,,,25.85000038,21.4640007,14.17800045,15.36500072
,,,,26.48300171,21.58600044,14.66900063,15.11200047
,,,,26.61900139,21.24500084,14.74700069,15.26900101
,,,,26.60800171,21.00600052,14.50800037,15.12800026
,,,,26.60500145,20.8560009,14.26200104,15.12800026
,,,,26.59100151,21.12700081,14.53900051,15.22500038
,,,,26.58800125,21.15200043,14.53900051,14.98200035
,,,,26.5870018,21.2840004,14.48400116,14.75000095
,,,,26.58500099,20.79600143,14.48400116,14.75000095
,,,,25.63700104,20.77600098,14.09900093,15.11100101
,,,,25.0700016,20.70200157,14.25500107,15.14400101
,,,,24.54400063,20.65200043,14.05300045,15.44000053
,,,,24.56200027,20.23300171,14.05300045,15.47700119
,,,,25.31400108,20.51900101,14.79000092,15.62900066
,,,,25.51900101,20.60800171,15.19500065,15.63400078
,,,,25.51900101,20.89400101,14.85300064,15.63400078
,,,,25.51900101,20.69300079,15.20100117,15.68200111
,,,,25.51900101,20.87500191,15.30400085,15.68200111
,,,,25.52000046,20.95300102,15.0720005,15.7480011
,,,,25.59600067,21.01400185,15.21800041,15.54800034
,,,,25.59500122,20.96500015,15.14400101,15.52400112
,,,,25.64600182,21.16500092,15.19500065,15.64900112
,,,,25.85100174,21.27700043,15.19500065,15.80000114
,,,,25.85100174,21.20500183,15.19500065,15.76600075
,,,,25.85100174,21.46600151,14.86700058,15.93800068
,,,,25.56300163,21.6230011,14.8550005,15.57000065
,,,,25.40400124,21.46000099,15.17100048,15.13800049
,,,,25.50200081,21.7840004,15.17100048,14.95400047
,,,,25.60100174,21.89900017,15.34200096,14.90300083
,,,,25.60200119,22.47000122,15.55800056,14.90300083
,,,,25.60200119,22.31800079,15.60400105,15.25800037
,,,,25.60200119,22.23500061,15.3560009,14.75400066
,,,,25.60200119,22.27000046,15.36200047,15.05600071
,,,,25.60200119,22.18700027,15.14800072,15.05600071
,,,,25.60200119,22.13900185,15.37700081,14.72100067
,,,,25.60200119,22.26600075,15.0880003,14.72100067
,,,,25.60200119,21.56300163,15.0880003,15.26500034
,,,,25.6760006,21.84700012,14.99700069,15.08100033
,,,,25.81300163,21.84200096,14.79900074,14.82000065
,,,,25.91900063,21.75500107,15.04900074,14.66200066
,,,,26.6760006,21.90600014,15.30600071,14.66200066
,,,,26.53000069,21.84000015,15.47000027,15.09200096
,,,,26.37400055,21.75600052,14.98200035,15.06200027
,,,,26.17300034,21.93700027,15.09000111,15.26000118
,,,,25.79200172,21.91400146,15.33400059,15.07500076
,,,,25.88300133,21.97200012,15.01100063,15.08000088
,,,,25.42500114,21.80700111,15.19100094,15.26300049
,,,,25.70800209,21.63700104,15.18500042,15.51400089
,,,,24.51800156,21.50600052,15.34100056,15.38800049
,,,,25.16000175,21.34800148,15.00300026,15.65100098
,,,,24.98000145,21.53500175,15.05000114,15.65100098
,,,,24.95800209,21.58200073,15.05000114,15.54300117
,,,,24.93500137,21.59000015,14.74200058,15.65300083
,,,,25.06700134,21.71100044,15.12700081,15.8390007
,,,,23.5170002,21.76900101,14.7310009,15.93900108
,,,,23.09700203,21.82600021,15.22000027,16.1570015
,,,,22.9470005,22.02000046,15.1430006,15.76500034
,,,,23.2650013,21.44400024,15.12500095,16.82600021
,,,,23.0320015,21.39800072,15.37800026,15.93500042
,,,,23.38000107,21.34300041,15.21500111,15.93500042
,,,,23.5150013,21.38900185,15.35800076,15.25900078
,,,,24.68200111,21.18200111,15.45500088,15.16200066
,,,,24.02600098,21.36800194,15.26600075,15.16200066
,,,,24.51200104,20.93800163,15.34900093,15.07500076
,,,,24.43200111,21.1570015,15.51700115,16.46700096
,,,,24.47800064,21.2120018,15.23600101,15.36600113
,,,,24.49500084,21.23700142,15.1230011,16.13899994
,,,,24.51600075,21.18100166,15.3220005,15.58300114
,,,,24.55200195,21.44100189,15.27700043,16.11500168
,,,,25.17500114,21.43000031,15.54600048,15.51000118
,,,,25.07800102,21.36200142,15.82300091,15.51000118
,,,,25.30600166,21.50400162,15.99400043,15.44500065
,,,,24.64200211,21.56300163,15.77900028,15.44500065
,,,,25.30400085,21.5530014,15.62800121,16.09100151
,,,,25.09800148,21.60200119,15.92800045,15.89100075
,,,,25.11300087,21.69100189,15.76500034,16.08200073
,,,,24.76000023,21.6420002,15.72000122,15.72700119
,,,,25.33600044,21.78000069,15.8190012,16.00300026
,,,,24.94600105,21.91400146,15.87200069,16.00300026
,,,,25.35300064,21.96000099,15.99400043,16.02099991
,,,,25.23200035,22.19400024,15.84300041,15.99400043
,,,,25.45900154,22.31300163,16.07500076,15.92400074
,,,,24.69600105,22.34000015,15.60800076,16.06100082
,,,,25.36600113,22.88100052,15.37700081,15.58100033
,,,,25.01800156,22.77500153,15.77600098,15.53100109
,,,,25.12400055,22.44800186,15.64900112,15.73700047
,,,,24.74900055,22.84300041,15.12400055,15.65600109
,,,,25.25800133,22.63700104,15.17400074,15.65600109
,,,,25.37000084,22.84500122,15.34800053,15.63600063
,,,,25.55200195,23.08400154,15.14500046,15.68700027
,,,,25.21100044,22.95600128,15.42200089,15.64900112
,,,,25.37400055,22.71900177,15.46600056,15.94300079
,,,,25.26400185,22.77500153,15.29700089,16.04500008
,,,,25.58200073,22.4450016,15.50000095,16.18000031
,,,,25.18400192,22.91700172,15.64400101,15.89900112
,,,,25.30800056,23.0170002,15.47000027,16.15299988
,,,,24.97500038,23.00300026,15.89500046,16.27400017
,,,,24.66900063,22.54000092,15.96700096,16.22500038
,,,,22.59800148,22.13700104,15.97300053,16.44799995
,,,,22.16500092,21.38700104,16.20400047,16.44000053
,,,,21.53500175,21.41300011,16.01100159,16.22700119
,,,,21.59100151,21.12700081,15.94600105,16.20700073
,,,,21.76000023,21.22900009,15.46100044,15.99100113
,,,,21.7480011,21.68100166,15.56500053,16.43200111
,,,,21.87800026,21.70300102,15.53100109,16.43200111
,,,,21.92300034,21.66000175,15.54900074,16.13500023
,,,,22.1570015,21.72600174,15.32900047,16.43600082
,,,,21.44300079,21.59700012,15.23300076,15.91300106
,,,,21.88000107,21.64500046,15.23300076,15.91300106
,,,,21.95000076,21.77800179,15.7310009,15.74000072
,,,,21.98000145,21.78900146,15.60000038,15.74000072
,,,,21.93200111,22.07700157,15.59500027,15.3930006
,,,,22.1230011,22.02800179,15.7510004,15.3930006
,,,,21.88200188,22.13800049,15.44800091,15.49700069
,,,,22.11900139,22.34900093,15.48900032,15.78900051
,,,,22.27800179,22.52500153,15.67800045,15.52900028
,,,,22.45900154,22.59000015,15.63300037,15.46600056
,,,,22.00200081,22.82100105,15.63300037,15.65700054
,,,,22.61100197,22.70200157,15.93300056,15.6590004
,,,,22.15300179,22.62900162,15.93900108,15.6590004
,,,,22.48800087,22.27100182,15.91500092,15.83700085
,,,,22.20300102,22.00200081,16.0150013,16.10400009
,,,,22.78300095,21.98400116,16.06800079,15.74600029
,,,,22.00900078,22.00700188,16.16500092,15.9440012
,,,,23.21800041,21.86500168,16.25300026,15.9440012
,,,,22.62800026,21.84500122,16.31000137,15.65600109
,,,,23.0700016,21.78100014,16.30200005,15.88700104
,,,,22.45000076,21.80200195,16.58100128,16.08200073
,,,,23.21100044,21.59000015,16.69600105,16.53600121
,,,,22.59800148,21.71600151,16.48300171,16.20100021
,,,,23.35700035,21.81500053,16.48300171,16.30500031
,,,,22.88000107,21.94100189,16.41600037,16.35099983
,,,,23.18900108,21.86800194,16.20300102,16.94600105
,,,,23.15500069,22.03300095,16.54800034,16.56900024
,,,,23.48500061,21.91800117,16.08400154,16.74600029
,,,,23.18200111,21.8900013,16.18200111,16.85000038
,,,,23.54000092,21.80600166,16.1570015,17.74200058
,,,,23.32400131,21.98000145,15.93400097,17.33800125
,,,,23.9090004,21.88000107,16.20300102,16.81599998
,,,,23.49300194,22.04000092,16.00600052,16.81599998
,,,,23.96500206,21.91900063,16.2840004,16.3030014
,,,,23.4620018,21.9280014,16.2840004,16.38800049
,,,,24.08400154,21.65000153,16.0320015,16.12700081
,,,,24.11600113,21.8030014,16.0320015,16.44099998
,,,,23.87700081,21.96100044,16.00900078,16.96600151
,,,,23.62100029,22.00100136,16.00900078,16.83699989
,,,,24.08400154,21.8220005,16.22300148,17.35200119
,,,,24.04700089,21.84400177,16.34600067,16.64400101
,,,,23.97400093,21.81400108,16.36600113,17.62000084
,,,,23.93500137,21.6780014,16.45900154,17.61400032
,,,,24.18500137,21.5510006,16.50400162,16.56500053
,,,,24.10700035,21.6060009,16.18300056,16.48700142
,,,,24.05700111,21.59500122,16.49700165,15.58100033
,,,,24.19800186,21.44000053,16.62000084,16.4280014
,,,,24.00300026,21.45500183,16.49000168,15.82000065
,,,,24.1760006,21.55500031,16.7140007,16.24700165
,,,,24.83200073,21.41600037,16.7140007,16.91500092
,,,,24.7480011,21.38300133,17.14900017,16.74100113
,,,,23.94300079,21.59400177,16.80500031,17.28800011
,,,,24.41800117,21.6590004,17.02200127,17.11000061
,,,,24.42200089,21.67400169,16.79700089,17.32400131
,,,,24.67900085,21.68300056,16.79700089,16.92400169
,,,,24.31900024,21.8200016,16.51399994,17.20000076
,,,,24.95500183,21.82600021,16.58600044,17.06900024
,,,,23.8370018,22.07700157,16.875,17.29500008
,,,,23.87600136,22.27900124,16.42700005,17.23900032
,,,,23.7670002,22.16600037,16.47200012,17.23900032
,,,,24.60100174,22.27400017,16.70900154,17.19000053
,,,,24.52900124,22.00800133,16.73600006,17.20100021
,,,,24.06400108,22.09300041,16.6970005,17.39800072
