LV_TRG#2 Time,STP_POS#2 ValueY,STP_POS#1 ValueY,STP_POS#1 ValueY,STP_POS#2 ValueY,STP_POS#2 ValueY,STP_POS#2 ValueY
901,23.34000206,22.09400177,17.02200127,16.99200058,20.64900017,22.57700157
902,24.11000061,21.90500069,16.79700089,17.0700016,20.54300117,22.60200119
903,23.27700043,21.86700058,16.79700089,16.75699997,20.51000023,22.48800087
904,24.29100037,22.02600098,16.51399994,16.68600082,20.58000183,22.5150013
905,23.5320015,22.17100143,16.58600044,16.50800133,20.7310009,22.66900253
906,24.3560009,22.17000198,16.875,16.72500038,20.52600098,22.60900116
907,23.65800095,22.08500099,16.42700005,16.85300064,20.50700188,22.52800179
908,24.14400101,22.14300156,16.47200012,16.53600121,20.51400185,22.50400162
909,23.57100105,22.00400162,16.70900154,16.82999992,20.46900177,22.54400253
910,24.62500191,21.96800041,16.73600006,16.95700073,20.41100121,22.46400261
911,23.27600098,21.93800163,16.6970005,17.04700089,20.44400024,22.42000198
912,24.41900063,21.93400192,16.77200127,17.38700104,20.41300011,22.48500252
913,23.81800079,21.77000046,16.6420002,17.15800095,20.59900093,22.55900192
914,24.48000145,21.76000023,16.6420002,17.47200012,20.52000046,22.46800232
915,23.86500168,21.97200012,16.73500061,17.06300163,20.70500183,22.58300209
916,24.62800026,21.95700073,16.88700104,17.41200066,20.61200142,22.4090023
917,24.07400131,21.77600098,16.63800049,17.13500023,20.84700012,22.56400108
918,24.71900177,21.61400032,16.75,17.11000061,20.53000069,22.44100189
919,24.38500023,21.56000137,16.64100075,16.95200157,20.71100044,22.62800217
920,24.94300079,21.45000076,16.45800018,16.8390007,20.68600082,22.48200226
921,24.24300194,21.3200016,16.7480011,17.02200127,20.68800163,22.52700233
922,24.68300056,21.65400124,16.67700005,17.19900131,20.60100174,22.47800255
923,24.21700096,21.47700119,16.62900162,17.33300018,20.68100166,22.39700127
924,24.77200127,21.59300041,16.72500038,17.55900002,20.57400131,22.34100151
925,24.4260006,21.51800156,16.72500038,17.30400085,20.61900139,22.25900078
926,24.96600151,21.64500046,16.62100029,17.83100128,20.64500046,22.40500259
927,24.72500038,21.49500084,16.71199989,17.74200058,20.50600052,22.31500244
928,24.62100029,21.61700058,16.57500076,17.51000023,20.44400024,22.31000137
929,24.37900162,21.77700043,16.47900009,17.50300026,20.56600189,22.42700195
930,24.56700134,21.8010006,16.34300041,17.20800018,20.49000168,22.53500175
931,24.39700127,21.71100044,16.58699989,17.41700172,20.53500175,22.64200211
932,23.93000031,21.83100128,16.65400124,16.69200134,20.6590004,22.64500237
933,24.21000099,22.0170002,16.62000084,16.44799995,20.75900078,22.58900261
934,24.33800125,22.0170002,16.41200066,16.58500099,20.66900063,22.68300247
935,24.40600204,22.09400177,16.6760006,16.57700157,20.78700066,22.60300255
936,23.84600067,22.23000145,16.58100128,16.52600098,20.69100189,22.6380024
937,24.36300087,22.35500145,16.6970005,16.4980011,20.95500183,22.47500229
938,24.229002,22.33400154,16.29400063,16.36400032,20.87000084,22.58400154
939,24.29800034,22.2840004,15.71000099,16.28700066,20.95600128,22.62700081
940,24.11800194,22.2820015,16.04000092,16.41900063,20.84800148,22.59200096
941,24.74300194,22.40100098,15.65600109,16.41900063,21.01000023,22.61000252
942,24.17200089,22.35500145,15.61100101,16.84200096,20.98400116,22.49700165
943,24.49000168,22.40300179,15.99500084,17.52900124,20.99900055,22.61200142
944,24.37200165,22.41100121,15.78200054,16.94099998,21.06900024,22.6780014
945,24.82500076,22.45400047,16.11800003,17.47300148,20.91900063,22.67100143
946,24.21300125,22.55200195,15.94200039,16.76900101,20.78700066,22.71300125
947,24.73400116,22.479002,15.84900093,17.69799995,20.89900017,22.8200016
948,24.33100128,22.13200188,15.7310009,16.87100029,20.85000038,22.8200016
949,24.5720005,22.02900124,16.01800156,16.99300003,21.09900093,22.70600128
950,24.16500092,22.0890007,16.32900047,16.64300156,21.09600067,22.88000107
951,24.59500122,22.10700035,16.26900101,16.65299988,21.04500008,22.8730011
952,24.12700081,22.03300095,16.10000038,16.03499985,20.96500015,22.85700226
953,24.59800148,21.95900154,16.17200089,15.84200096,20.74000168,22.81700134
954,24.26900101,22.08400154,16.21899986,15.99300098,20.84600067,22.6230011
955,24.74500084,22.06400108,16.38199997,15.79900074,20.7120018,22.7650013
956,24.57900047,22.09600067,16.40500069,16.07600021,21.00900078,22.82400131
957,24.69800186,22.38600159,16.41300011,16.07900047,20.81400108,23.0320015
958,24.55000114,22.38400078,16.55400085,16.71500015,20.74300194,23.0150013
959,24.60500145,22.35700035,16.36900139,16.65500069,20.58000183,23.09300232
960,24.37800026,22.34800148,16.40100098,16.49100113,20.6400013,23.1380024
961,24.55900192,22.43100166,16.69200134,16.94600105,20.61700058,23.0870018
962,24.63100052,22.45500183,16.6400013,16.41400146,20.77000046,23.11900139
963,24.54900169,22.67700195,17.03800011,16.63800049,20.63600159,23.08600235
964,24.57300186,22.51200104,17.03800011,16.65999985,20.78600121,23.23400116
965,24.43200111,22.53000069,17.10900116,16.9280014,20.46500015,23.04000092
966,24.27200127,22.30900192,17.27900124,16.4980011,20.64800072,22.92100143
967,24.19200134,22.29600143,17.12800026,16.40000153,20.53600121,22.83400154
968,24.18800163,22.36900139,17.35000038,16.6230011,20.91700172,22.56500244
969,24.27500153,22.30200195,17.05900002,16.45200157,20.66100121,22.43400192
970,24.12800026,22.31100082,17.1420002,16.63199997,20.8900013,22.45000076
971,24.14300156,22.50800133,17.2140007,16.81100082,20.64300156,22.16400146
972,24.03300095,22.54200172,17.02900124,16.84200096,20.70400047,22.50900078
973,24.13400078,22.61100197,17.19000053,17.17700005,20.55800056,22.50100136
974,23.93700027,22.59200096,17.2310009,17.35000038,20.84400177,22.83200264
975,23.92900085,22.62800026,17.2310009,17.80000114,20.91400146,22.94900131
976,24.34200096,22.36600113,17.2310009,17.65300179,21.03500175,23.19400215
977,24.46900177,22.24900055,17.18600082,17.81900024,20.85200119,23.00400162
978,24.26700211,22.33200073,17.52200127,17.7820015,21.02300072,23.00100136
979,24.40400124,22.2820015,17.18200111,17.87900162,20.81700134,23.00900269
980,24.6400013,22.22400093,17.34400177,17.5170002,20.84900093,22.99200249
981,24.59900093,22.15400124,17.30800056,17.45600128,20.53900146,22.97500229
982,24.59100151,22.16300011,17.15600014,17.23300171,20.71800041,22.89100266
983,24.59500122,21.88300133,17.1950016,17.1400013,20.85400009,22.80400085
984,24.88700104,22.10800171,17.08800125,17.72700119,20.93800163,22.58200264
985,24.729002,22.14800072,17.28700066,18.59900093,20.78800011,22.59500122
986,24.70000076,21.94900131,17.09300041,18.3010006,20.78300095,22.61700249
987,24.69400024,21.90600014,17.05000114,18.60900116,20.69200134,22.63600159
988,24.8730011,21.93900108,17.4640007,18.39800072,20.78700066,22.65200233
989,24.81400108,22.08800125,17.39100075,18.5170002,20.8370018,22.75600243
990,24.604002,22.00000191,17.23000145,17.84600067,20.79000092,22.74100113
991,24.37800026,22.02900124,16.91900063,17.37400055,20.72700119,22.80000114
992,24.68900108,22.19200134,16.97100067,17.35100174,20.99200058,22.83100128
993,24.88500023,22.2820015,17.125,16.88300133,20.84500122,22.97100258
994,24.80700111,22.41300201,16.94300079,16.98000145,20.72000122,22.93500137
995,24.89500046,22.42100143,17.36100006,16.49300003,20.68900108,22.81800079
996,24.79400063,22.56100082,17.45000076,17.08200073,20.86400032,22.80600166
997,24.79200172,22.43900108,17.18500137,17.27000046,20.74600029,22.82100105
998,24.82400131,22.30000114,17.18300056,17.46199989,20.70700073,22.82600212
999,24.86300087,22.37000084,17.51399994,17.35400009,20.69800186,22.88700104
1000,24.90200043,22.38000107,17.7310009,17.49000168,20.74600029,22.89200211
1001,24.95100212,22.35200119,17.56300163,17.19000053,20.79000092,22.9070015
1002,24.77100182,22.42700195,17.66400146,17.16400146,20.76300049,23.0870018
1003,24.98900032,22.45500183,17.73300171,17.52300072,20.56000137,23.02100182
1004,25.11400032,22.2120018,17.39599991,17.5700016,20.6970005,22.89900208
1005,25.10000038,22.24700165,17.55200005,17.5170002,20.75000191,22.99300194
1006,25.18000031,22.14500046,17.35100174,17.54900169,20.96500015,23.1570015
1007,25.26200104,22.03700066,17.56200027,17.375,20.80400085,23.33200264
1008,25.25600052,21.88900185,17.4980011,17.80600166,20.89300156,23.24100113
1009,24.86300087,21.74600029,17.75300026,17.64400101,20.67900085,23.08100128
1010,24.71300125,21.74600029,18.01600075,17.66000175,20.79400063,23.01900101
1011,24.70700073,21.54700089,17.70000076,17.44000053,20.62900162,23.01900101
1012,24.88300133,21.68000031,17.82600021,17.58500099,20.59900093,22.9620018
1013,24.63800049,21.60100174,17.79100037,16.96800041,20.55900192,22.69800186
1014,24.11700058,21.62900162,17.41600037,17.04600143,20.6780014,22.72400093
1015,24.24900055,21.54500008,17.4980011,17.23900032,20.43300056,22.72800255
1016,24.05200195,21.67200089,17.83600044,17.50400162,20.64100075,22.69000244
1017,24.23800087,21.76900101,18.05800056,17.56700134,20.47700119,22.75000191
1018,24.45800209,21.68700027,18.0170002,17.97300148,20.58200073,22.81600189
1019,24.74000168,21.6060009,17.81000137,17.87800026,20.52500153,22.85700226
1020,24.4280014,21.88600159,17.44799995,17.67100143,20.81400108,22.86900139
1021,24.37700081,21.93200111,17.02900124,17.88400078,20.81000137,22.75200081
1022,24.44000053,21.95500183,16.56400108,17.56100082,20.97600174,22.76800156
1023,24.77300072,21.9470005,16.29900169,17.82999992,20.63300133,22.82300186
1024,24.45900154,22.10200119,16.63500023,17.48800087,20.51000023,22.75500107
1025,24.50600052,22.16000175,16.49400139,17.76000023,20.37600136,22.729002
1026,24.41000175,22.4450016,16.66600037,17.54100037,20.79600143,22.65400124
1027,24.60700035,22.48700142,16.89500046,17.64500046,20.57400131,22.7460022
1028,24.46000099,22.5890007,17.19600105,17.55800056,20.75100136,22.73900223
1029,24.40400124,22.55600166,17.05600166,17.70800018,20.59400177,22.76900101
1030,24.23600197,22.22400093,17.25300026,17.7140007,20.85700035,22.7480011
1031,24.46300125,22.34300041,17.72000122,17.76399994,20.64100075,22.78600121
1032,24.56700134,22.24000168,17.38199997,17.76300049,20.81700134,22.75300217
1033,24.46700096,22.45100021,17.38300133,17.78700066,20.63800049,22.64600182
1034,24.50300026,22.36100197,17.53100014,18.12200165,20.49600029,22.60800171
1035,24.72000122,22.27600098,17.32700157,18.20800018,20.36400032,22.5150013
1036,24.84100151,22.18800163,17.31200027,18.16200066,20.35000038,22.52600098
1037,24.71000099,22.0170002,17.43400002,18.51000023,20.27800179,22.46700096
1038,24.68800163,22.02900124,17.83100128,18.23700142,20.44100189,22.50100136
1039,24.76100159,21.85400009,17.62400055,18.3220005,20.45500183,22.41900253
1040,24.9620018,21.98700142,17.82900047,18.23600006,20.60200119,22.4450016
1041,24.8390007,22.03000069,17.82299995,18.04200172,20.59100151,22.5530014
1042,24.80800056,22.03500175,18.02600098,18.54600143,20.59100151,22.61600113
1043,25.09900093,21.94200134,18.13300133,18.1970005,20.65000153,22.7310009
1044,25.1230011,21.8560009,18.09100151,18.7480011,20.7140007,22.80800247
1045,24.56800079,22.08300018,18.32700157,18.6420002,20.81100082,22.77200127
1046,24.24600029,22.01400185,17.86100006,18.77400017,20.81100082,22.76100159
1047,24.46700096,22.12900162,18.19300079,18.84200096,21.02300072,22.82600212
1048,24.71100044,22.09800148,18.19099998,18.36300087,20.70100021,22.90200233
1049,24.68800163,22.16400146,18.64600182,18.89100075,20.7480011,22.76700211
1050,24.83800125,22.11700058,18.19300079,18.90000153,20.77700043,22.68600082
1051,24.63600159,22.29900169,17.62200165,18.91000175,20.94900131,22.77800179
1052,24.91200066,22.354002,17.82999992,18.71900177,21.01600075,22.76100159
1053,24.92400169,22.20700073,17.28600121,18.91900063,21.0320015,22.96900177
1054,24.9640007,22.32500076,17.60500145,18.81300163,20.93100166,22.86300087
1055,24.82100105,22.34500122,17.76300049,18.93600082,20.97000122,22.9070015
1056,25.08500099,22.36800194,18.06500053,19.14800072,20.9090004,22.8880024
1057,25.1060009,22.33800125,18.0890007,19.36900139,20.9640007,22.86400223
1058,25.18300056,22.25700188,18.08800125,20.35400009,20.95600128,22.604002
1059,24.86600113,22.37700081,18.24500084,20.57400131,20.95200157,22.72200203
1060,25.22500038,22.28000069,17.94900131,20.62400055,20.78300095,22.74400139
1061,25.09600067,22.32500076,17.98700142,20.0510006,20.92300034,22.82600212
1062,25.16800117,22.59800148,18.08100128,19.22200012,20.66900063,22.93500137
1063,24.98300171,22.61100197,18.29600143,19.35300064,20.67700005,22.95900154
1064,24.93700027,22.48200035,18.14800072,19.87800026,20.85800171,22.90800095
1065,25.14100075,22.3730011,18.3030014,19.4640007,21.01600075,23.27100182
1066,25.05700111,22.54700089,18.46900177,20.2140007,20.93800163,23.22300148
1067,25.1230011,22.5170002,17.81500053,19.61800003,20.93600082,23.1760025
1068,25.20800209,22.59100151,18.0700016,19.80600166,20.93700027,23.07100105
1069,25.55400085,22.81700134,17.99400139,19.48800087,20.9260006,23.06600189
1070,25.36800194,22.90800095,18.12700081,19.72900009,20.91200066,22.83400154
1071,25.33000183,22.92000198,18.53600121,19.66100121,20.93900108,22.91400146
1072,25.45200157,23.0340004,18.28000069,18.72000122,21.00900078,22.80200195
1073,25.8370018,23.18200111,18.38400078,19.29600143,20.98000145,22.7460022
1074,25.23600197,22.8920002,17.7650013,18.09300041,20.88000107,22.77100182
1075,25.09400177,22.87400055,18.41400146,19.49200058,20.72200012,22.8200016
1076,24.84900093,22.90200043,18.88900185,18.30800056,20.8370018,22.64700127
1077,24.89300156,22.98900032,18.96900177,19.31500053,20.70500183,22.729002
1078,24.86000061,22.80800056,18.84900093,17.66400146,20.84500122,22.73600197
1079,24.95500183,23.0340004,18.79500008,16.18300056,20.78300095,22.9090023
1080,24.89600182,23.06300163,18.71300125,17.21600151,20.77700043,22.83900261
1081,24.79700089,22.87200165,18.33400154,16.47200012,20.69600105,22.89700127
1082,24.74700165,22.63100052,18.21800041,17.6230011,20.82100105,22.86900139
1083,24.95200157,22.73700142,18.18300056,15.75600052,20.71800041,22.98500252
1084,24.85100174,22.75000191,18.23400116,16.81900024,20.65100098,22.84000206
1085,25.00000191,22.68800163,17.97300148,16.57500076,20.72300148,22.84300232
1086,25.08200073,22.91100121,18.20700073,16.85000038,20.76200104,22.95300102
1087,25.26400185,22.8390007,18.20700073,17.82400131,20.75400162,22.98600197
1088,24.8900013,22.77100182,18.14500046,16.34600067,20.70000076,23.22600174
1089,24.98900032,22.8370018,18.16200066,17.17400169,20.57400131,23.29600143
1090,25.14800072,22.76300049,18.34200096,15.45300102,20.66600037,23.31900215
1091,25.10100174,22.68500137,18.5890007,16.0720005,20.74300194,23.5510025
1092,25.0870018,22.54700089,18.82100105,16.36200142,20.90800095,23.32900238
1093,25.4070015,22.54800034,18.65500069,15.38300037,21.0530014,23.10800171
1094,25.39400101,22.68100166,19.17000008,16.69200134,21.01100159,23.1570015
1095,25.29900169,22.59100151,19.17000008,15.12800026,21.01400185,23.10500145
1096,25.41200066,22.42700195,18.94600105,16.22100067,20.88600159,23.22700119
1097,25.61800194,22.51400185,19.07500076,15.74900055,21.02700043,23.46100235
1098,25.49100113,22.42000198,18.84700012,16.34600067,20.85000038,23.44700241
1099,25.56700134,22.43900108,18.89600182,16.48700142,20.78700066,23.6780014
1100,25.54500198,22.42400169,18.42700005,16.22700119,20.79000092,23.70800209
1101,25.74500084,22.36700058,18.75500107,17.20300102,20.84300041,23.60100174
1102,25.71100044,22.21300125,18.75500107,15.98200035,20.96700096,23.42500114
1103,25.72400093,22.15800095,18.20100021,17.12800026,20.94900131,23.43400192
1104,25.49500084,21.95300102,18.17700005,15.77100086,20.94000053,23.38200188
1105,25.89200211,21.90000153,18.29900169,16.21199989,21.06600189,23.09900093
1106,25.88800049,21.8030014,18.53700066,16.0890007,21.01900101,23.14900208
1107,26.09200096,21.94900131,18.59600067,16.01200104,21.04500008,23.13900185
1108,26.05900192,21.88900185,18.70800018,16.55500031,21.01200104,22.97300148
1109,25.83500099,21.79200172,18.90200043,16.32600021,20.98200035,22.93700218
1110,26.08300209,21.75200081,18.84600067,17.16900063,20.94400024,22.8560009
1111,26.25100136,21.81200027,18.71500015,15.84300041,21.00300026,22.84500122
1112,26.12600136,21.93300056,18.86000061,17.88100052,20.93100166,23.21800232
1113,26.06700134,21.74900055,19.13600159,17.78600121,20.83600044,23.37700081
1114,26.2460022,21.81800079,18.72800064,17.55500031,20.91800117,23.39900208
1115,26.37800217,21.82800102,18.7140007,17.22100067,20.93000031,23.21400261
1116,26.35900116,21.98300171,19.36900139,16.7650013,21.00900078,22.80500221
1117,26.27500153,21.88700104,19.25500107,17.2820015,20.86800194,22.47300148
1118,26.35800171,22.07800102,19.31599998,16.50300026,20.82900047,22.79300117
1119,26.54700089,22.06200027,20.38500023,17.17200089,20.95800018,23.16600227
1120,26.39200211,22.31900024,20.06100082,16.60400009,20.80600166,23.35800171
1121,26.39600182,22.27700043,20.33000183,16.66900063,20.79500008,23.20200157
1122,26.11100197,22.41300201,19.36200142,16.78700066,20.84100151,22.80700111
1123,26.09000206,22.31800079,18.73600006,16.625,20.91200066,22.56400108
1124,25.99500084,22.4070015,18.22500038,17.3010006,20.82300186,22.94100189
1125,26.06200218,22.4450016,18.25100136,17.16100121,20.6970005,23.11900139
1126,25.93300056,22.49200058,18.73700142,18.01900101,20.90300179,23.25200081
1127,26.1970005,22.42000198,17.19200134,17.65000153,20.94400024,23.2650013
1128,25.98000145,22.3560009,17.45200157,17.74500084,20.98700142,23.31400108
1129,26.12900162,22.41700172,17.2140007,17.54600143,20.93700027,23.41900253
1130,26.22400093,22.38000107,17.28600121,17.19300079,21.01600075,23.27400208
1131,25.83300209,22.46600151,17.38899994,17.74900055,21.24300194,22.83200264
1132,25.40300179,22.47200012,17.52700043,17.63000107,21.13900185,23.00900269
1133,24.97500038,22.61200142,17.84000015,17.69600105,21.13000107,23.42400169
1134,24.7310009,22.46700096,18.28000069,17.23700142,21.27600098,23.49700165
1135,23.80800056,22.41400146,18.375,17.42300034,21.26900101,23.31500244
1136,23.83300018,22.52800179,17.6760006,17.45100021,21.16800117,23.54000092
1137,23.92000198,22.81000137,17.6400013,17.07100105,21.02800179,23.44600105
1138,24.13000107,22.59300041,16.92500114,17.59700012,20.93100166,23.29200172
1139,24.34500122,22.72400093,16.92500114,17.40200043,20.93700027,23.16200256
1140,24.78800201,22.70900154,17.32700157,17.47500038,20.78900146,22.82800102
1141,24.6570015,22.89500046,17.02600098,17.63199997,20.79300117,23.05200195
1142,24.22100067,22.75200081,17.98700142,18.11400032,20.57600021,23.51000214
1143,24.51700211,22.88300133,18.25,18.21300125,20.91000175,23.46600151
1144,24.40000153,22.9280014,18.40100098,18.10300064,20.97700119,23.22300148
1145,24.3030014,23.08500099,18.73600006,18.08500099,21.03700066,22.65000153
1146,24.30900192,23.00700188,18.44600105,18.03500175,21.19600105,22.97600174
1147,24.56600189,23.03100204,18.58100128,18.80200005,21.25300026,23.02200127
1148,25.13700104,22.90200043,18.08100128,18.23600006,21.14500046,22.76800156
1149,24.7820015,22.92500114,18.03300095,17.22800064,21.21800041,22.86800194
1150,24.81400108,23.08600044,17.75200081,16.88100052,21.14800072,23.02600098
1151,24.81400108,23.23300171,18.01300049,16.49500084,20.94400024,23.03700256
1152,24.62200165,23.19800186,18.07100105,16.59500122,21.15200043,22.8730011
1153,25.50500107,23.12100029,18.17200089,16.92300034,21.1400013,22.82900238
1154,25.13200188,23.14300156,18.20100021,16.91700172,21.18800163,22.58200264
1155,25.14100075,23.14500046,18.2480011,17.62600136,21.03600121,22.25400162
1156,24.98600197,23.12900162,18.20400047,17.59600067,20.96500015,22.36000252
1157,25.17400169,23.13000107,18.34800148,17.24600029,20.91200066,22.56500244
1158,24.87700081,23.22800064,18.19200134,17.56400108,20.64100075,22.47100258
1159,24.98900032,23.22700119,18.10100174,16.97800064,20.71600151,22.70000267
1160,25.00800133,23.18900108,18.13899994,17.52300072,20.94200134,22.71700096
1161,25.25800133,23.07600021,18.40200043,17.08300018,21.0150013,22.77000237
1162,25.35500145,23.33800125,18.19000053,16.75,20.97900009,22.97300148
1163,25.42700195,23.16800117,18.29000092,16.36900139,20.85200119,22.87200165
1164,25.33400154,23.3390007,18.3390007,16.53700066,20.87100029,22.86400223
1165,25.52700043,23.3370018,18.65000153,17.15000153,20.80600166,22.78100204
1166,25.77800179,23.66200066,18.41300011,17.31300163,20.95700073,23.00800133
1167,25.57300186,23.47000122,18.3370018,17.4090004,21.07400131,23.14100266
1168,25.51000214,23.50400162,18.45600128,17.03600121,21.13400078,23.1590023
1169,25.4280014,23.51800156,18.60400009,17.17100143,20.9470005,23.27600098
1170,25.62900162,23.48000145,18.60400009,17.43900108,20.9470005,23.52000237
1171,25.30000114,23.41800117,18.56900024,16.90800095,20.97700119,23.57800102
1172,25.26900101,23.58300018,18.62100029,16.90800095,21.01400185,23.44400215
1173,25.24200058,23.50100136,18.62100029,17.3390007,20.91000175,23.36300087
1174,25.104002,23.59200096,18.32800102,17.45200157,20.88700104,23.20300102
1175,25.00900078,23.93900108,18.32600021,17.31599998,20.89500046,23.16600227
1176,25.16900063,23.92700195,18.54300117,17.25400162,20.95000076,23.27600098
1177,25.00400162,23.75000191,18.49900055,17.42300034,20.86200142,23.40200233
1178,24.84900093,23.45900154,18.67400169,17.81500053,20.98800087,23.60500145
1179,24.62000084,23.31800079,18.82700157,17.44099998,21.12400055,23.78600121
1180,24.78000069,22.82400131,19.00100136,18.00699997,21.06500053,23.68200111
1181,24.74400139,21.74200058,19.24100113,18.05800056,20.99400139,23.88100243
1182,24.75700188,21.07100105,20.57700157,17.70800018,21.06400108,23.64600182
1183,24.6950016,21.05700111,20.17100143,18.02300072,20.96500015,23.42700195
1184,24.78100204,20.70100021,19.73800087,17.63500023,20.92000008,22.80200195
1185,24.50800133,20.78500175,18.34700012,18.1230011,20.91400146,22.64300156
1186,24.32600021,20.72000122,18.62800026,17.44000053,20.98300171,22.88400078
1187,23.96000099,21.15100098,18.21000099,17.68600082,20.80700111,22.9960022
1188,23.09200096,20.93200111,18.42700005,17.91400146,20.87000084,22.82800102
1189,22.88400078,21.09300041,18.48400116,17.75800133,21.00500107,22.84300232
1190,23.07900047,21.0340004,18.51600075,17.95800018,20.80500031,22.82900238
1191,23.38800049,21.61600113,19.10700035,18.16800117,20.85000038,22.73000145
1192,23.09700203,21.35900116,19.48300171,18.28600121,20.76200104,22.93400192
1193,23.29400063,21.6760006,19.33500099,18.0150013,21.03500175,22.90800095
1194,23.3030014,21.57600021,19.74900055,18.01200104,21.0150013,22.81100082
1195,23.29800034,22.01000023,19.39900017,18.21100044,20.93300056,22.89100266
1196,23.80400085,21.88600159,19.59600067,17.72800064,20.89700127,22.90500259
1197,23.84900093,21.68200111,20.03300095,17.71700096,20.7140007,22.81800079
1198,23.91400146,21.78100014,19.31599998,17.8390007,20.74000168,22.96900177
1199,23.54000092,21.87900162,19.31599998,18.06200027,20.80000114,23.14400101
1200,23.85300064,21.75600052,19.88200188,18.03300095,20.88700104,23.29400253
1201,23.94800186,21.52200127,19.5,17.87600136,20.89800072,23.25900269
1202,24.57700157,21.39300156,19.82500076,17.69200134,20.88200188,23.02300262
1203,24.45100021,21.31100082,19.24300003,17.52300072,20.91000175,22.47100258
1204,24.63300133,21.66900063,19.35900116,17.63600159,21.04400063,22.47200203
1205,24.7480011,21.6570015,19.47500038,17.66000175,21.14900017,22.58400154
1206,25.19600105,21.79200172,19.05800056,18.11200142,21.15400124,22.81500244
1207,24.56600189,21.82100105,19.00400162,17.98600006,21.07300186,22.80400085
1208,24.24200058,21.94400024,19.12100029,18.12100029,20.9280014,22.93400192
1209,24.02600098,21.94800186,19.2670002,17.93600082,20.92400169,22.85300255
1210,24.0320015,22.07300186,19.32100105,18.31800079,20.84900093,23.05400085
1211,24.09700203,21.80200195,19.32400131,17.85500145,20.72600174,23.02300262
1212,24.20000076,21.96600151,19.53100014,18.375,20.84600067,23.12700081
1213,24.00400162,21.93500137,19.79000092,18.26800156,20.77200127,22.86900139
1214,23.81000137,21.91500092,19.59900093,18.45800018,20.62700081,22.86600113
1215,23.9280014,21.93100166,19.45400047,18.66500092,20.62000084,22.83000183
1216,24.13800049,21.97800064,19.6590004,18.15300179,20.55600166,23.02400208
1217,23.96900177,21.98300171,19.22400093,18.40100098,20.62800026,22.88100243
1218,23.92100143,21.99300194,19.18700027,18.8920002,20.63100052,23.07100105
1219,23.94800186,22.12600136,19.1760006,20.03500175,20.59800148,23.05800247
1220,23.59100151,22.22700119,19.48500061,19.66600037,20.77100182,23.17000198
1221,23.6230011,22.46100044,19.04300117,18.34100151,20.90200043,23.37000084
1222,23.73500061,22.62800026,19.25100136,18.1230011,20.90200043,23.2630024
1223,23.8560009,22.68900108,19.13600159,18.51000023,20.98400116,22.82300186
1224,23.78100204,22.78800201,19.18300056,19.11900139,20.91400146,22.94400215
1225,23.6760006,22.89400101,19.48000145,19.28000069,21.02600098,22.79200172
1226,23.77300072,22.76600075,19.5530014,19.59100151,20.95200157,22.40400124
1227,23.89100075,22.75100136,19.63200188,19.19000053,21.06100082,21.97300148
1228,23.79200172,22.67700195,19.69900131,18.76000023,21.07600021,21.96300125
1229,24.00800133,22.68100166,19.84400177,18.76900101,21.08200073,22.13900185
1230,24.1060009,22.55400085,20.19900131,18.8900013,21.15500069,22.44900131
1231,24.30800056,22.3920002,19.7650013,19.76000023,21.16200066,22.5320015
1232,24.02800179,22.3920002,19.98600006,19.50200081,21.20000076,22.50600243
1233,24.14500046,22.39800072,20.17500114,19.70400047,21.19000053,22.68100166
1234,24.05200195,22.15200043,20.4620018,18.52900124,21.22000122,22.73800087
1235,24.50300026,22.03900146,21.67300034,17.92500114,21.24300194,22.77200127
1236,24.12100029,22.03500175,20.82700157,18.6060009,21.27800179,22.70000267
1237,24.25100136,21.98200035,21.16600037,18.47300148,21.19100189,22.61100197
1238,24.20300102,21.97700119,20.44900131,19.50800133,21.1570015,22.41800117
1239,24.09400177,21.99100113,20.61400032,18.81700134,21.16600037,22.47500229
1240,24.1400013,22.12400055,20.39400101,18.93100166,21.00700188,22.32900238
1241,24.33100128,22.19600105,20.52400017,19.02500153,20.96300125,22.31500244
1242,24.45900154,22.23300171,20.23000145,18.95300102,20.72800064,22.47700119
1243,24.45300102,22.35300064,19.63700104,19.06300163,20.7650013,22.43300247
1244,24.73300171,22.42300034,19.20300102,18.65000153,20.77800179,22.47600174
1245,24.8560009,22.32700157,18.8010006,18.77300072,20.75100136,22.45400238
1246,25.22400093,22.11100197,18.65600014,18.97400093,20.77700043,22.47300148
1247,24.95400047,21.85200119,18.32400131,18.63800049,20.75100136,22.30400085
1248,24.94800186,21.90800095,18.21600151,19.32400131,20.76400185,22.37200165
1249,25.08000183,21.66500092,18.56599998,19.1060009,21.05400085,22.32800102
1250,26.229002,21.76400185,18.74300003,19.1060009,21.24600029,22.34200096
1251,25.79000092,21.79300117,18.71800041,19.33000183,21.14300156,22.55200195
1252,25.52400208,21.95300102,18.90300179,19.49300003,20.99300194,22.52200127
1253,24.60200119,21.76300049,18.57500076,19.6400013,21.14600182,22.45500183
1254,24.57300186,21.76900101,17.90800095,19.78500175,21.21300125,22.49500084
1255,24.51000023,21.9280014,18.07600021,19.96600151,21.13700104,22.55500221
1256,25.17100143,22.06400108,18.4620018,20.44400024,20.85900116,22.56400108
1257,24.99900055,22.00200081,18.60500145,20.41300011,21.01400185,22.72800255
1258,24.70600128,22.09900093,18.41000175,19.17700005,20.82100105,22.76200104
1259,24.71300125,22.229002,18.85500145,19.47100067,20.80600166,22.88000107
1260,24.20200157,22.5340004,19.04200172,19.26100159,20.6950016,23.10900116
