LV_TRG#2 Time,STP_POS#2 ValueY,STP_POS#1 ValueY,STP_POS#1 ValueY,STP_POS#2 ValueY,STP_POS#2 ValueY,STP_POS#2 ValueY
153,14.91900063,13.15500069,11.24100018,9.885000229,14.38100052,14
154,15.61600113,13.15400028,10.45600033,10.80200005,14.38300037,14
155,15.61600113,13.15200043,10.54800034,10.77800083,14.38400078,14
156,15.61600113,13.15200043,10.57000065,10.75800037,14.38700104,14
157,15.61600113,13.15200043,10.59400082,10.6970005,14.39000034,14
158,15.61600113,13.15300083,10.59500027,10.64400005,14.39100075,14
159,15.61600113,13.15200043,10.59500027,10.6430006,14.39500046,14
160,16.05600166,13.15200043,10.59500027,10.64500046,14.39700031,14
161,16.06100082,13.15300083,10.59400082,10.64400005,14.40600109,14
162,16.06100082,13.16900063,10.59400082,10.6430006,14.41800022,14
163,16.06100082,13.20900059,10.59400082,10.6420002,16.04800034,14
164,16.06200027,13.21900082,10.59300041,10.6430006,16.125,14
165,16.06200027,13.22000027,10.59300041,10.64400005,16.125,14
166,16.06300163,13.24900055,10.59300041,10.64800072,16.12200165,14
167,16.47200012,15.04100037,10.59300041,10.65200043,16.08600044,14
168,16.49000168,15.03000069,10.59200096,10.65200043,15.87800121,14
169,16.49100113,15.02200031,10.52000046,10.65200043,15.87700081,14
170,16.49200058,15.00000095,10.51100063,10.65200043,15.8760004,14
171,16.49100113,14.9980011,10.49600029,10.75700092,15.87700081,14
172,16.49200058,14.97700024,10.41200066,11.32900047,15.87900066,14
173,16.49200058,14.94300079,10.50000095,11.32300091,15.88400078,14
174,16.49200058,14.89800072,10.68200016,11.30600071,15.88500118,14
175,16.49200058,14.89800072,10.9090004,11.25200081,15.88600063,14
176,16.49200058,14.88500118,10.9100008,10.11600018,15.88600063,14
177,16.49200058,14.88200092,10.9100008,10.12500095,15.88600063,14
178,16.49300003,14.87500095,11.68300056,10.2310009,16.57700157,14
179,16.49300003,14.86900043,11.68300056,10.61600018,16.67000008,14
180,16.49300003,15.15800095,11.66800022,10.61000061,16.66400146,14
181,16.49400139,16.40299988,11.63800049,10.6060009,16.66400146,14
182,16.50699997,16.4090004,11.63800049,10.6060009,16.60500145,14
183,16.5170002,16.40800095,11.62200069,10.60700035,16.44200134,14
184,16.59200096,16.40500069,11.59800053,10.61000061,16.42000008,14
185,17.21900177,16.40299988,11.56400013,10.61200047,16.42000008,14.35100079
186,17.21600151,16.39900017,11.55600071,10.60900021,16.41900063,15.0010004
187,17.21600151,16.3920002,11.55500031,10.61000061,16.41900063,15.0010004
188,17.21600151,16.38400078,11.55300045,10.60800076,16.42000008,15
189,17.21600151,16.40200043,11.55300045,10.6060009,16.43900108,15
190,17.21700096,16.90800095,11.55300045,10.6060009,16.44099998,15
191,17.21800041,17.64700127,11.55400085,10.6060009,16.44000053,15
192,17.22000122,17.6400013,11.55300045,10.6060009,16.44000053,15
193,17.22200012,17.63700104,11.55300045,10.60700035,16.44000053,15
194,17.22300148,17.63000107,11.55300045,10.57700062,16.44000053,15
195,17.29300117,17.60000038,11.55300045,10.39400005,16.44000053,15
196,17.31300163,17.60000038,11.55300045,10.26000023,16.44200134,15.25200081
197,17.35100174,17.59900093,11.55300045,10.26600075,16.44400024,16.00200081
198,17.59800148,17.60000038,11.55300045,10.26600075,16.44400024,16.00100136
199,17.59800148,17.60100174,11.55300045,10.26600075,16.46600151,16.00100136
200,17.74900055,17.60000038,11.177001,10.26500034,16.64100075,16.00000191
201,17.7650013,17.60200119,8.702000618,10.26400089,16.64500046,16.00000191
202,17.81300163,17.60400009,8.071000099,10.26400089,17.85800171,16.00000191
203,18.93400002,17.60300064,8.070000648,10.26400089,18.25200081,16.00000191
204,20.09900093,17.60900116,8.078000069,10.26600075,18.24100113,16.59200096
205,20.05600166,17.63600159,8.078000069,10.2670002,18.22400093,18.00000191
206,19.94900131,17.63400078,6.68200016,10.2680006,18.19000053,18.00100136
207,19.83100128,17.63700104,6.68500042,10.2680006,18.18900108,18.00100136
208,19.81000137,17.63700104,6.736000538,10.28600025,18.18800163,18.00000191
209,19.79400063,17.63300133,6.736000538,10.29700089,18.19099998,18.00000191
210,19.79300117,17.63199997,6.889000416,10.29500008,18.19400024,18.00000191
211,19.79200172,17.63600159,6.888000488,10.29500008,18.19400024,18.00000191
212,19.79200172,17.63300133,6.850000381,10.29500008,18.19300079,18.00000191
213,19.79200172,17.63000107,6.941000462,10.29500008,18.19300079,18.00000191
214,19.79200172,17.63100052,6.941000462,9.857000351,18.19200134,18.00000191
215,19.79200172,17.63000107,6.781000137,9.351000786,18.18800163,18.00000191
216,19.79200172,17.79800034,6.517000198,9.330000877,18.18900108,18.00000191
217,19.79300117,19.20400047,6.701000214,9.385000229,18.18800163,18.00000191
218,19.79700089,19.20900154,7.452000141,9.477000237,18.18800163,18.00000191
219,19.79700089,19.20900154,7.914000511,10.55900097,18.18800163,18.00000191
220,19.79700089,19.20500183,7.914000511,10.74200058,18.18800163,18.00000191
221,19.79800034,19.20400047,7.922000408,11.66900063,18.18500137,18.00000191
222,19.79800034,19.20100021,7.921000481,10.22400093,18.18400002,18.00000191
223,19.80200005,19.19900131,7.922000408,10.88800049,18.18400002,18.00000191
224,19.80200005,19.71800041,7.922000408,9.959000587,18.18300056,18.00000191
225,19.80400085,21.2140007,7.923000336,10.06300068,18.18300056,18.00000191
226,19.80600166,20.68800163,8.076000214,10.64400005,18.18300056,18.00000191
227,19.81200027,20.68800163,8.322999954,10.45200062,18.18300056,18.00000191
228,19.81500053,20.24200058,8.322999954,11.72600079,18.18200111,18.00000191
229,19.82500076,20.24700165,8.324000359,11.39500046,18.18200111,18.00000191
230,19.83600044,20.26800156,8.324000359,9.491000175,18.18200111,18.00000191
231,19.85000038,20.1970005,8.324000359,9.597000122,18.18300056,18.00000191
232,20.04000092,19.20800018,8.324000359,11.08400059,18.18300056,18.15500069
233,20.11200142,18.72300148,8.326000214,10.95900059,18.18300056,19.00100136
234,20.11400032,17.05800056,8.337000847,10.64600086,18.18300056,19.00100136
235,20.11900139,17.05700111,8.845000267,10.65500069,18.18200111,19.00100136
236,20.1570015,17.04700089,9.301000595,10.51400089,18.18200111,19.00000191
237,20.16100121,16.3560009,9.301000595,10.53200054,18.18200111,19.00000191
238,20.16400146,16.14400101,9.301000595,10.54600048,18.18200111,19.00000191
239,20.18700027,15.48800087,9.298000336,10.54200077,18.18100166,19.00000191
240,20.32300186,15.50200081,9.296000481,10.52800083,18.18000031,19.00000191
241,20.32500076,15.50200081,9.291000366,10.33100033,18.18100166,19.00000191
242,20.32600021,15.48600101,9.291000366,9.747000694,18.18000031,19.00000191
243,20.32500076,15.49200058,9.291000366,9.748000145,18.18800163,19.00000191
244,20.32600021,15.49500084,9.291000366,9.749000549,18.39500046,19.00000191
245,20.32600021,15.48900032,9.291000366,9.831000328,19.39500046,19.00000191
246,20.32700157,15.14200115,9.301000595,10.16700077,19.43500137,19.00000191
247,20.32800102,14.14400101,9.301000595,10.16400051,19.44000053,19.00000191
248,20.33000183,13.58500099,9.301000595,10.16300011,19.43900108,19.00000191
249,20.33000183,13.53200054,9.301000595,10.16100025,19.43500137,19.00000191
250,20.33000183,13.54200077,9.301000595,10.16200066,19.34700012,19.00000191
251,20.36500168,13.47000027,9.301000595,10.1600008,19.34700012,19.00000191
252,20.91700172,13.41800022,9.2310009,10.13400078,19.34700012,19.00000191
253,20.91700172,13.2670002,9.2310009,10.13000011,19.34800148,19.00000191
254,20.91800117,12.14900017,9.2310009,10.12900066,19.34800148,19.00000191
255,20.91800117,11.98300076,9.2310009,10.11100006,19.34800148,19.00000191
256,21.03300095,11.98300076,9.243000031,10.11200047,19.34700012,19.00000191
257,21.41300011,11.46900082,9.296000481,10.11700058,18.6780014,19.00000191
258,21.41400146,10.09600067,9.312000275,10.12500095,18.43900108,19.00900078
259,21.41600037,10.09600067,9.318000793,10.12400055,18.23400116,19.00900078
260,21.41700172,10.1050005,9.695000648,10.12400055,18.18600082,19.00100136
261,21.41800117,10.30600071,9.745000839,10.13100052,18.14900017,19.00100136
262,21.41800117,10.35400009,9.747000694,10.13300037,18.14599991,19.00000191
263,21.41900063,10.35100079,9.749000549,10.13500023,18.14700127,19.00100136
264,21.42500114,10.34500027,9.75,10.13600063,18.14700127,19.00100136
265,21.79800034,10.34500027,9.75,10.13700008,18.14700127,18.99900246
266,22.09400177,10.38700008,9.753000259,10.16900063,18.14800072,19.00400162
267,22.09600067,13.25700092,10.85400009,10.21700096,17.84000015,18.9960022
268,22.09600067,13.88400078,10.80300045,10.55800056,17.4640007,19.00000191
269,22.09700012,14.45400047,10.70300007,10.8210001,17.05600166,19.00100136
270,22.09800148,14.2130003,10.70300007,10.83000088,16.82800102,19.00000191
271,22.12600136,13.92800045,10.70200062,11.0350008,16.77700043,19.00000191
272,22.27400017,13.91600037,10.70200062,11.53300095,16.77700043,18.99900246
273,22.28000069,13.72400093,10.70200062,11.53000069,16.61500168,18.9980011
274,22.28100014,13.72900105,10.70200062,11.49700069,16.4070015,18.9960022
275,22.30800056,13.75200081,10.70200062,11.20700073,16.40100098,19.00000191
276,22.31600189,15.51700115,10.73200035,11.06300068,16.6950016,19.00100136
277,22.3220005,15.51200104,11.54800034,10.66100025,16.82999992,19.00000191
278,22.33000183,15.28700066,11.54100037,10.68100071,16.86600113,19.00000191
279,22.34300041,15.18700027,11.54100037,10.68200016,16.86900139,19.00000191
280,22.34400177,15.09600067,11.54100037,10.68100071,17.1570015,19.00000191
281,22.34400177,14.84200096,11.53600025,10.68000031,17.15400124,19.00000191
282,22.34500122,14.81800079,11.52500057,10.67700005,17.15299988,19.00100136
283,22.34500122,14.81600094,11.52500057,10.67700005,17.18600082,18.99900246
284,22.34500122,14.82300091,11.52000046,10.6760006,17.64400101,18.99900246
285,22.34500122,14.92400074,11.51200008,10.6760006,17.6420002,19.00000191
286,22.854002,14.9260006,11.39600086,10.67900085,17.6400013,19.00000191
287,22.86900139,14.92200089,11.0350008,10.6760006,17.6400013,19.00100136
288,22.86900139,14.92100048,11.03300095,10.66900063,17.94300079,19.00000191
289,22.86800194,14.92100048,11.03300095,10.66500092,19.31300163,19.00000191
290,22.86900139,14.91700077,10.58200073,10.66400051,19.29900169,19.00000191
291,22.86900139,14.90800095,10.5890007,10.6590004,19.25600052,18.99900246
292,22.86900139,15.90000057,10.5890007,10.66300011,19.10100174,19.00000191
293,22.86900139,16.24300003,10.6760006,10.66400051,19.09800148,19.00000191
294,22.86900139,16.01900101,10.6760006,10.67100048,19.10000038,19.00000191
295,22.87000084,15.95500088,10.67500019,10.67400074,19.10000038,19.00000191
296,22.86900139,15.91800117,10.65400028,10.6760006,19.11500168,19.00000191
297,22.86900139,15.89100075,10.52100086,10.67700005,18.71100044,18.9980011
298,22.86900139,15.92200089,10.52900028,10.67800045,17.83300018,19.00000191
299,22.86900139,16.94400024,10.52900028,10.67900085,17.83300018,19.00100136
300,22.86900139,16.08200073,10.52900028,10.73900032,17.83600044,19.73400116
301,22.86500168,16.06800079,10.50400066,10.81300068,17.8370018,22.20000076
302,22.81100082,15.96900082,10.50400066,11.03800011,17.83600044,21.48200226
303,22.53100014,15.97400093,10.08000088,11.02800083,17.8370018,20.09900093
304,22.54300117,17.19300079,10.11300087,11.02300072,17.83800125,18.31100082
305,22.54600143,17.64400101,10.11300087,11.02300072,17.83800125,18.16900063
306,22.54800034,17.64500046,10.11200047,11.02500057,17.84000015,17.54200172
307,22.54900169,17.64100075,10.11200047,11.12200069,18.94799995,17.64700127
308,22.54900169,19.10400009,10.11200047,11.50800037,18.96500015,17.24100113
309,22.54900169,19.00400162,10.07300091,11.51100063,18.96300125,16.89500237
310,22.54600143,18.08200073,10.07300091,11.50300026,18.95900154,16.6590023
311,22.54600143,17.72200012,9.847000122,11.5010004,18.95600128,17.07800102
312,22.54700089,16.82999992,9.849000931,11.50000095,18.95300102,16.86900139
313,22.54800034,16.22599983,9.849000931,11.49900055,18.95100021,16.57600212
314,22.54800034,16.23000145,9.849000931,11.49900055,19.01300049,16.85700226
315,22.54900169,16.23400116,9.849000931,11.49800014,19.53000069,16.62700081
316,22.55000114,16.24500084,9.851000786,11.49700069,19.57100105,16.8560009
317,22.5510006,16.26000023,9.852000237,11.49700069,19.55500031,17.00200081
318,22.4980011,16.26100159,9.852000237,11.49700069,19.46700096,16.9450016
319,22.14800072,16.26100159,10.33500004,11.49600029,18.94799995,17.66200066
320,21.54100037,16.26100159,10.33500004,11.49600029,18.9450016,17.61200142
321,21.54200172,16.26100159,10.50800037,11.49500084,18.94600105,17.76800156
322,21.58800125,17.58400154,10.50800037,11.49500084,18.9450016,17.82900238
323,21.61400032,17.57100105,10.61700058,11.49500084,18.32500076,17.67200089
324,21.63100052,17.55900002,10.61800003,10.97400093,18.24700165,16.9090023
325,21.63600159,17.52400017,10.61800003,10.77300072,18.25200081,17.26700211
326,21.63700104,17.51100159,10.61700058,10.86900043,18.25300026,17.55900192
327,21.63700104,17.55200005,10.61700058,11.23900032,18.25300026,17.3390007
328,21.63700104,18.72200012,10.61700058,11.23200035,18.25300026,17.38400078
329,21.63800049,18.71700096,10.61600018,11.2310009,18.25300026,17.38000107
330,21.6400013,18.69099998,10.61500072,11.19900036,18.25300026,17.36000061
331,21.64100075,18.63300133,11.31100082,10.78900051,18.25300026,17.59000206
332,21.64100075,18.62900162,11.31100082,10.79400063,18.37400055,17.37700081
333,21.64100075,18.63300133,10.70700073,10.79700089,18.87000084,17.729002
334,21.64100075,18.63400078,10.63800049,10.79800034,18.86700058,17.71000099
335,21.64100075,18.63700104,10.63800049,10.79800034,18.86400032,17.70100212
336,21.6420002,18.6400013,10.38100052,10.80400085,18.86300087,17.41800117
337,21.64300156,18.64300156,10.38100052,10.81200027,18.86300087,17.57800102
338,21.64500046,18.9810009,10.66500092,10.81200027,18.86300087,17.5340023
339,21.64700127,19.4980011,10.25800037,10.81200027,19.60400009,17.81500244
340,21.64700127,19.41000175,10.47100067,10.81100082,19.62200165,17.81200218
341,21.64800072,19.35000038,10.54000092,10.81100082,19.62100029,17.88500214
342,21.64800072,19.35100174,10.54000092,10.81000042,19.62200165,17.68300056
343,21.64900017,19.35300064,10.49800014,10.81000042,19.61500168,17.87700081
344,21.64900017,19.35700035,10.69400024,10.81200027,19.59700012,17.98300171
345,21.65100098,19.36800003,10.69400024,10.81200027,19.59800148,18.01800156
346,21.73900032,19.3730011,10.80800056,10.86300087,19.59800148,18.0150013
347,21.74100113,19.51800156,10.80800056,10.87200069,19.59900093,18.04000092
348,21.76400185,20.49200058,10.55200005,10.87200069,19.59900093,18.21000099
349,21.94100189,20.4620018,10.49500084,10.87200069,19.60000038,18.22500229
350,21.94100189,20.42500114,10.49500084,10.87200069,19.60500145,18.29100227
351,21.94100189,19.97500038,10.75700092,10.87300014,19.62400055,18.25800133
352,21.94000053,19.42100143,10.66200066,11.16400051,19.63800049,18.31800079
353,21.94000053,19.42500114,10.75800037,11.48800087,19.63600159,18.44100189
354,21.94300079,19.44000053,10.75800037,11.43800068,19.63600159,18.62000084
355,21.99000168,19.82800102,10.51100063,11.44000053,19.63600159,18.61600113
356,21.99000168,19.87900162,10.54100037,11.44000053,19.63500023,18.78800201
357,21.99100113,20.06500053,10.54100037,11.44000053,19.63500023,18.78700066
358,21.99500084,20.31700134,10.74300098,11.44100094,19.63300133,18.79400063
359,21.99400139,20.43600082,10.62100029,11.44100094,19.63200188,18.9070015
360,21.9980011,20.49000168,10.4810009,11.44200039,19.63100052,18.74200058
361,21.99900055,20.38900185,10.93200016,11.44300079,19.60700035,18.74200058
362,22.00100136,18.81200027,10.60700035,11.44300079,19.47100067,18.95100212
363,22.00300026,18.8220005,10.60700035,11.44300079,19.29600143,19.13600159
364,22.00400162,18.83100128,10.31500053,11.44300079,19.29900169,19.14700127
365,22.00700188,18.82900047,10.31500053,11.44400024,19.24000168,19.0340023
366,22.00800133,18.82800102,10.5350008,11.44400024,18.78700066,19.15300179
367,22.00900078,18.77800179,10.5350008,11.44400024,18.79400063,19.27300072
368,22.00900078,18.98700142,10.79500008,11.44400024,18.79600143,19.25500107
369,22.0150013,20.02000046,10.63600063,11.44400024,18.79700089,19.26100159
370,22.01600075,20.0150013,10.63600063,11.44400024,18.79900169,19.25500107
371,22.0170002,20.01400185,10.26600075,11.44400024,18.80000114,19.24900246
372,22.01100159,20.01300049,10.26600075,11.44400024,18.80000114,19.40100098
373,21.63500023,20.01000023,10.59100056,11.44400024,18.79900169,19.31700134
