目标液位#1 Time,目标液位#1 ValueY,实际液位#1 ValueY,塞棒位置#1 ValueY,拉速#1 ValueY,中包重量 ValueY,大包2重 ValueY
2022/6/8 12:39,77,0.125327915,1.90E-02,0,12.39691925,285.678894
2022/6/8 12:39,77,0.124969281,1.90E-02,0,12.55425644,285.5649719
2022/6/8 12:39,77,0.130936772,1.90E-02,0,12.60851288,285.4890137
2022/6/8 12:39,77,0.126137748,1.90E-02,0,12.70616531,285.375061
2022/6/8 12:39,77,0.127766818,1.90E-02,0,12.79839706,285.2611389
2022/6/8 12:39,77,0.124732204,-0.340000004,0,12.90148163,285.1472168
2022/6/8 12:39,77,0.128923699,-0.34800002,0,12.99913406,285.0206299
2022/6/8 12:39,77,0.123820722,-0.176000014,0,13.10764313,284.9953003
2022/6/8 12:39,77,0.128367856,0.595000029,0,13.15104675,284.830719
2022/6/8 12:39,77,0.13230598,-0.775000036,0,13.248703,284.7041321
2022/6/8 12:39,77,0.128244594,-0.784000039,0,13.35178375,284.6028748
2022/6/8 12:39,77,0.121408775,-0.778000057,0,13.55252075,284.5522156
2022/6/8 12:39,77,0.130172849,-0.774000049,0,13.650177,284.4256287
2022/6/8 12:39,77,0.120383248,-0.769000053,0,13.75325775,284.286377
2022/6/8 12:39,77,0.127048239,-0.558000028,0,13.80208588,284.2230835
2022/6/8 12:39,77,0.121917792,-0.364000022,0,13.95399857,284.1091614
2022/6/8 12:39,77,0.124561407,-0.236000016,0,14.051651,284.0458679
2022/6/8 12:39,77,0.127630875,-0.229000017,0,14.10048294,283.9066162
2022/6/8 12:39,77,0.131263882,-0.227000013,0,14.20356369,283.7926941
2022/6/8 12:39,77,0.126852408,-0.225000009,0,14.30121613,283.7420349
2022/6/8 12:39,77,0.124518372,-0.222000018,0,14.40430069,283.5774841
2022/6/8 12:39,77,0.126192287,-0.221000016,0,14.50195313,283.4508972
2022/6/8 12:39,77,0.127375379,-0.217000008,0,14.65386581,283.3369446
2022/6/8 12:39,77,0.125562772,-0.214000016,0,14.75152206,283.2863159
2022/6/8 12:39,77,0.12943536,-0.21100001,0,14.85460281,283.159729
2022/6/8 12:39,77,0.129826203,-0.209000006,0,14.95226288,283.0331421
2022/6/8 12:40,77,0.136788294,-0.209000006,0,15.05534363,282.9571838
2022/6/8 12:40,77,0.129263848,-0.208000004,0,15.05534363,282.8432312
2022/6/8 12:40,77,0.119746752,-0.207000017,0,15.25608063,282.7926025
2022/6/8 12:40,77,0.12582694,-0.182000011,0,15.30490875,282.6533508
2022/6/8 12:40,77,0.122716099,-0.179000005,0,15.45681763,282.5520935
2022/6/8 12:40,77,0.129062265,-0.144000009,0,15.50564575,282.400177
2022/6/8 12:40,77,0.129178509,-0.137000009,0,15.65213013,282.3368835
2022/6/8 12:40,77,0.124629073,-0.137000009,0,15.804039,282.184967
2022/6/8 12:40,77,0.12919268,-0.135000005,0,15.89627075,282.1216736
2022/6/8 12:40,77,0.127005786,-0.131000012,0,16.00477982,282.0203857
2022/6/8 12:40,77,0.128756046,-0.124000005,0,16.10786057,281.9191284
2022/6/8 12:40,77,0.126432285,-0.124000005,0,16.205513,281.8178406
2022/6/8 12:40,77,0.123017207,-0.118000008,0,16.29774857,281.6912537
2022/6/8 12:40,77,0.127900183,-0.115000002,0,16.3899765,281.6026611
2022/6/8 12:40,77,0.129293755,-0.115000002,0,16.49305725,281.5140381
2022/6/8 12:40,77,0.128926411,-0.115000002,0,16.54731369,281.400116
2022/6/8 12:40,77,0.12385264,-0.115000002,0,16.66124344,281.2355347
2022/6/8 12:40,77,0.124944635,-9.80E-02,0,16.7914505,281.1722412
2022/6/8 12:40,77,0.130685642,7.10E-02,0,16.94878769,281.0836182
2022/6/8 12:40,77,0.127894565,0.119000003,0,17.05186844,280.9570313
2022/6/8 12:40,77,0.123377226,0.122000009,0,17.14410019,280.8557434
2022/6/8 12:40,77,0.12746875,0.120000005,0,17.24175644,280.7544861
2022/6/8 12:40,77,0.12646471,0.113000005,0,17.3502655,280.6531982
2022/6/8 12:40,77,0.128312021,0.108000003,0,17.44791794,280.5519409
2022/6/8 12:40,77,0.125255018,0.112000003,0,17.55099869,280.4380188
2022/6/8 12:40,77,0.129747525,0.111000009,0,17.70291138,280.3493958
2022/6/8 12:40,77,0.12627475,0.110000007,0,17.80056763,280.2481079
2022/6/8 12:40,77,0.125870943,0.111000009,0,17.90364838,280.0962219
2022/6/8 12:40,77,0.127266079,0.111000009,0,18.05013275,279.9949341
2022/6/8 12:40,77,0.125721499,0.111000009,0,18.20204544,279.9189758
2022/6/8 12:40,77,0.128497213,0.110000007,0,18.24002075,279.8177185
2022/6/8 12:40,77,0.128837511,0.111000009,0,18.35395432,279.7037659
2022/6/8 12:40,77,0.126307219,0.111000009,0,18.45161057,279.6025085
2022/6/8 12:40,77,0.124421492,0.112000003,0,18.55469131,279.5265503
2022/6/8 12:40,77,0.122556694,0.111000009,0,18.64692307,279.3999634
2022/6/8 12:40,77,0.126442075,0.111000009,0,18.73915482,279.2986755
2022/6/8 12:40,77,0.124735758,0.112000003,0,18.85850906,279.1974182
2022/6/8 12:40,77,0.128099486,0.112000003,0,18.99414444,279.0834656
2022/6/8 12:40,77,0.128899381,0.112000003,0,19.03754807,278.9695435
2022/6/8 12:40,77,0.128835097,0.113000005,0,19.16775894,278.8429565
2022/6/8 12:40,77,0.129376918,0.113000005,0,19.34679031,278.7416687
2022/6/8 12:40,77,0.130759105,0.112000003,0,19.34679031,278.6530762
2022/6/8 12:40,77,0.125320658,0.112000003,0,19.54752731,278.602417
2022/6/8 12:40,77,0.130476862,0.111000009,0,19.64518356,278.4252014
2022/6/8 12:40,77,0.127655357,0.112000003,0,19.75369644,278.3492432
2022/6/8 12:40,77,0.126744181,0.112000003,0,19.84592819,278.2479858
2022/6/8 12:40,77,0.127877325,0.114000008,0,19.94900894,278.146698
2022/6/8 12:40,77,0.126043618,0.112000003,0,20.04666519,278.0454407
2022/6/8 12:40,77,0.128647998,0.114000008,0,20.14974594,277.931488
2022/6/8 12:40,77,0.126295149,0.116000004,0,20.25282669,277.7922363
2022/6/8 12:40,77,0.125213623,0.115000002,0,20.35048294,277.7162781
2022/6/8 12:40,77,0.123945333,0.114000008,0,20.47526169,277.6276855
2022/6/8 12:40,77,0.122931026,0.116000004,0,20.64887619,277.5137329
2022/6/8 12:40,77,0.125777915,0.116000004,0,20.74653244,277.4124756
2022/6/8 12:40,77,0.1242406,0.116000004,0,20.84961319,277.3238525
2022/6/8 12:40,77,0.119939476,0.116000004,0,20.89844131,277.2099304
2022/6/8 12:40,77,0.122811094,0.115000002,0,21.00152206,277.1086426
2022/6/8 12:40,77,0.127703458,0.116000004,0,21.14800644,277.0326843
2022/6/8 12:40,77,0.121995188,0.114000008,0,21.25108719,276.9060974
2022/6/8 12:40,77,0.122901499,0.116000004,0,21.32162094,276.842804
2022/6/8 12:40,77,0.124364011,0.117000006,0,21.45182419,276.716217
2022/6/8 12:40,77,0.121924475,0.117000006,0,21.54948044,276.5769653
2022/6/8 12:40,77,0.124181345,0.118000008,0,21.70138931,276.475708
2022/6/8 12:40,77,0.123307429,0.118000008,0,21.79904556,276.3617554
2022/6/8 12:40,77,0.12748079,0.119000003,0,21.92383194,276.260498
2022/6/8 12:40,77,0.125372365,0.119000003,0,22.04861069,276.1465454
2022/6/8 12:40,77,0.124775134,0.120000005,0,22.10286331,276.0959167
2022/6/8 12:40,77,0.122801796,0.119000003,0,22.24393082,275.956665
2022/6/8 12:40,77,0.12683627,0.119000003,0,22.29275894,275.8807068
2022/6/8 12:40,77,0.1261729,0.119000003,0,22.44466019,275.7541199
2022/6/8 12:40,77,0.125731006,0.120000005,0,22.54231644,275.6781616
2022/6/8 12:40,77,0.127599075,0.119000003,0,22.64539719,275.5895691
2022/6/8 12:40,77,0.125586867,0.119000003,0,22.74306107,275.4376526
2022/6/8 12:40,77,0.127320915,0.119000003,0,22.84614182,275.3110657
2022/6/8 12:40,77,0.12451084,0.121000007,0,22.99805069,275.2477722
2022/6/8 12:40,77,0.127383962,0.120000005,0,23.09570694,275.1464844
2022/6/8 12:40,77,0.125907779,0.122000009,0,23.19336319,275.0198975
2022/6/8 12:40,77,0.123086251,0.121000007,0,23.29644394,274.9186096
2022/6/8 12:40,77,0.126429245,0.121000007,0,23.39410019,274.8553162
2022/6/8 12:40,77,0.126766726,0.120000005,0,23.49718094,274.7287292
2022/6/8 12:40,77,0.128819123,0.121000007,0,23.64908981,274.652771
2022/6/8 12:40,77,0.130688727,0.122000009,0,23.69791794,274.5261841
2022/6/8 12:40,77,0.125882849,0.122000009,0,23.84440231,274.4628906
2022/6/8 12:40,77,0.122897916,0.123000003,0,23.94749069,274.285675
2022/6/8 12:40,77,0.122387663,0.123000003,0,24.04513931,274.2223816
2022/6/8 12:40,77,0.126697674,0.123000003,0,24.14822769,274.0704651
2022/6/8 12:40,77,0.123239525,0.124000005,0,24.28385544,274.0198059
2022/6/8 12:40,77,0.122044832,0.124000005,0,24.39779282,273.9058838
2022/6/8 12:40,77,0.125563502,0.124000005,0,24.44661331,273.7919617
2022/6/8 12:40,77,0.125731081,0.124000005,0,24.54969406,273.7033386
2022/6/8 12:40,77,0.124001838,0.125,0,24.69617844,273.6020813
2022/6/8 12:40,77,0.12586017,0.125,0,24.79926682,273.5007935
2022/6/8 12:40,77,0.125775591,0.125,0,24.84809494,273.3868713
2022/6/8 12:40,77,0.126574919,0.125,0,24.95117569,273.3109131
2022/6/8 12:40,77,0.125910342,0.125,0,25.09766006,273.1843262
2022/6/8 12:40,77,0.12851353,0.125,0,25.20074081,273.0577393
2022/6/8 12:40,77,0.125952497,0.125,0,25.29839706,272.9944153
2022/6/8 12:40,77,0.124600209,0.125,0,25.45030594,272.8551941
2022/6/8 12:40,77,0.12360172,0.127000004,0,25.54796219,272.7918701
2022/6/8 12:40,77,0.119107231,0.126000002,0,25.60221481,272.6652832
2022/6/8 12:40,77,0.125181898,0.127000004,0,25.74869919,272.5766907
2022/6/8 12:40,77,0.125372395,0.127000004,0,25.85178757,272.4880676
2022/6/8 12:40,77,0.131518096,0.127000004,0,25.91688919,272.3867798
2022/6/8 12:40,77,0.123326175,0.127000004,0,25.99827194,272.2855225
2022/6/8 12:40,77,0.12446107,0.128000006,0,26.10135269,272.1716003
2022/6/8 12:40,77,0.126571253,0.127000004,0,26.19357681,272.0323486
2022/6/8 12:40,77,0.123574466,0.128000006,0,26.30208969,271.9310608
2022/6/8 12:40,77,0.125397891,0.128000006,0,26.44857407,271.8424377
2022/6/8 12:40,77,0.122367427,0.128000006,0,26.53537369,271.7538452
2022/6/8 12:40,77,0.124903895,0.128000006,0,26.63846207,271.6145935
2022/6/8 12:40,77,0.124413446,0.128000006,0,26.74695969,271.5639343
2022/6/8 12:40,77,0.121438444,0.129000008,0,26.84462357,271.4373474
2022/6/8 12:40,77,0.121336609,0.129000008,0,26.94227982,271.3487549
2022/6/8 12:40,77,0.121153608,0.129000008,0,27.05078506,271.247467
2022/6/8 12:40,77,0.124449939,0.129000008,0,27.15386581,271.1462097
2022/6/8 12:40,77,0.125072658,0.129000008,0,27.25152206,271.0702515
2022/6/8 12:40,77,0.125581682,0.131999999,0,27.35460281,270.9562988
2022/6/8 12:40,77,0.129864797,0.133000001,0,27.44683456,270.8044128
2022/6/8 12:40,77,0.129647762,0.134000003,0,27.60960007,270.7157898
2022/6/8 12:40,77,0.127279878,0.135000005,0,27.70182419,270.614502
2022/6/8 12:41,77,0.12210843,0.137000009,0,27.79405594,270.5132446
2022/6/8 12:41,77,0.123488776,0.140000001,0,27.95138931,270.399292
2022/6/8 12:41,77,0.120492175,0.142000005,0,28.00564957,270.3486633
2022/6/8 12:41,77,0.119052917,0.145000011,0,28.10330582,270.2220764
2022/6/8 12:41,77,0.127688318,0.146000013,0,28.19553757,270.1334534
2022/6/8 12:41,77,0.128014192,0.147,0,28.30403519,270.032196
2022/6/8 12:41,77,0.127077609,0.148000002,0,28.40169144,269.9182434
2022/6/8 12:41,77,0.127098724,0.150000006,0,28.50477219,269.8296509
2022/6/8 12:41,77,0.12948142,0.154000014,0,28.59700394,269.6777344
2022/6/8 12:41,77,0.1262279,0.166000009,0,28.73263931,269.5764465
2022/6/8 12:41,77,0.126477718,0.248000011,0,28.90625381,269.5005188
2022/6/8 12:41,77,0.124906413,0.327000022,0,28.99848557,269.399231
2022/6/8 12:41,77,0.123989902,0.333000004,0,29.04731369,269.2853088
2022/6/8 12:41,77,0.126195356,0.33100003,0,29.15039444,269.1713562
2022/6/8 12:41,77,0.124447837,0.338000029,0,29.29687881,269.1207275
2022/6/8 12:41,77,0.122835137,0.338000029,0,29.39995956,268.9814758
2022/6/8 12:41,77,0.128541306,0.342000008,0,29.46506119,268.9181824
2022/6/8 12:41,77,0.128564522,0.341000021,0,29.54644394,268.8042603
2022/6/8 12:41,77,0.125286311,0.344000012,0,29.69292831,268.7156372
2022/6/8 12:41,77,0.122790083,0.344000012,0,29.79058456,268.5637207
2022/6/8 12:41,77,0.120308369,0.342000008,0,29.89366531,268.4624634
2022/6/8 12:41,77,0.125871301,0.343000025,0,30.09440231,268.3485107
2022/6/8 12:41,77,0.12526159,0.346000016,0,30.14865494,268.2599182
2022/6/8 12:41,77,0.123823516,0.347000003,0,30.25174332,268.209259
2022/6/8 12:41,77,0.122154459,0.34800002,0,30.39822769,268.057373
2022/6/8 12:41,77,0.122913972,0.366000026,0,30.45248032,267.9814148
2022/6/8 12:41,77,0.126814991,2.612000227,0,30.55012894,267.880127
2022/6/8 12:41,77,0.125317678,19.21000099,0,30.70203781,267.7915344
2022/6/8 12:41,77,0.124726415,21.86500168,0,30.79970169,267.6902466
2022/6/8 12:41,77,0.127979562,5.863000393,0,30.90277481,267.5636597
2022/6/8 12:41,77,0.125248939,6.306000233,0,31.00043869,267.4497375
2022/6/8 12:41,77,0.123718552,13.51000023,0,31.10351944,267.3611145
2022/6/8 12:41,77,0.128419742,14.09500027,0,31.30425644,267.2471924
2022/6/8 12:41,77,0.128450006,12.80400085,0,31.35308456,267.1459045
2022/6/8 12:41,77,0.12971577,9.968000412,0,31.45074081,267.0446472
2022/6/8 12:41,77,0.128012881,10.8560009,0,31.55382156,266.9813232
2022/6/8 12:41,77,0.128644764,11.55000019,0,31.65147781,266.8294373
2022/6/8 12:41,77,0.123891495,11.50600052,0,31.75455856,266.7661438
2022/6/8 12:41,77,0.125071675,11.7310009,0,31.85221481,266.664856
2022/6/8 12:41,77,0.126464814,12.16500092,0,31.95529556,266.5762329
2022/6/8 12:41,77,0.124601372,12.13700104,0,32.04752731,266.4623108
2022/6/8 12:41,77,0.126997679,11.97000027,0,32.14518356,266.3230591
2022/6/8 12:41,77,0.120792314,9.370000839,0,32.19401169,266.2218018
2022/6/8 12:41,77,0.127750888,9.415000916,0,32.29710007,266.1458435
2022/6/8 12:41,77,0.126221731,10.58300018,0,32.39474869,266.0318909
2022/6/8 12:41,77,0.122770876,10.44900036,0,32.49783707,265.9306335
2022/6/8 12:41,77,0.125670716,10.35700035,0,32.59549332,265.8546753
2022/6/8 12:41,77,0.127741829,10.34800053,0,32.69856644,265.778717
2022/6/8 12:41,77,0.125166744,10.81300068,0,32.80707169,265.6647949
2022/6/8 12:41,77,0.128331691,10.68500042,0,32.89930344,265.538208
2022/6/8 12:41,77,0.126433596,10.27100086,0,32.94813919,265.4622498
2022/6/8 12:41,77,0.128619641,10.27300072,0,33.04578781,265.3609619
2022/6/8 12:41,77,0.131186008,10.27700043,0,33.15430069,265.2090454
2022/6/8 12:41,77,0.12010628,10.27500057,0,33.20312881,265.1077881
2022/6/8 12:41,77,0.127157927,10.24300003,0,33.39844131,265.0065002
2022/6/8 12:41,77,0.127306327,10.25000095,0,33.44726944,264.930542
2022/6/8 12:41,77,0.121811301,10.24200058,0,33.55035019,264.8039551
2022/6/8 12:41,77,0.119404927,10.24500084,0,33.59917831,264.7026978
2022/6/8 12:41,77,0.122927673,10.24500084,0,33.69683456,264.5887451
2022/6/8 12:41,77,0.124331161,10.24700069,0,33.79991531,264.5381165
2022/6/8 12:41,77,0.126171619,10.24700069,0,33.89757156,264.4241943
2022/6/8 12:41,77,0.127327338,10.36300087,0,33.96810532,264.3229065
2022/6/8 12:41,77,0.12557596,10.8760004,0,34.04948044,264.2216492
2022/6/8 12:41,77,0.123346038,10.95300007,0,34.14714432,264.1456909
2022/6/8 12:41,77,0.122787178,10.82700062,0,34.25021744,263.9937744
2022/6/8 12:41,77,0.12761648,11.00300026,0,34.29904556,263.8925171
2022/6/8 12:41,77,0.129416898,10.81900024,0,34.45095444,263.7912292
2022/6/8 12:41,77,0.127244204,10.38900089,0,34.49979019,263.6899719
2022/6/8 12:41,77,0.129144222,10.79500008,0,34.60829544,263.6266785
2022/6/8 12:41,77,0.125640765,10.82500076,0,34.70595169,263.500061
2022/6/8 12:41,77,0.127909258,10.80400085,0,34.80903244,263.4114685
2022/6/8 12:41,77,0.125605941,10.88000011,0,34.85243607,263.3228455
2022/6/8 12:41,77,0.123112731,12.14500046,0,34.95008469,263.2215576
2022/6/8 12:41,77,0.125031605,11.43500042,0,35.10742569,263.1329651
2022/6/8 12:41,77,0.121074043,11.33100033,0,35.15625381,263.0063782
2022/6/8 12:41,77,0.123691931,11.37300014,0,35.25391006,262.8924255
2022/6/8 12:41,77,0.124321349,11.58700085,0,35.35156631,262.7658386
2022/6/8 12:41,77,0.122658089,11.63500023,0,35.50889969,262.6898804
2022/6/8 12:41,77,0.126231328,12.40800095,0,35.59027481,262.5379639
2022/6/8 12:41,77,0.123976991,12.62500095,0,35.64995956,262.4873352
2022/6/8 12:41,77,0.122947596,12.46500015,0,35.75304031,262.3480835
2022/6/8 12:41,77,0.122198641,12.45100021,0,35.80186844,262.259491
2022/6/8 12:41,77,0.124439895,12.45000076,0,35.91037369,262.1835327
2022/6/8 12:41,77,0.125028566,12.4470005,0,36.00802994,262.0822449
2022/6/8 12:41,77,0.128500432,12.44500065,0,36.10026169,261.9809875
2022/6/8 12:41,77,0.124112993,12.44500065,0,36.20876694,261.8670349
2022/6/8 12:41,77,0.128160045,12.44400024,0,36.29557419,261.740448
2022/6/8 12:41,77,0.129662439,12.44000053,0,36.36067581,261.6391907
2022/6/8 12:41,77,0.127309412,12.43100071,0,36.50173569,261.5379028
2022/6/8 12:41,77,0.12546587,12.42300034,0,36.62652206,261.4239807
2022/6/8 12:41,77,0.125391632,12.42300034,0,36.70247269,261.3226929
2022/6/8 12:41,77,0.127388403,12.42000103,0,36.80556107,261.2341003
2022/6/8 12:41,77,0.126275703,12.42100048,0,36.90321732,261.1201477
2022/6/8 12:41,77,0.126523986,12.52200031,0,37.00629807,261.0188904
