ds,y
2021/4/10 22:50,0.113316305
2021/4/10 22:50,0.115922555
2021/4/10 22:50,0.116084144
2021/4/10 22:50,0.113568991
2021/4/10 22:50,0.114756085
2021/4/10 22:50,0.112823978
2021/4/10 22:50,0.117794611
2021/4/10 22:50,0.117970794
2021/4/10 22:50,0.120105296
2021/4/10 22:50,0.117577724
2021/4/10 22:50,0.112648837
2021/4/10 22:50,0.11584124
2021/4/10 22:50,0.121849224
2021/4/10 22:50,0.118872307
2021/4/10 22:50,0.118954957
2021/4/10 22:50,0.113190889
2021/4/10 22:50,0.111248188
2021/4/10 22:50,0.116966352
2021/4/10 22:50,0.11218074
2021/4/10 22:50,0.114571176
2021/4/10 22:50,0.112237886
2021/4/10 22:50,0.11653249
2021/4/10 22:50,0.115761362
2021/4/10 22:50,0.121223174
2021/4/10 22:50,0.123758651
2021/4/10 22:50,0.120156519
2021/4/10 22:50,0.12062636
2021/4/10 22:50,0.115830407
2021/4/10 22:50,0.117002055
2021/4/10 22:50,0.118052579
2021/4/10 22:50,0.115881927
2021/4/10 22:50,0.124014869
2021/4/10 22:50,0.117138252
2021/4/10 22:50,0.115696311
2021/4/10 22:50,0.118409872
2021/4/10 22:50,0.12262138
2021/4/10 22:50,0.11992202
2021/4/10 22:50,0.117925949
2021/4/10 22:50,0.12246538
2021/4/10 22:50,0.121431217
2021/4/10 22:50,0.116320871
2021/4/10 22:50,0.121398166
2021/4/10 22:50,0.117638871
2021/4/10 22:50,0.122890346
2021/4/10 22:50,0.122575827
2021/4/10 22:50,0.118588194
2021/4/10 22:50,0.116749302
2021/4/10 22:50,0.115212306
2021/4/10 22:50,0.114394993
2021/4/10 22:50,0.117798299
2021/4/10 22:50,0.112430014
2021/4/10 22:50,0.115667738
2021/4/10 22:50,0.118496202
2021/4/10 22:50,0.116847493
2021/4/10 22:50,0.116549127
2021/4/10 22:50,0.113013804
2021/4/10 22:50,0.113849156
2021/4/10 22:50,0.118290424
2021/4/10 22:51,0.114316992
2021/4/10 22:51,0.116474919
2021/4/10 22:51,0.115505464
2021/4/10 22:51,0.115858808
2021/4/10 22:51,0.113296255
2021/4/10 22:51,0.117413916
2021/4/10 22:51,0.123128742
2021/4/10 22:51,0.116351224
2021/4/10 22:51,0.120393999
2021/4/10 22:51,0.121528924
2021/4/10 22:51,0.115977928
2021/4/10 22:51,0.116191611
2021/4/10 22:51,0.115606606
2021/4/10 22:51,0.114397235
2021/4/10 22:51,0.114843555
2021/4/10 22:51,0.118085198
2021/4/10 22:51,0.116477951
2021/4/10 22:51,0.113670036
2021/4/10 22:51,0.114940681
2021/4/10 22:51,0.108786486
2021/4/10 22:51,0.111771874
2021/4/10 22:51,0.118477561
2021/4/10 22:51,0.11831446
2021/4/10 22:51,0.122370511
2021/4/10 22:51,0.113643251
2021/4/10 22:51,0.113321967
2021/4/10 22:51,0.120699771
2021/4/10 22:51,0.120665133
2021/4/10 22:51,0.119908914
2021/4/10 22:51,0.118603259
2021/4/10 22:51,0.116023242
2021/4/10 22:51,0.119000308
2021/4/10 22:51,0.117660262
2021/4/10 22:51,0.115755811
2021/4/10 22:51,0.12124674
2021/4/10 22:51,0.117105268
2021/4/10 22:51,0.122947343
2021/4/10 22:51,0.119757056
2021/4/10 22:51,0.117640249
2021/4/10 22:51,0.117904849
2021/4/10 22:51,0.118503526
2021/4/10 22:51,0.118730284
2021/4/10 22:51,0.116144091
2021/4/10 22:51,0.120000824
2021/4/10 22:51,0.119603761
2021/4/10 22:51,0.118368633
2021/4/10 22:51,0.122779593
2021/4/10 22:51,0.114745818
2021/4/10 22:51,0.113608509
2021/4/10 22:51,0.112586491
2021/4/10 22:51,0.113379844
2021/4/10 22:51,0.116477475
2021/4/10 22:51,0.120815486
2021/4/10 22:51,0.116701417
2021/4/10 22:51,0.121091008
2021/4/10 22:51,0.121983096
2021/4/10 22:51,0.120397471
2021/4/10 22:51,0.114519499
2021/4/10 22:51,0.111945525
2021/4/10 22:51,0.112779744
2021/4/10 22:51,0.115219839
2021/4/10 22:51,0.120186217
2021/4/10 22:51,0.113391012
2021/4/10 22:51,0.116771065
2021/4/10 22:51,0.117308117
2021/4/10 22:51,0.114013672
2021/4/10 22:51,0.117755607
2021/4/10 22:51,0.114838757
2021/4/10 22:51,0.110945493
2021/4/10 22:51,0.114373133
2021/4/10 22:51,0.107763529
2021/4/10 22:51,0.112304889
2021/4/10 22:51,0.115375586
2021/4/10 22:51,0.123378024
2021/4/10 22:51,0.125617385
2021/4/10 22:51,0.120414957
2021/4/10 22:51,0.120468169
2021/4/10 22:51,0.120033316
2021/4/10 22:51,0.12228331
2021/4/10 22:51,0.121013038
2021/4/10 22:51,0.115770735
2021/4/10 22:51,0.119504593
2021/4/10 22:51,0.113025703
2021/4/10 22:51,0.118694447
2021/4/10 22:51,0.122684516
2021/4/10 22:51,0.11674758
2021/4/10 22:51,0.123760983
2021/4/10 22:51,0.119904362
2021/4/10 22:51,0.114381902
2021/4/10 22:51,0.116438933
2021/4/10 22:51,0.118165098
2021/4/10 22:51,0.118756033
2021/4/10 22:51,0.113417156
2021/4/10 22:51,0.112668306
2021/4/10 22:51,0.118234016
2021/4/10 22:51,0.112180032
2021/4/10 22:51,0.113774173
2021/4/10 22:51,0.118241772
2021/4/10 22:51,0.116281368
2021/4/10 22:51,0.115222737
2021/4/10 22:51,0.11276833
2021/4/10 22:51,0.118368581
2021/4/10 22:51,0.1140581
2021/4/10 22:51,0.120608963
2021/4/10 22:51,0.123642243
2021/4/10 22:51,0.1155378
2021/4/10 22:51,0.118844628
2021/4/10 22:51,0.116322316
2021/4/10 22:51,0.120015144
2021/4/10 22:51,0.121550173
2021/4/10 22:51,0.119928956
2021/4/10 22:51,0.121729165
2021/4/10 22:51,0.119590677
2021/4/10 22:51,0.113481246
2021/4/10 22:51,0.119037494
2021/4/10 22:51,0.114242673
2021/4/10 22:51,0.108786076
2021/4/10 22:51,0.112924978
2021/4/10 22:51,0.11206495
2021/4/10 22:51,0.115529329
2021/4/10 22:52,0.119762987
2021/4/10 22:52,0.115319394
2021/4/10 22:52,0.113978721
2021/4/10 22:52,0.115420662
2021/4/10 22:52,0.11426302
2021/4/10 22:52,0.117166229
2021/4/10 22:52,0.117433511
2021/4/10 22:52,0.117040046
2021/4/10 22:52,0.114446014
2021/4/10 22:52,0.119288817
2021/4/10 22:52,0.119457044
2021/4/10 22:52,0.122011036
2021/4/10 22:52,0.120794505
2021/4/10 22:52,0.124320917
2021/4/10 22:52,0.122087575
2021/4/10 22:52,0.119015209
2021/4/10 22:52,0.117460571
2021/4/10 22:52,0.122676469
2021/4/10 22:52,0.118907824
2021/4/10 22:52,0.114492968
2021/4/10 22:52,0.116809711
2021/4/10 22:52,0.125251517
2021/4/10 22:52,0.121012211
2021/4/10 22:52,0.11857789
2021/4/10 22:52,0.121936418
2021/4/10 22:52,0.11679583
2021/4/10 22:52,0.118178554
2021/4/10 22:52,0.120960087
2021/4/10 22:52,0.119037934
2021/4/10 22:52,0.118705288
2021/4/10 22:52,0.114469066
2021/4/10 22:52,0.120308079
2021/4/10 22:52,0.117461815
2021/4/10 22:52,0.118292846
2021/4/10 22:52,0.12681675
2021/4/10 22:52,0.119335361
2021/4/10 22:52,0.118822008
2021/4/10 22:52,0.118028216
2021/4/10 22:52,0.122310452
2021/4/10 22:52,0.121350758
2021/4/10 22:52,0.114347994
2021/4/10 22:52,0.121430069
2021/4/10 22:52,0.115593627
2021/4/10 22:52,0.11562261
2021/4/10 22:52,0.114647403
2021/4/10 22:52,0.115365833
2021/4/10 22:52,0.120501578
2021/4/10 22:52,0.116147719
2021/4/10 22:52,0.109668173
2021/4/10 22:52,0.116396479
2021/4/10 22:52,0.120922677
2021/4/10 22:52,0.116939545
2021/4/10 22:52,0.113769792
2021/4/10 22:52,0.111121044
2021/4/10 22:52,0.119436763
2021/4/10 22:52,0.11768087
2021/4/10 22:52,0.123590969
2021/4/10 22:52,0.120642886
2021/4/10 22:52,0.115338527
2021/4/10 22:52,0.116240449
2021/4/10 22:52,0.114198662
2021/4/10 22:52,0.119273514
2021/4/10 22:52,0.113394827
2021/4/10 22:52,0.115651488
2021/4/10 22:52,0.115889519
2021/4/10 22:52,0.113866366
2021/4/10 22:52,0.117488563
2021/4/10 22:52,0.114582643
2021/4/10 22:52,0.116824113
2021/4/10 22:52,0.11955405
2021/4/10 22:52,0.118309624
2021/4/10 22:52,0.119351067
2021/4/10 22:52,0.118920311
2021/4/10 22:52,0.110463724
2021/4/10 22:52,0.122651048
2021/4/10 22:52,0.118614338
2021/4/10 22:52,0.116084352
2021/4/10 22:52,0.119106822
2021/4/10 22:52,0.116179556
2021/4/10 22:52,0.118350618
2021/4/10 22:52,0.114099257
2021/4/10 22:52,0.11049252
2021/4/10 22:52,0.116770141
2021/4/10 22:52,0.116819829
2021/4/10 22:52,0.118004471
2021/4/10 22:52,0.112998314
2021/4/10 22:52,0.114161678
2021/4/10 22:52,0.116302744
2021/4/10 22:52,0.115700357
2021/4/10 22:52,0.119097367
2021/4/10 22:52,0.111345738
2021/4/10 22:52,0.116729334
2021/4/10 22:52,0.11781726
2021/4/10 22:52,0.119648792
2021/4/10 22:52,0.120475478
2021/4/10 22:52,0.114686362
2021/4/10 22:52,0.116933249
2021/4/10 22:52,0.112139814
2021/4/10 22:52,0.111105837
2021/4/10 22:52,0.113901727
2021/4/10 22:52,0.11233715
2021/4/10 22:52,0.119046159
2021/4/10 22:52,0.119457886
2021/4/10 22:52,0.119768202
2021/4/10 22:52,0.118213348
2021/4/10 22:52,0.117584713
2021/4/10 22:52,0.119675308
2021/4/10 22:52,0.118115723
2021/4/10 22:52,0.118284799
2021/4/10 22:52,0.117575131
2021/4/10 22:52,0.114489987
2021/4/10 22:52,0.117747568
2021/4/10 22:52,0.119746238
2021/4/10 22:52,0.117144071
2021/4/10 22:52,0.116121039
2021/4/10 22:52,0.115989961
2021/4/10 22:52,0.116170868
2021/4/10 22:52,0.119680159
2021/4/10 22:52,0.115007482
2021/4/10 22:52,0.110548623
2021/4/10 22:53,0.114125304
2021/4/10 22:53,0.112591147
2021/4/10 22:53,0.116499491
2021/4/10 22:53,0.113071024
2021/4/10 22:53,0.114090241
2021/4/10 22:53,0.115408719
2021/4/10 22:53,0.118326902
2021/4/10 22:53,0.119304761
2021/4/10 22:53,0.118713669
2021/4/10 22:53,0.115547992
2021/4/10 22:53,0.113163725
2021/4/10 22:53,0.112061374
2021/4/10 22:53,0.117063828
2021/4/10 22:53,0.115215048
2021/4/10 22:53,0.11824137
2021/4/10 22:53,0.115157872
2021/4/10 22:53,0.114315435
2021/4/10 22:53,0.114933163
2021/4/10 22:53,0.116936348
2021/4/10 22:53,0.112753928
2021/4/10 22:53,0.113653123
2021/4/10 22:53,0.116452903
2021/4/10 22:53,0.116786748
2021/4/10 22:53,0.115522489
2021/4/10 22:53,0.12012431
2021/4/10 22:53,0.118003435
2021/4/10 22:53,0.116282359
2021/4/10 22:53,0.115274973
2021/4/10 22:53,0.115096912
2021/4/10 22:53,0.11086195
2021/4/10 22:53,0.114577383
2021/4/10 22:53,0.119925678
2021/4/10 22:53,0.12201497
2021/4/10 22:53,0.117472932
2021/4/10 22:53,0.118462995
2021/4/10 22:53,0.11425966
2021/4/10 22:53,0.114901945
2021/4/10 22:53,0.122276597
2021/4/10 22:53,0.115723342
2021/4/10 22:53,0.113372922
2021/4/10 22:53,0.112600163
2021/4/10 22:53,0.109204046
2021/4/10 22:53,0.115129299
2021/4/10 22:53,0.119387217
2021/4/10 22:53,0.116986193
2021/4/10 22:53,0.115987413
2021/4/10 22:53,0.109618671
2021/4/10 22:53,0.114534423
2021/4/10 22:53,0.116748795
2021/4/10 22:53,0.120655529
2021/4/10 22:53,0.120422386
2021/4/10 22:53,0.119652197
2021/4/10 22:53,0.115741983
2021/4/10 22:53,0.119872287
2021/4/10 22:53,0.117557809
2021/4/10 22:53,0.115743347
2021/4/10 22:53,0.112368442
2021/4/10 22:53,0.121740051
2021/4/10 22:53,0.119711682
2021/4/10 22:53,0.122822702
2021/4/10 22:53,0.117027327
2021/4/10 22:53,0.116425917
2021/4/10 22:53,0.112512097
2021/4/10 22:53,0.117512539
2021/4/10 22:53,0.116878621
2021/4/10 22:53,0.117547452
2021/4/10 22:53,0.11903359
2021/4/10 22:53,0.118430041
2021/4/10 22:53,0.119640306
2021/4/10 22:53,0.120061517
2021/4/10 22:53,0.120478891
2021/4/10 22:53,0.122207761
2021/4/10 22:53,0.117775343
2021/4/10 22:53,0.116273411
2021/4/10 22:53,0.120210409
2021/4/10 22:53,0.115004472
2021/4/10 22:53,0.114897169
2021/4/10 22:53,0.123373121
2021/4/10 22:53,0.120484844
2021/4/10 22:53,0.120271325
2021/4/10 22:53,0.121812791
2021/4/10 22:53,0.119731434
2021/4/10 22:53,0.120108016
2021/4/10 22:53,0.118344031
2021/4/10 22:53,0.121820353
2021/4/10 22:53,0.115611382
2021/4/10 22:53,0.110380702
2021/4/10 22:53,0.127016589
2021/4/10 22:53,0.115491301
2021/4/10 22:53,0.117336571
2021/4/10 22:53,0.120492727
2021/4/10 22:53,0.117377713
2021/4/10 22:53,0.119951643
2021/4/10 22:53,0.113852784
2021/4/10 22:53,0.119202279
2021/4/10 22:53,0.118999712
2021/4/10 22:53,0.116475329
2021/4/10 22:53,0.116339311
2021/4/10 22:53,0.112355195
2021/4/10 22:53,0.118265301
2021/4/10 22:53,0.116242267
2021/4/10 22:53,0.113151364
2021/4/10 22:53,0.120620511
2021/4/10 22:53,0.118729778
2021/4/10 22:53,0.115234211
2021/4/10 22:53,0.12006586
2021/4/10 22:53,0.113084637
2021/4/10 22:53,0.115071535
2021/4/10 22:53,0.115626857
2021/4/10 22:53,0.115426488
2021/4/10 22:53,0.118438758
2021/4/10 22:53,0.116444521
2021/4/10 22:53,0.123017058
2021/4/10 22:53,0.118098974
2021/4/10 22:53,0.117063418
2021/4/10 22:53,0.115479343
2021/4/10 22:53,0.113642164
2021/4/10 22:53,0.114738315
2021/4/10 22:53,0.116739646
2021/4/10 22:53,0.115338653
2021/4/10 22:54,0.119165517
2021/4/10 22:54,0.113719039
2021/4/10 22:54,0.114220969
2021/4/10 22:54,0.116520859
2021/4/10 22:54,0.117346801
2021/4/10 22:54,0.116261184
2021/4/10 22:54,0.116231792
2021/4/10 22:54,0.111793451
2021/4/10 22:54,0.116175473
2021/4/10 22:54,0.116377763
2021/4/10 22:54,0.119817965
2021/4/10 22:54,0.112715334
2021/4/10 22:54,0.124039739
2021/4/10 22:54,0.117242932
2021/4/10 22:54,0.115028195
2021/4/10 22:54,0.11426127
2021/4/10 22:54,0.115277886
2021/4/10 22:54,0.117085911
2021/4/10 22:54,0.116814621
2021/4/10 22:54,0.118997574
2021/4/10 22:54,0.118069775
2021/4/10 22:54,0.119885877
2021/4/10 22:54,0.118244678
2021/4/10 22:54,0.120087795
2021/4/10 22:54,0.115480863
2021/4/10 22:54,0.113359533
2021/4/10 22:54,0.116596498
2021/4/10 22:54,0.118096098
2021/4/10 22:54,0.116738789
2021/4/10 22:54,0.116579913
2021/4/10 22:54,0.118822865
2021/4/10 22:54,0.117529124
2021/4/10 22:54,0.12076737
2021/4/10 22:54,0.114972614
2021/4/10 22:54,0.120998934
2021/4/10 22:54,0.11845921
2021/4/10 22:54,0.115265764
2021/4/10 22:54,0.117765419
2021/4/10 22:54,0.112517372
2021/4/10 22:54,0.11148563
2021/4/10 22:54,0.11288093
2021/4/10 22:54,0.11804074
2021/4/10 22:54,0.126583964
2021/4/10 22:54,0.120476246
2021/4/10 22:54,0.115038447
2021/4/10 22:54,0.118589528
2021/4/10 22:54,0.115210079
2021/4/10 22:54,0.11697913
2021/4/10 22:54,0.115753986
2021/4/10 22:54,0.115286939
2021/4/10 22:54,0.119806796
2021/4/10 22:54,0.118845649
2021/4/10 22:54,0.119816497
2021/4/10 22:54,0.11877726
2021/4/10 22:54,0.117144823
2021/4/10 22:54,0.11462526
2021/4/10 22:54,0.113212653
2021/4/10 22:54,0.122581072
2021/4/10 22:54,0.117004648
2021/4/10 22:54,0.120436825
2021/4/10 22:54,0.114749342
2021/4/10 22:54,0.119676851
2021/4/10 22:54,0.117943749
2021/4/10 22:54,0.118273869
2021/4/10 22:54,0.11350657
2021/4/10 22:54,0.116332471
2021/4/10 22:54,0.11573685
2021/4/10 22:54,0.1106622
2021/4/10 22:54,0.116925955
2021/4/10 22:54,0.118288226
2021/4/10 22:54,0.118434168
2021/4/10 22:54,0.120622851
2021/4/10 22:54,0.120143287
2021/4/10 22:54,0.116494536
2021/4/10 22:54,0.113677315
2021/4/10 22:54,0.112477444
2021/4/10 22:54,0.111967631
2021/4/10 22:54,0.119062833
2021/4/10 22:54,0.118817307
2021/4/10 22:54,0.113791011
2021/4/10 22:54,0.114562951
2021/4/10 22:54,0.114533596
2021/4/10 22:54,0.117905475
2021/4/10 22:54,0.1195326
2021/4/10 22:54,0.115917496
2021/4/10 22:54,0.117164053
2021/4/10 22:54,0.118470669
2021/4/10 22:54,0.121302456
2021/4/10 22:54,0.115255579
2021/4/10 22:54,0.119255662
2021/4/10 22:54,0.121052854
2021/4/10 22:54,0.122879028
2021/4/10 22:54,0.118424691
2021/4/10 22:54,0.120045893
2021/4/10 22:54,0.112507008
2021/4/10 22:54,0.114425346
2021/4/10 22:54,0.119108714
2021/4/10 22:54,0.118352696
2021/4/10 22:54,0.118735157
2021/4/10 22:54,0.118820637
2021/4/10 22:54,0.118215904
2021/4/10 22:54,0.113813013
2021/4/10 22:54,0.116283335
2021/4/10 22:54,0.116380535
2021/4/10 22:54,0.117163904
2021/4/10 22:54,0.117478639
2021/4/10 22:54,0.117092699
2021/4/10 22:54,0.121123418
2021/4/10 22:54,0.117775902
2021/4/10 22:54,0.116443813
2021/4/10 22:54,0.119432829
2021/4/10 22:54,0.112430625
2021/4/10 22:54,0.113426737
2021/4/10 22:54,0.119937673
2021/4/10 22:54,0.114675969
2021/4/10 22:54,0.115812168
2021/4/10 22:54,0.116064325
2021/4/10 22:54,0.117965661
2021/4/10 22:54,0.114856564
2021/4/10 22:54,0.112176515
2021/4/10 22:55,0.112602614
2021/4/10 22:55,0.11328572
2021/4/10 22:55,0.113506697
2021/4/10 22:55,0.114191554
2021/4/10 22:55,0.114195235
2021/4/10 22:55,0.116819158
2021/4/10 22:55,0.115079179
2021/4/10 22:55,0.11626365
2021/4/10 22:55,0.115492105
2021/4/10 22:55,0.113568485
2021/4/10 22:55,0.116371222
2021/4/10 22:55,0.119328231
2021/4/10 22:55,0.116387643
2021/4/10 22:55,0.116516568
2021/4/10 22:55,0.114990167
2021/4/10 22:55,0.116439067
2021/4/10 22:55,0.119116664
2021/4/10 22:55,0.118232824
2021/4/10 22:55,0.1204914
2021/4/10 22:55,0.119490713
2021/4/10 22:55,0.11924962
2021/4/10 22:55,0.12167827
2021/4/10 22:55,0.116772987
2021/4/10 22:55,0.120650411
2021/4/10 22:55,0.115397587
2021/4/10 22:55,0.115945622
2021/4/10 22:55,0.118619181
2021/4/10 22:55,0.114012793
2021/4/10 22:55,0.120111652
2021/4/10 22:55,0.114865772
2021/4/10 22:55,0.116945378
2021/4/10 22:55,0.119470373
2021/4/10 22:55,0.116392523
2021/4/10 22:55,0.114516616
2021/4/10 22:55,0.11999955
2021/4/10 22:55,0.119154327
2021/4/10 22:55,0.121125087
2021/4/10 22:55,0.115850762
2021/4/10 22:55,0.116250083
2021/4/10 22:55,0.114336282
2021/4/10 22:55,0.118659176
2021/4/10 22:55,0.115359202
2021/4/10 22:55,0.11278528
2021/4/10 22:55,0.114177212
2021/4/10 22:55,0.115046114
2021/4/10 22:55,0.117366932
2021/4/10 22:55,0.121946715
2021/4/10 22:55,0.11998006
2021/4/10 22:55,0.11668098
2021/4/10 22:55,0.116175205
2021/4/10 22:55,0.119761631
2021/4/10 22:55,0.117094643
2021/4/10 22:55,0.120369382
2021/4/10 22:55,0.117599517
2021/4/10 22:55,0.117175341
2021/4/10 22:55,0.116556846
2021/4/10 22:55,0.120938502
2021/4/10 22:55,0.118799418
2021/4/10 22:55,0.117961958
2021/4/10 22:55,0.117943488
2021/4/10 22:55,0.120585054
2021/4/10 22:55,0.120594867
2021/4/10 22:55,0.115922526
2021/4/10 22:55,0.117659591
2021/4/10 22:55,0.118396893
2021/4/10 22:55,0.116308786
2021/4/10 22:55,0.1192111
2021/4/10 22:55,0.116298512
2021/4/10 22:55,0.117975742
2021/4/10 22:55,0.113811836
2021/4/10 22:55,0.116652057
2021/4/10 22:55,0.542532861
2021/4/10 22:55,0.635163546
2021/4/10 22:55,0.535033524
2021/4/10 22:55,1.383145094
2021/4/10 22:55,2.067961693
2021/4/10 22:55,2.405291557
2021/4/10 22:55,2.13748908
2021/4/10 22:55,1.518993139
2021/4/10 22:55,2.401299953
2021/4/10 22:55,3.29941988
2021/4/10 22:55,3.403562784
2021/4/10 22:55,3.089929819
2021/4/10 22:55,2.805591583
2021/4/10 22:55,3.386822939
2021/4/10 22:55,3.835828066
2021/4/10 22:55,4.086744785
2021/4/10 22:55,4.343905926
2021/4/10 22:55,4.727313995
2021/4/10 22:55,4.945992947
2021/4/10 22:55,4.611629009
2021/4/10 22:55,4.352320671
2021/4/10 22:55,4.605376244
2021/4/10 22:55,5.113847733
2021/4/10 22:55,5.827203751
2021/4/10 22:55,5.945759773
2021/4/10 22:55,5.615633488
2021/4/10 22:55,6.015739441
2021/4/10 22:55,5.885415554
2021/4/10 22:55,6.171465874
2021/4/10 22:55,6.839785576
2021/4/10 22:55,7.150696754
2021/4/10 22:55,7.736766815
2021/4/10 22:55,8.197642326
2021/4/10 22:55,8.399209976
2021/4/10 22:55,8.936654091
2021/4/10 22:55,9.291031837
2021/4/10 22:55,9.951153755
2021/4/10 22:55,10.60276985
2021/4/10 22:55,10.85488701
2021/4/10 22:55,11.65897465
2021/4/10 22:55,12.53080177
2021/4/10 22:55,13.28761005
2021/4/10 22:55,13.89319706
2021/4/10 22:55,14.51766491
2021/4/10 22:55,15.48070145
2021/4/10 22:55,16.42218399
2021/4/10 22:55,17.70497894
2021/4/10 22:55,19.2668972
2021/4/10 22:55,20.75836754
2021/4/10 22:56,21.98623657
2021/4/10 22:56,24.24518776
2021/4/10 22:56,26.67699242
2021/4/10 22:56,29.09716415
2021/4/10 22:56,32.32562637
2021/4/10 22:56,35.02632904
2021/4/10 22:56,37.42670441
2021/4/10 22:56,39.87560272
2021/4/10 22:56,42.98794174
2021/4/10 22:56,45.90587616
2021/4/10 22:56,48.77743912
2021/4/10 22:56,51.60642242
2021/4/10 22:56,54.97743988
2021/4/10 22:56,58.15438461
2021/4/10 22:56,61.70501709
2021/4/10 22:56,65.19692993
2021/4/10 22:56,69.21416473
2021/4/10 22:56,72.59510803
2021/4/10 22:56,75.75234985
2021/4/10 22:56,79.23863983
2021/4/10 22:56,82.46453094
2021/4/10 22:56,85.8187027
2021/4/10 22:56,88.99204254
2021/4/10 22:56,91.3825531
2021/4/10 22:56,93.36884308
2021/4/10 22:56,94.55405426
2021/4/10 22:56,95.36842346
2021/4/10 22:56,96.13082886
2021/4/10 22:56,96.76683807
2021/4/10 22:56,96.595047
2021/4/10 22:56,96.33266449
2021/4/10 22:56,96.14150238
2021/4/10 22:56,95.40964508
2021/4/10 22:56,94.25122833
2021/4/10 22:56,92.84583282
2021/4/10 22:56,91.36717987
2021/4/10 22:56,89.81478119
2021/4/10 22:56,88.4723587
2021/4/10 22:56,87.0140152
2021/4/10 22:56,85.7585144
2021/4/10 22:56,84.38201904
2021/4/10 22:56,83.04483795
2021/4/10 22:56,81.45183563
2021/4/10 22:56,80.28478241
2021/4/10 22:56,79.74785614
2021/4/10 22:56,79.49771881
2021/4/10 22:56,79.41203308
2021/4/10 22:56,79.17021179
2021/4/10 22:56,78.70639038
2021/4/10 22:56,77.9968338
2021/4/10 22:56,78.16204071
2021/4/10 22:56,78.11396027
2021/4/10 22:56,79.54679871
2021/4/10 22:56,80.3421402
2021/4/10 22:56,81.41954803
2021/4/10 22:56,81.04581451
2021/4/10 22:56,80.96147156
2021/4/10 22:56,81.88542938
2021/4/10 22:56,83.0918045
2021/4/10 22:56,82.91594696
2021/4/10 22:56,83.59866333
2021/4/10 22:56,83.99195862
2021/4/10 22:56,84.30606842
2021/4/10 22:56,84.70096588
2021/4/10 22:56,85.03303528
2021/4/10 22:56,84.36326599
2021/4/10 22:56,84.79103088
2021/4/10 22:56,85.13694
2021/4/10 22:56,85.04816437
2021/4/10 22:56,85.2430191
2021/4/10 22:56,85.18010712
2021/4/10 22:56,85.17700958
2021/4/10 22:56,84.62187958
2021/4/10 22:56,84.43283844
2021/4/10 22:56,84.23681641
2021/4/10 22:56,84.19847107
2021/4/10 22:56,84.68849182
2021/4/10 22:56,85.30303955
2021/4/10 22:56,85.44290924
2021/4/10 22:56,85.43063354
2021/4/10 22:56,83.0479126
2021/4/10 22:56,82.61319733
2021/4/10 22:56,83.19138336
2021/4/10 22:56,83.15747833
2021/4/10 22:56,83.22306061
2021/4/10 22:56,82.90944672
2021/4/10 22:56,82.42462921
2021/4/10 22:56,82.55090332
2021/4/10 22:56,82.80027771
2021/4/10 22:56,83.00932312
2021/4/10 22:56,83.2051239
2021/4/10 22:56,83.19921112
2021/4/10 22:56,82.76548767
2021/4/10 22:56,82.93412018
2021/4/10 22:56,81.76795959
2021/4/10 22:56,82.46806335
2021/4/10 22:56,82.89143372
2021/4/10 22:56,83.47476959
2021/4/10 22:56,62.28936386
2021/4/10 22:56,64.70230103
2021/4/10 22:56,79.61275482
2021/4/10 22:56,82.17890167
2021/4/10 22:56,83.69480133
