LV_TRG#2 Time;LV_TRG#2 ValueY;LV_ACT#2 Time;LV_ACT#2 ValueY;STP_POS#2 Time;STP_POS#2 ValueY;CST_SPD#2 Time;CST_SPD#2 ValueY;TND_W Time;TND_W ValueY;Auto_SPD_SET Time;Auto_SPD_SET ValueY
2021/4/10 17:55:20;80;2021/4/10 17:55:20;8.58175009489059E-02;2021/4/10 17:55:20;0;2021/4/10 17:55:20;0;2021/4/10 17:55:20;0.249568939208984;;
2021/4/10 17:55:20;80;2021/4/10 17:55:20;8.51068273186684E-02;2021/4/10 17:55:20;0;2021/4/10 17:55:20;0;2021/4/10 17:55:20;0.249568939208984;;
2021/4/10 17:55:21;80;2021/4/10 17:55:21;8.11518430709839E-02;2021/4/10 17:55:21;0;2021/4/10 17:55:21;0;2021/4/10 17:55:21;0.249568939208984;;
2021/4/10 17:55:21;80;2021/4/10 17:55:21;9.20455381274223E-02;2021/4/10 17:55:21;0;2021/4/10 17:55:21;0;2021/4/10 17:55:21;0.200740814208984;;
2021/4/10 17:55:22;80;2021/4/10 17:55:22;8.74557495117188E-02;2021/4/10 17:55:22;0;2021/4/10 17:55:22;0;2021/4/10 17:55:22;0.249568939208984;;
2021/4/10 17:55:22;80;2021/4/10 17:55:22;7.55073502659798E-02;2021/4/10 17:55:22;0;2021/4/10 17:55:22;0;2021/4/10 17:55:22;0.249568939208984;;
2021/4/10 17:55:23;80;2021/4/10 17:55:23;7.60742723941803E-02;2021/4/10 17:55:23;0;2021/4/10 17:55:23;0;2021/4/10 17:55:23;0.249568939208984;;
2021/4/10 17:55:23;80;2021/4/10 17:55:23;7.07713663578033E-02;2021/4/10 17:55:23;0;2021/4/10 17:55:23;0;2021/4/10 17:55:23;0.249568939208984;;
2021/4/10 17:55:24;80;2021/4/10 17:55:24;0.104695707559586;2021/4/10 17:55:24;0;2021/4/10 17:55:24;0;2021/4/10 17:55:24;0.200740814208984;;
2021/4/10 17:55:24;80;2021/4/10 17:55:24;0.112165153026581;2021/4/10 17:55:24;0;2021/4/10 17:55:24;0;2021/4/10 17:55:24;0.168190002441406;;
2021/4/10 17:55:25;80;2021/4/10 17:55:25;0.102352701127529;2021/4/10 17:55:25;0;2021/4/10 17:55:25;0;2021/4/10 17:55:25;0.151912689208984;;
2021/4/10 17:55:25;80;2021/4/10 17:55:25;6.09946362674236E-02;2021/4/10 17:55:25;0;2021/4/10 17:55:25;0;2021/4/10 17:55:25;0.151912689208984;;
2021/4/10 17:55:26;80;2021/4/10 17:55:26;9.38118919730186E-02;2021/4/10 17:55:26;0;2021/4/10 17:55:26;0;2021/4/10 17:55:26;0.151912689208984;;
2021/4/10 17:55:26;80;2021/4/10 17:55:26;0.109698109328747;2021/4/10 17:55:26;0;2021/4/10 17:55:26;0;2021/4/10 17:55:26;0.151912689208984;;
2021/4/10 17:55:27;80;2021/4/10 17:55:27;8.29885751008987E-02;2021/4/10 17:55:27;0;2021/4/10 17:55:27;0;2021/4/10 17:55:27;0.151912689208984;;
2021/4/10 17:55:27;80;2021/4/10 17:55:27;9.52918902039528E-02;2021/4/10 17:55:27;0;2021/4/10 17:55:27;0;2021/4/10 17:55:27;0.151912689208984;;
