"LV_TRG#2 Time";"LV_TRG#2 ValueY";"LV_ACT#2 Time";"LV_ACT#2 ValueY";"STP_POS#2 Time";"STP_POS#2 ValueY";"tundish_weight2 Time";"tundish_weight2 ValueY";"CST_SPD#2 Time";"CST_SPD#2 ValueY";"Auto_SPD_SET2 Time";"Auto_SPD_SET2 ValueY";"CURRENT2 Time";"CURRENT2 ValueY";"sensor_fail Time";"sensor_fail ValueY"
2021/4/1 22:00:00;80;2021/4/1 22:00:00;0.165579810738564;2021/4/1 22:00:00;-2.20600008964539;;;2021/4/1 22:00:00;0;;;;;;
2021/4/1 22:00:00;80;2021/4/1 22:00:00;0.166008293628693;2021/4/1 22:00:00;-2.20300006866455;;;2021/4/1 22:00:00;0;;;;;;
2021/4/1 22:00:01;80;2021/4/1 22:00:01;0.170569255948067;2021/4/1 22:00:01;-2.20000004768372;;;2021/4/1 22:00:01;0;;;;;;
2021/4/1 22:00:01;80;2021/4/1 22:00:01;0.165638282895088;2021/4/1 22:00:01;-2.19700002670288;;;2021/4/1 22:00:01;0;;;;;;
2021/4/1 22:00:02;80;2021/4/1 22:00:02;0.166375115513802;2021/4/1 22:00:02;-2.19200015068054;;;2021/4/1 22:00:02;0;;;;;;
2021/4/1 22:00:02;80;2021/4/1 22:00:02;0.164561465382576;2021/4/1 22:00:02;-2.18900012969971;;;2021/4/1 22:00:02;0;;;;;;
2021/4/1 22:00:03;80;2021/4/1 22:00:03;0.163947582244873;2021/4/1 22:00:03;-2.18400001525879;;;2021/4/1 22:00:03;0;;;;;;
2021/4/1 22:00:03;80;2021/4/1 22:00:03;0.16229036450386;2021/4/1 22:00:03;-2.18099999427795;;;2021/4/1 22:00:03;0;;;;;;
2021/4/1 22:00:04;80;2021/4/1 22:00:04;0.164577081799507;2021/4/1 22:00:04;-2.17600011825562;;;2021/4/1 22:00:04;0;;;;;;
2021/4/1 22:00:04;80;2021/4/1 22:00:04;0.165183827280998;2021/4/1 22:00:04;-2.17500019073486;;;2021/4/1 22:00:04;0;;;;;;
2021/4/1 22:00:05;80;2021/4/1 22:00:05;0.167210161685944;2021/4/1 22:00:05;-2.17300009727478;;;2021/4/1 22:00:05;0;;;;;;
2021/4/1 22:00:05;80;2021/4/1 22:00:05;0.164069548249245;2021/4/1 22:00:05;-2.17200016975403;;;2021/4/1 22:00:05;0;;;;;;
2021/4/1 22:00:06;80;2021/4/1 22:00:06;0.165038272738457;2021/4/1 22:00:06;-2.17200016975403;;;2021/4/1 22:00:06;0;;;;;;
2021/4/1 22:00:06;80;2021/4/1 22:00:06;0.167368844151497;2021/4/1 22:00:06;-2.1710000038147;;;2021/4/1 22:00:06;0;;;;;;
2021/4/1 22:00:07;80;2021/4/1 22:00:07;0.168190076947212;2021/4/1 22:00:07;-2.17000007629395;;;2021/4/1 22:00:07;0;;;;;;
2021/4/1 22:00:07;80;2021/4/1 22:00:07;0.166791662573814;2021/4/1 22:00:07;-2.16900014877319;;;2021/4/1 22:00:07;0;;;;;;
2021/4/1 22:00:08;80;2021/4/1 22:00:08;0.167427584528923;2021/4/1 22:00:08;-2.16900014877319;;;2021/4/1 22:00:08;0;;;;;;
2021/4/1 22:00:08;80;2021/4/1 22:00:08;0.165621042251587;2021/4/1 22:00:08;-2.16800022125244;;;2021/4/1 22:00:08;0;;;;;;
2021/4/1 22:00:09;80;2021/4/1 22:00:09;0.166248828172684;2021/4/1 22:00:09;-2.16700005531311;;;2021/4/1 22:00:09;0;;;;;;
2021/4/1 22:00:09;80;2021/4/1 22:00:09;0.166528940200806;2021/4/1 22:00:09;-2.16700005531311;;;2021/4/1 22:00:09;0;;;;;;
2021/4/1 22:00:10;80;2021/4/1 22:00:10;0.171288579702377;2021/4/1 22:00:10;-2.16600012779236;;;2021/4/1 22:00:10;0;;;;;;
2021/4/1 22:00:10;80;2021/4/1 22:00:10;0.162838891148567;2021/4/1 22:00:10;-2.16500020027161;;;2021/4/1 22:00:10;0;;;;;;
2021/4/1 22:00:11;80;2021/4/1 22:00:11;0.161390349268913;2021/4/1 22:00:11;-2.16500020027161;;;2021/4/1 22:00:11;0;;;;;;
2021/4/1 22:00:11;80;2021/4/1 22:00:11;0.166884809732437;2021/4/1 22:00:11;-2.16600012779236;;;2021/4/1 22:00:11;0;;;;;;
2021/4/1 22:00:12;80;2021/4/1 22:00:12;0.165273249149323;2021/4/1 22:00:12;-2.16500020027161;;;2021/4/1 22:00:12;0;;;;;;
2021/4/1 22:00:12;80;2021/4/1 22:00:12;0.166746735572815;2021/4/1 22:00:12;-2.16400003433228;;;2021/4/1 22:00:12;0;;;;;;
2021/4/1 22:00:13;80;2021/4/1 22:00:13;0.164567291736603;2021/4/1 22:00:13;-2.16300010681152;;;2021/4/1 22:00:13;0;;;;;;
2021/4/1 22:00:13;80;2021/4/1 22:00:13;0.160036072134972;2021/4/1 22:00:13;-2.16200017929077;;;2021/4/1 22:00:13;0;;;;;;
2021/4/1 22:00:14;80;2021/4/1 22:00:14;0.164387837052345;2021/4/1 22:00:14;-2.16200017929077;;;2021/4/1 22:00:14;0;;;;;;
2021/4/1 22:00:14;80;2021/4/1 22:00:14;0.165197864174843;2021/4/1 22:00:14;-2.16200017929077;;;2021/4/1 22:00:14;0;;;;;;
2021/4/1 22:00:15;80;2021/4/1 22:00:15;0.164995357394218;2021/4/1 22:00:15;-2.16200017929077;;;2021/4/1 22:00:15;0;;;;;;
2021/4/1 22:00:15;80;2021/4/1 22:00:15;0.164310157299042;2021/4/1 22:00:15;-2.16100001335144;;;2021/4/1 22:00:15;0;;;;;;
2021/4/1 22:00:16;80;2021/4/1 22:00:16;0.167770847678185;2021/4/1 22:00:16;-2.16200017929077;;;2021/4/1 22:00:16;0;;;;;;
2021/4/1 22:00:16;80;2021/4/1 22:00:16;0.161185875535011;2021/4/1 22:00:16;-2.16100001335144;;;2021/4/1 22:00:16;0;;;;;;
2021/4/1 22:00:17;80;2021/4/1 22:00:17;0.163892894983292;2021/4/1 22:00:17;-2.15900015830994;;;2021/4/1 22:00:17;0;;;;;;
