timespan,loss
3.139068,183.55599975585938
3.161065,184.21356201171875
3.1847,182.4312286376953
3.295115,181.92575073242188
3.316795,181.41445922851562
3.34152,180.58897399902344
3.364958,179.22792053222656
3.399642,175.66075134277344
3.420004,168.31761169433594
3.438504,151.82020568847656
3.467434,129.52626037597656
3.487106,105.61076354980469
3.506288,81.7230453491211
3.525201,59.65550231933594
3.54407,42.63710021972656
3.56057,33.92365264892578
3.578483,33.2380256652832
3.594463,34.757049560546875
3.612694,33.16425323486328
3.630151,27.894681930541992
3.654149,21.11909294128418
3.673004,15.306225776672363
3.689007,12.039131164550781
3.706576,11.680882453918457
3.729923,13.463346481323242
3.751923,16.062238693237305
3.773224,18.303205490112305
3.791215,19.517784118652344
3.807549,19.554258346557617
3.823209,18.65032386779785
3.85267,17.29056167602539
3.871366,15.9832181930542
3.890433,15.062163352966309
3.906473,14.604812622070312
3.925433,14.42198371887207
3.943441,14.186650276184082
3.958942,13.651179313659668
3.977265,12.80176830291748
3.993265,11.846602439880371
4.014958,11.070735931396484
4.044229,10.669914245605469
4.060231,10.65923023223877
4.077962,10.890871047973633
4.09607,11.152703285217285
4.112578,11.282186508178711
4.128604,11.23397159576416
4.144603,11.075457572937012
4.160966,10.924915313720703
4.178083,10.871269226074219
4.195191,10.920459747314453
4.220873,10.999446868896484
4.238316,11.014001846313477
4.254759,10.917410850524902
4.271888,10.739099502563477
4.288615,10.556615829467773
4.306608,10.438786506652832
4.323606,10.403868675231934
4.339112,10.418219566345215
4.355267,10.428949356079102
4.374484,10.402627944946289
4.400993,10.34363079071045
4.424128,10.283738136291504
4.445412,10.254570960998535
4.470041,10.26393985748291
4.492542,10.292275428771973
4.522972,10.309760093688965
4.5428,10.29920768737793
4.567297,10.266559600830078
4.585298,10.232582092285156
4.604465,10.21491527557373
4.636552,10.215675354003906
4.660087,10.222916603088379
4.678797,10.222325325012207
4.699756,10.208592414855957
4.718766,10.188060760498047
4.7404,10.172046661376953
4.759618,10.1673002243042
4.776884,10.1713228225708
4.795856,10.175647735595703
4.816446,10.173416137695312
4.849531,10.16454792022705
4.869552,10.1546049118042
4.891717,10.14928150177002
4.909874,10.149703025817871
4.929876,10.152280807495117
4.949327,10.152472496032715
4.968618,10.148665428161621
4.984604,10.142986297607422
5.001167,10.138883590698242
5.015163,10.13797664642334
5.041961,10.138944625854492
5.061939,10.139113426208496
5.077828,10.136988639831543
5.093976,10.133350372314453
5.109995,10.130204200744629
5.127186,10.128813743591309
5.14639,10.12873363494873
5.162978,10.128511428833008
5.178477,10.127150535583496
5.196265,10.124930381774902
5.24974,10.12292766571045
5.267838,10.121906280517578
5.283867,10.121654510498047
5.299508,10.121336936950684
5.316691,10.120338439941406
5.333668,10.118785858154297
5.349309,10.117284774780273
5.368456,10.116259574890137
5.385452,10.11559009552002
5.402935,10.114818572998047
5.429205,10.113653182983398
5.447145,10.112226486206055
5.463982,10.110897064208984
5.480982,10.109869956970215
5.496908,10.109024047851562
5.511908,10.10809326171875
5.527763,10.106950759887695
5.543416,10.10571002960205
5.559774,10.10455322265625
5.576533,10.103524208068848
5.602012,10.102516174316406
5.62017,10.10140323638916
5.638172,10.100168228149414
5.655067,10.098889350891113
5.67188,10.097622871398926
5.689582,10.096366882324219
5.707844,10.095090866088867
5.724856,10.093766212463379
5.740526,10.092373847961426
5.756505,10.090922355651855
5.780591,10.089458465576172
5.802751,10.088010787963867
5.819249,10.086536407470703
5.835246,10.084970474243164
5.850746,10.0833158493042
5.867642,10.08163833618164
5.884665,10.079933166503906
5.901204,10.078161239624023
5.91941,10.076314926147461
5.935349,10.074398040771484
5.959712,10.072393417358398
5.97747,10.0703125
5.995525,10.068182945251465
6.013526,10.065963745117188
6.031186,10.063643455505371
6.050612,10.061235427856445
6.068072,10.058733940124512
6.084851,10.056135177612305
6.103975,10.053447723388672
6.120111,10.050646781921387
6.144642,10.047728538513184
6.160642,10.044706344604492
6.177847,10.041568756103516
6.19415,10.038321495056152
